To Date,PM2.5,PM10,NO2
07-03-2021 08:15,140.67,427.27,28.49
07-03-2021 08:30,140.67,427.27,28.48
07-03-2021 08:45,140.67,450.73,28.47
07-03-2021 09:00,161.2,455.8,28.5
07-03-2021 09:15,162.66,455.8,28.5
07-03-2021 09:30,162.66,455.8,28.52
07-03-2021 09:45,162.66,434.97,28.56
07-03-2021 10:00,154.08,431.45,28.56
07-03-2021 10:15,153.47,431.45,28.56
07-03-2021 10:30,153.47,431.45,28.5
07-03-2021 10:45,153.47,325.94,28.48
07-03-2021 11:00,137.63,308.13,28.49
07-03-2021 11:15,136.5,308.13,28.53
07-03-2021 11:30,136.5,308.13,28.52
07-03-2021 11:45,136.5,233.92,28.49
07-03-2021 12:00,114.14,221.39,28.49
07-03-2021 12:15,112.54,221.39,28.47
07-03-2021 12:30,112.54,221.39,28.53
07-03-2021 12:45,112.54,215.53,28.51
07-03-2021 13:00,108.06,214.54,28.48
07-03-2021 13:15,107.74,214.54,28.45
07-03-2021 13:30,107.74,214.54,28.47
07-03-2021 13:45,107.74,182.76,28.53
07-03-2021 14:00,90.95,177.39,28.55
07-03-2021 14:15,89.75,177.39,28.55
07-03-2021 14:30,89.75,177.39,28.51
07-03-2021 14:45,89.75,144.96,28.51
07-03-2021 15:00,83.33,139.49,28.48
07-03-2021 15:15,82.87,139.49,28.5
07-03-2021 15:30,82.87,139.49,28.49
07-03-2021 15:45,82.87,166.47,28.52
07-03-2021 16:00,81.42,171.02,28.49
07-03-2021 16:15,81.32,171.02,28.48
07-03-2021 16:30,81.32,171.02,28.51
07-03-2021 16:45,81.32,136.81,28.49
07-03-2021 17:00,73.34,131.03,28.52
07-03-2021 17:15,73.15,131.03,28.48
07-03-2021 17:30,73.15,131.03,28.5
07-03-2021 17:45,73.15,176.12,28.52
07-03-2021 18:00,83.12,183.73,28.5
07-03-2021 18:15,83.83,183.73,28.49
07-03-2021 18:30,83.83,183.73,28.49
07-03-2021 18:45,83.83,194.97,28.53
07-03-2021 19:00,88.97,196.87,28.53
07-03-2021 19:15,89.34,196.87,28.52
07-03-2021 19:30,89.34,196.87,28.48
07-03-2021 19:45,89.34,214.93,28.47
07-03-2021 20:00,87.04,217.98,28.47
07-03-2021 20:15,86.87,217.98,28.47
07-03-2021 20:30,86.87,217.98,28.49
07-03-2021 20:45,86.87,231.52,28.48
07-03-2021 21:00,92.77,233.8,28.49
07-03-2021 21:15,93.24,233.8,28.51
07-03-2021 21:30,93.24,233.8,28.5
07-03-2021 21:45,93.24,242.73,28.5
07-03-2021 22:00,96.73,244.24,28.49
07-03-2021 22:15,96.98,244.24,28.48
07-03-2021 22:30,96.98,244.24,28.52
07-03-2021 22:45,96.98,226.21,28.55
07-03-2021 23:00,83.62,223.16,28.52
07-03-2021 23:15,82.66,223.16,28.5
07-03-2021 23:30,82.66,223.16,28.5
07-03-2021 23:45,82.66,183.56,28.44
08-03-2021 00:00,None,None,None
08-03-2021 00:15,76.69,176.88,28.51
08-03-2021 00:30,76.69,176.88,28.51
08-03-2021 00:45,76.69,189.47,28.5
08-03-2021 01:00,79.09,191.6,28.49
08-03-2021 01:15,79.26,191.6,28.5
08-03-2021 01:30,79.26,191.6,28.48
08-03-2021 01:45,79.26,213.56,28.45
08-03-2021 02:00,76.81,217.27,28.49
08-03-2021 02:15,76.63,217.27,28.49
08-03-2021 02:30,76.63,217.27,28.51
08-03-2021 02:45,76.63,200.95,28.5
08-03-2021 03:00,71.74,198.2,28.5
08-03-2021 03:15,71.39,198.2,28.5
08-03-2021 03:30,71.39,198.2,28.49
08-03-2021 03:45,71.39,205.59,28.46
08-03-2021 04:00,65.94,206.84,28.46
08-03-2021 04:15,65.55,206.84,28.48
08-03-2021 04:30,65.55,206.84,28.45
08-03-2021 04:45,65.55,193.25,28.45
08-03-2021 05:00,63.2,190.95,28.48
08-03-2021 05:15,63.04,190.95,28.43
08-03-2021 05:30,63.04,190.95,28.48
08-03-2021 05:45,63.04,184.1,28.49
08-03-2021 06:00,64.76,182.94,28.49
08-03-2021 06:15,64.88,182.94,28.48
08-03-2021 06:30,64.88,182.94,28.47
08-03-2021 06:45,64.88,201.89,28.51
08-03-2021 07:00,71.55,205.09,28.5
08-03-2021 07:15,72.02,205.09,28.5
08-03-2021 07:30,72.02,205.09,28.46
08-03-2021 07:45,72.02,228.86,28.46
08-03-2021 08:00,71.64,232.87,28.46
08-03-2021 08:15,71.61,232.87,28.47
08-03-2021 08:30,71.61,232.87,28.45
08-03-2021 08:45,71.61,242.86,28.49
08-03-2021 09:00,74.35,244.55,28.51
08-03-2021 09:15,74.55,244.55,28.5
08-03-2021 09:30,74.55,244.55,28.51
08-03-2021 09:45,74.55,254.7,28.47
08-03-2021 10:00,77.88,256.41,28.5
08-03-2021 10:15,78.12,256.41,28.5
08-03-2021 10:30,78.12,256.41,28.49
08-03-2021 10:45,78.12,292.86,28.54
08-03-2021 11:00,97.24,299.01,28.54
08-03-2021 11:15,98.61,299.01,28.51
08-03-2021 11:30,98.61,299.01,28.49
08-03-2021 11:45,98.61,288.17,28.47
08-03-2021 12:00,119.83,286.34,28.44
08-03-2021 12:15,121.34,286.34,28.49
08-03-2021 12:30,None,None,28.49
08-03-2021 12:45,None,None,28.49
08-03-2021 13:00,None,None,28.49
08-03-2021 13:15,None,None,28.47
08-03-2021 13:30,None,None,28.45
08-03-2021 13:45,None,None,28.48
08-03-2021 14:00,None,None,None
08-03-2021 14:15,170.57,320.73,28.51
08-03-2021 14:30,170.57,320.73,28.49
08-03-2021 14:45,170.11,319.63,28.48
08-03-2021 15:00,156.82,300.88,28.48
08-03-2021 15:15,156.82,300.88,28.51
08-03-2021 15:30,156.82,300.88,28.47
08-03-2021 15:45,156.26,297.88,28.46
08-03-2021 16:00,139.95,246.9,28.46
08-03-2021 16:15,139.95,246.9,28.47
08-03-2021 16:30,139.95,246.9,28.48
08-03-2021 16:45,139.37,245.51,28.46
08-03-2021 17:00,122.56,221.96,28.46
08-03-2021 17:15,122.56,221.96,28.47
08-03-2021 17:30,122.56,221.96,28.47
08-03-2021 17:45,121.62,220.98,28.47
08-03-2021 18:00,94.21,204.3,28.48
08-03-2021 18:15,94.21,204.3,28.5
08-03-2021 18:30,94.21,204.3,28.46
08-03-2021 18:45,94.18,206.23,28.42
08-03-2021 19:00,93.26,239.01,28.44
08-03-2021 19:15,93.26,239.01,28.44
08-03-2021 19:30,93.26,239.01,28.45
08-03-2021 19:45,93.71,240.17,28.44
08-03-2021 20:00,106.75,259.84,28.48
08-03-2021 20:15,106.75,259.84,28.46
08-03-2021 20:30,106.75,259.84,28.46
08-03-2021 20:45,106.5,258.09,28.49
08-03-2021 21:00,99.37,228.35,28.46
08-03-2021 21:15,99.37,228.35,28.48
08-03-2021 21:30,99.37,228.35,28.48
08-03-2021 21:45,99.48,227.74,28.49
08-03-2021 22:00,102.87,217.46,28.51
08-03-2021 22:15,102.87,217.46,28.52
08-03-2021 22:30,102.87,217.46,28.48
08-03-2021 22:45,102.32,214.75,28.46
08-03-2021 23:00,86.4,168.63,28.45
08-03-2021 23:15,86.4,168.63,28.43
08-03-2021 23:30,86.4,168.63,28.44
08-03-2021 23:45,86.27,169.19,28.49
09-03-2021 00:00,None,None,None
09-03-2021 00:15,82.72,178.76,28.49
09-03-2021 00:30,82.72,178.76,28.51
09-03-2021 00:45,82.27,174.81,28.48
09-03-2021 01:00,69.04,107.6,28.43
09-03-2021 01:15,69.04,107.6,28.44
09-03-2021 01:30,69.04,107.6,28.45
09-03-2021 01:45,68.86,107.71,28.49
09-03-2021 02:00,63.64,109.55,28.48
09-03-2021 02:15,63.64,109.55,28.44
09-03-2021 02:30,63.64,109.55,28.42
09-03-2021 02:45,63.31,108.58,28.43
09-03-2021 03:00,53.67,92.11,28.44
09-03-2021 03:15,53.67,92.11,28.46
09-03-2021 03:30,53.67,92.11,28.46
09-03-2021 03:45,54,94.06,28.46
09-03-2021 04:00,63.59,127.2,28.47
09-03-2021 04:15,63.59,127.2,28.51
09-03-2021 04:30,63.59,127.2,28.51
09-03-2021 04:45,63.66,127.74,28.47
09-03-2021 05:00,65.68,136.95,28.44
09-03-2021 05:15,65.68,136.95,28.45
09-03-2021 05:30,65.68,136.95,28.47
09-03-2021 05:45,65.64,135.06,28.46
09-03-2021 06:00,64.44,102.91,28.51
09-03-2021 06:15,64.44,102.91,28.49
09-03-2021 06:30,64.44,102.91,28.47
09-03-2021 06:45,64.45,103.16,28.47
09-03-2021 07:00,64.81,107.45,28.42
09-03-2021 07:15,64.81,107.45,28.45
09-03-2021 07:30,64.81,107.45,28.48
09-03-2021 07:45,65.09,110.64,28.51
09-03-2021 08:00,73.34,164.85,28.5
09-03-2021 08:15,73.34,164.85,28.51
09-03-2021 08:30,73.34,164.85,28.52
09-03-2021 08:45,73.54,164.62,28.48
09-03-2021 09:00,79.26,160.76,28.46
09-03-2021 09:15,79.26,160.76,28.44
09-03-2021 09:30,79.26,160.76,28.45
09-03-2021 09:45,79.56,164.06,28.49
09-03-2021 10:00,88.42,220.18,28.47
09-03-2021 10:15,88.42,220.18,28.49
09-03-2021 10:30,88.42,220.18,28.51
09-03-2021 10:45,89.01,222.74,28.51
09-03-2021 11:00,106.03,266.33,28.51
09-03-2021 11:15,106.03,266.33,28.49
09-03-2021 11:30,106.03,266.33,28.48
09-03-2021 11:45,107.16,266.99,28.48
09-03-2021 12:00,139.76,278.23,28.47
09-03-2021 12:15,139.76,278.23,28.46
09-03-2021 12:30,139.76,278.23,28.5
09-03-2021 12:45,139.76,279.24,28.46
09-03-2021 13:00,166.73,296.39,28.47
09-03-2021 13:15,166.73,296.39,28.49
09-03-2021 13:30,166.73,296.39,28.52
09-03-2021 13:45,166.99,296.3,28.44
09-03-2021 14:00,174.43,294.82,28.44
09-03-2021 14:15,174.43,294.82,28.48
09-03-2021 14:30,174.43,294.82,28.48
09-03-2021 14:45,174.5,293.42,28.51
09-03-2021 15:00,176.79,269.55,28.5
09-03-2021 15:15,176.79,269.55,28.43
09-03-2021 15:30,176.79,269.55,28.4
09-03-2021 15:45,176.25,267.72,28.4
09-03-2021 16:00,160.76,236.63,28.47
09-03-2021 16:15,160.76,236.63,28.47
09-03-2021 16:30,160.76,236.63,28.49
09-03-2021 16:45,160.48,236.33,28.49
09-03-2021 17:00,152.34,231.29,28.51
09-03-2021 17:15,152.34,231.29,28.49
09-03-2021 17:30,152.34,231.29,28.48
09-03-2021 17:45,152.12,231.75,28.52
09-03-2021 18:00,145.75,239.52,28.5
09-03-2021 18:15,145.75,239.52,28.49
09-03-2021 18:30,145.75,239.52,28.5
09-03-2021 18:45,145.48,238.83,28.47
09-03-2021 19:00,139.82,227.11,28.47
09-03-2021 19:15,139.82,227.11,28.48
09-03-2021 19:30,139.82,227.11,28.48
09-03-2021 19:45,139.59,225.63,28.49
09-03-2021 20:00,133.12,200.4,28.45
09-03-2021 20:15,133.12,200.4,28.45
09-03-2021 20:30,133.12,200.4,28.48
09-03-2021 20:45,132.98,201.89,28.44
09-03-2021 21:00,128.84,227.18,28.49
09-03-2021 21:15,128.84,227.18,28.5
09-03-2021 21:30,128.84,227.18,28.5
09-03-2021 21:45,128.71,225.79,28.49
09-03-2021 22:00,124.98,202.17,28.46
09-03-2021 22:15,124.98,202.17,28.44
09-03-2021 22:30,124.98,202.17,28.45
09-03-2021 22:45,124.73,201.98,28.46
09-03-2021 23:00,119.31,198.83,28.47
09-03-2021 23:15,119.31,198.83,28.52
09-03-2021 23:30,119.31,198.83,28.5
09-03-2021 23:45,119.01,198.89,28.47
10-03-2021 00:00,None,None,None
10-03-2021 00:15,110.26,199.97,28.45
10-03-2021 00:30,110.26,199.97,28.46
10-03-2021 00:45,109.71,197.72,28.48
10-03-2021 01:00,97.91,159.44,28.5
10-03-2021 01:15,97.91,159.44,28.45
10-03-2021 01:30,97.91,159.44,28.49
10-03-2021 01:45,97.05,158.33,28.45
10-03-2021 02:00,72.25,139.51,28.44
10-03-2021 02:15,72.25,139.51,28.44
10-03-2021 02:30,72.25,139.51,28.46
10-03-2021 02:45,71.84,137.56,28.45
10-03-2021 03:00,59.91,104.49,28.49
10-03-2021 03:15,59.91,104.49,28.52
10-03-2021 03:30,59.91,104.49,28.49
10-03-2021 03:45,59.8,104.09,28.43
10-03-2021 04:00,56.8,97.23,28.44
10-03-2021 04:15,56.8,97.23,28.45
10-03-2021 04:30,56.8,97.23,28.44
10-03-2021 04:45,56.6,97.04,28.48
10-03-2021 05:00,50.98,93.73,28.48
10-03-2021 05:15,50.98,93.73,28.46
10-03-2021 05:30,50.98,93.73,28.53
10-03-2021 05:45,50.88,93.63,28.52
10-03-2021 06:00,47.81,91.88,28.47
10-03-2021 06:15,47.81,91.88,28.43
10-03-2021 06:30,47.81,91.88,28.42
10-03-2021 06:45,47.92,90.91,28.4
10-03-2021 07:00,51.24,74.45,28.42
10-03-2021 07:15,51.24,74.45,28.46
10-03-2021 07:30,51.24,74.45,28.48
10-03-2021 07:45,51.25,75.59,28.49
10-03-2021 08:00,51.46,95.03,28.48
10-03-2021 08:15,51.46,95.03,28.46
10-03-2021 08:30,51.46,95.03,28.44
10-03-2021 08:45,51.59,100.02,28.45
10-03-2021 09:00,55.4,184.76,28.47
10-03-2021 09:15,55.4,184.76,28.5
10-03-2021 09:30,55.4,184.76,28.46
10-03-2021 09:45,56.45,188.49,28.48
10-03-2021 10:00,87.1,251.86,28.49
10-03-2021 10:15,87.1,251.86,28.43
10-03-2021 10:30,87.1,251.86,28.45
10-03-2021 10:45,87.41,250.72,28.41
10-03-2021 11:00,96.4,231.33,28.44
10-03-2021 11:15,96.4,231.33,28.42
10-03-2021 11:30,96.4,231.33,28.43
10-03-2021 11:45,None,None,28.49
10-03-2021 12:00,None,None,28.52
10-03-2021 12:15,None,None,28.49
10-03-2021 12:30,None,None,28.47
10-03-2021 12:45,None,None,28.48
10-03-2021 13:00,None,None,28.46
10-03-2021 13:15,None,None,28.43
10-03-2021 13:30,159.96,305.43,28.46
10-03-2021 13:45,159.96,305.43,28.45
10-03-2021 14:00,159.96,305.43,28.46
10-03-2021 14:15,159.96,305.43,28.52
10-03-2021 14:30,158.82,302.6,28.47
10-03-2021 14:45,142.75,254.46,28.42
10-03-2021 15:00,142.75,254.46,28.45
10-03-2021 15:15,142.75,254.46,28.43
10-03-2021 15:30,142.06,255.01,28.42
10-03-2021 15:45,132.42,264.36,28.48
10-03-2021 16:00,132.42,264.36,28.48
10-03-2021 16:15,132.42,264.36,28.48
10-03-2021 16:30,132.06,262.85,28.49
10-03-2021 16:45,127.04,237.24,28.45
10-03-2021 17:00,127.04,237.24,28.48
10-03-2021 17:15,127.04,237.24,28.42
10-03-2021 17:30,125.3,239.74,28.43
10-03-2021 17:45,100.9,282.2,28.39
10-03-2021 18:00,100.9,282.2,28.35
10-03-2021 18:15,100.9,282.2,28.33
10-03-2021 18:30,98.66,276.43,28.27
10-03-2021 18:45,67.29,178.42,28.32
10-03-2021 19:00,67.29,178.42,28.39
10-03-2021 19:15,67.29,178.42,28.4
10-03-2021 19:30,66.86,177.75,28.43
10-03-2021 19:45,60.84,166.34,28.44
10-03-2021 20:00,60.84,166.34,28.46
10-03-2021 20:15,60.84,166.34,28.48
10-03-2021 20:30,60.06,166.7,28.46
10-03-2021 20:45,49.17,172.78,28.42
10-03-2021 21:00,49.17,172.78,28.45
10-03-2021 21:15,49.17,172.78,28.45
10-03-2021 21:30,49.78,173.96,28.49
10-03-2021 21:45,58.4,194.04,28.5
10-03-2021 22:00,58.4,194.04,28.46
10-03-2021 22:15,58.4,194.04,28.47
10-03-2021 22:30,58.58,195.17,28.5
10-03-2021 22:45,61.17,214.33,28.49
10-03-2021 23:00,61.17,214.33,28.46
10-03-2021 23:15,61.17,214.33,28.45
10-03-2021 23:30,61.21,212.88,28.47
10-03-2021 23:45,61.75,188.28,28.47
11-03-2021 00:00,None,None,None
11-03-2021 00:15,61.75,188.28,28.48
11-03-2021 00:30,61.5,188.07,28.46
11-03-2021 00:45,57.98,184.52,28.43
11-03-2021 01:00,57.98,184.52,28.43
11-03-2021 01:15,57.98,184.52,28.45
11-03-2021 01:30,58.29,182.95,28.48
11-03-2021 01:45,62.65,156.32,28.45
11-03-2021 02:00,62.65,156.32,28.47
11-03-2021 02:15,62.65,156.32,28.48
11-03-2021 02:30,62.45,158.27,28.46
11-03-2021 02:45,59.65,191.37,28.47
11-03-2021 03:00,59.65,191.37,28.47
11-03-2021 03:15,59.65,191.37,28.44
11-03-2021 03:30,59.85,190.29,28.48
11-03-2021 03:45,62.71,171.91,28.52
11-03-2021 04:00,62.71,171.91,28.46
11-03-2021 04:15,62.71,171.91,28.47
11-03-2021 04:30,62.67,171.82,28.48
11-03-2021 04:45,62.1,170.34,28.47
11-03-2021 05:00,62.1,170.34,28.47
11-03-2021 05:15,62.1,170.34,28.46
11-03-2021 05:30,62.16,170.86,28.47
11-03-2021 05:45,63.09,179.64,28.46
11-03-2021 06:00,63.09,179.64,28.44
11-03-2021 06:15,63.09,179.64,28.5
11-03-2021 06:30,64.09,181.66,28.5
11-03-2021 06:45,78.16,216,28.51
11-03-2021 07:00,78.16,216,28.46
11-03-2021 07:15,78.16,216,28.43
11-03-2021 07:30,78.89,218.56,28.43
11-03-2021 07:45,89.23,262.12,28.46
11-03-2021 08:00,89.23,262.12,28.47
11-03-2021 08:15,89.23,262.12,28.49
11-03-2021 08:30,89.24,262.51,28.49
11-03-2021 08:45,89.41,269.14,28.43
11-03-2021 09:00,89.41,269.14,28.39
11-03-2021 09:15,89.41,269.14,28.38
11-03-2021 09:30,89.19,265.53,28.38
11-03-2021 09:45,86.22,204.09,28.42
11-03-2021 10:00,86.22,204.09,28.43
11-03-2021 10:15,86.22,204.09,28.46
11-03-2021 10:30,86.19,204.45,28.47
11-03-2021 10:45,85.79,210.65,28.44
11-03-2021 11:00,85.79,210.65,28.45
11-03-2021 11:15,85.79,210.65,28.49
11-03-2021 11:30,85.62,208.58,28.51
11-03-2021 11:45,83.2,173.46,28.51
11-03-2021 12:00,83.2,173.46,28.49
11-03-2021 12:15,83.2,173.46,28.44
11-03-2021 12:30,83.36,171.69,28.52
11-03-2021 12:45,85.49,141.68,28.5
11-03-2021 13:00,85.49,141.68,28.52
11-03-2021 13:15,85.49,141.68,28.49
11-03-2021 13:30,86.35,144.47,28.48
11-03-2021 13:45,98.4,191.84,28.46
11-03-2021 14:00,98.4,191.84,28.51
11-03-2021 14:15,98.4,191.84,28.53
11-03-2021 14:30,98.26,191.51,28.5
11-03-2021 14:45,96.29,185.96,28.49
11-03-2021 15:00,96.29,185.96,28.48
11-03-2021 15:15,96.29,185.96,28.47
11-03-2021 15:30,96.32,185.78,28.47
11-03-2021 15:45,96.71,182.77,28.5
11-03-2021 16:00,96.71,182.77,28.49
11-03-2021 16:15,96.71,182.77,28.49
11-03-2021 16:30,95.66,182.58,28.49
11-03-2021 16:45,81.05,179.28,28.52
11-03-2021 17:00,81.05,179.28,28.55
11-03-2021 17:15,81.05,179.28,28.49
11-03-2021 17:30,80.62,179.71,28.49
11-03-2021 17:45,74.68,187.1,28.44
11-03-2021 18:00,74.68,187.1,28.49
11-03-2021 18:15,74.68,187.1,28.5
11-03-2021 18:30,74.3,185.91,28.49
11-03-2021 18:45,68.87,165.69,28.52
11-03-2021 19:00,68.87,165.69,28.5
11-03-2021 19:15,68.87,165.69,28.48
11-03-2021 19:30,68.87,164.52,28.49
11-03-2021 19:45,68.83,144.61,28.49
11-03-2021 20:00,68.83,144.61,28.5
11-03-2021 20:15,68.83,144.61,28.5
11-03-2021 20:30,69.22,147.1,28.48
11-03-2021 20:45,74.72,189.45,28.46
11-03-2021 21:00,74.72,189.45,28.46
11-03-2021 21:15,74.72,189.45,28.49
11-03-2021 21:30,74.6,191.14,28.48
11-03-2021 21:45,72.96,219.79,28.47
11-03-2021 22:00,72.96,219.79,28.44
11-03-2021 22:15,72.96,219.79,28.48
11-03-2021 22:30,71.85,216.34,28.48
11-03-2021 22:45,56.27,157.61,28.5
11-03-2021 23:00,56.27,157.61,28.5
11-03-2021 23:15,56.27,157.61,28.46
11-03-2021 23:30,55.6,156.23,28.47
11-03-2021 23:45,46.28,132.72,28.45
12-03-2021 00:00,None,None,None
12-03-2021 00:15,46.28,132.72,28.45
12-03-2021 00:30,47.22,136.9,28.45
12-03-2021 00:45,60.31,207.87,28.48
12-03-2021 01:00,60.31,207.87,28.5
12-03-2021 01:15,60.31,207.87,28.51
12-03-2021 01:30,60.51,207.72,28.47
12-03-2021 01:45,63.28,205.18,28.48
12-03-2021 02:00,63.28,205.18,28.47
12-03-2021 02:15,63.28,205.18,28.47
12-03-2021 02:30,63.76,205.86,28.46
12-03-2021 02:45,70.44,217.4,28.47
12-03-2021 03:00,70.44,217.4,28.49
12-03-2021 03:15,70.44,217.4,28.45
12-03-2021 03:30,69.99,217.94,28.49
12-03-2021 03:45,63.58,227.18,28.48
12-03-2021 04:00,63.58,227.18,28.47
12-03-2021 04:15,63.58,227.18,28.46
12-03-2021 04:30,63.62,225.46,28.48
12-03-2021 04:45,64.2,196.17,28.46
12-03-2021 05:00,64.2,196.17,28.49
12-03-2021 05:15,64.2,196.17,28.48
12-03-2021 05:30,63.99,195.29,28.48
12-03-2021 05:45,60.99,180.25,28.5
12-03-2021 06:00,60.99,180.25,28.5
12-03-2021 06:15,60.99,180.25,28.49
12-03-2021 06:30,61.3,183.29,28.47
12-03-2021 06:45,65.63,234.99,28.51
12-03-2021 07:00,65.63,234.99,28.5
12-03-2021 07:15,65.63,234.99,28.44
12-03-2021 07:30,66.21,235.13,28.47
12-03-2021 07:45,74.24,237.46,28.47
12-03-2021 08:00,74.24,237.46,28.45
12-03-2021 08:15,74.24,237.46,28.41
12-03-2021 08:30,75.34,239.29,28.46
12-03-2021 08:45,90.67,270.36,28.45
12-03-2021 09:00,90.67,270.36,28.45
12-03-2021 09:15,90.67,270.36,28.44
12-03-2021 09:30,91.74,272.83,28.47
12-03-2021 09:45,106.6,314.9,28.46
12-03-2021 10:00,106.6,314.9,28.44
12-03-2021 10:15,106.6,314.9,28.43
12-03-2021 10:30,106.76,313.88,28.42
12-03-2021 10:45,108.93,296.45,28.47
12-03-2021 11:00,108.93,296.45,28.47
12-03-2021 11:15,108.93,296.45,28.49
12-03-2021 11:30,108.42,291.98,28.5
12-03-2021 11:45,101.15,215.95,28.49
12-03-2021 12:00,101.15,215.95,28.53
12-03-2021 12:15,None,None,28.51
12-03-2021 12:30,None,None,28.46
12-03-2021 12:45,None,None,28.48
12-03-2021 13:00,None,None,None
12-03-2021 13:15,None,None,28.48
12-03-2021 13:30,None,None,28.5
12-03-2021 13:45,None,None,28.5
12-03-2021 14:00,5.39,83.73,28.49
12-03-2021 14:15,86.25,118.99,28.47
12-03-2021 14:30,86.25,118.99,28.48
12-03-2021 14:45,86.25,118.99,28.44
12-03-2021 15:00,86.31,138.22,28.47
12-03-2021 15:15,87.2,150.92,28.45
12-03-2021 15:30,87.2,150.92,28.45
12-03-2021 15:45,87.2,150.92,28.5
12-03-2021 16:00,86.94,158.96,28.54
12-03-2021 16:15,82.55,164.37,28.5
12-03-2021 16:30,82.55,164.37,28.46
12-03-2021 16:45,82.55,164.37,28.45
12-03-2021 17:00,82.14,169.17,28.5
12-03-2021 17:15,76.48,172.09,28.5
12-03-2021 17:30,76.48,172.09,28.48
12-03-2021 17:45,76.48,172.09,28.44
12-03-2021 18:00,76.16,166.27,28.48
12-03-2021 18:15,70.63,162.73,28.51
12-03-2021 18:30,70.63,162.73,28.49
12-03-2021 18:45,70.63,162.73,28.51
12-03-2021 19:00,70.48,185.12,28.48
12-03-2021 19:15,68.07,198.72,28.5
12-03-2021 19:30,68.07,198.72,28.5
12-03-2021 19:45,68.07,198.72,28.46
12-03-2021 20:00,68.35,229.97,28.46
12-03-2021 20:15,73.14,248.94,28.47
12-03-2021 20:30,73.14,248.94,28.56
12-03-2021 20:45,73.14,248.94,28.48
12-03-2021 21:00,73.11,317.04,28.44
12-03-2021 21:15,72.51,358.38,28.43
12-03-2021 21:30,72.51,358.38,28.48
12-03-2021 21:45,72.51,358.38,28.45
12-03-2021 22:00,72,280.12,28.46
12-03-2021 22:15,63.21,232.61,28.5
12-03-2021 22:30,63.21,232.61,28.47
12-03-2021 22:45,63.21,232.61,28.48
12-03-2021 23:00,63.04,197.3,28.48
12-03-2021 23:15,60.17,175.86,28.45
12-03-2021 23:30,60.17,175.86,28.46
12-03-2021 23:45,60.17,175.86,28.47
13-03-2021 00:00,None,None,None
13-03-2021 00:15,51.65,160.72,28.51
13-03-2021 00:30,51.65,160.72,28.48
13-03-2021 00:45,51.65,160.72,28.5
13-03-2021 01:00,51.9,176.24,28.53
13-03-2021 01:15,56.18,185.66,28.48
13-03-2021 01:30,56.18,185.66,28.45
13-03-2021 01:45,56.18,185.66,28.45
13-03-2021 02:00,56.86,203.84,28.47
13-03-2021 02:15,66.42,213.39,28.45
13-03-2021 02:30,66.42,213.39,28.49
13-03-2021 02:45,66.42,213.39,28.53
13-03-2021 03:00,66.74,244.85,28.47
13-03-2021 03:15,72.09,261.38,28.43
13-03-2021 03:30,72.09,261.38,28.46
13-03-2021 03:45,72.09,261.38,28.46
13-03-2021 04:00,72.19,257.28,28.45
13-03-2021 04:15,73.6,255.12,28.49
13-03-2021 04:30,73.6,255.12,28.48
13-03-2021 04:45,73.6,255.12,28.48
13-03-2021 05:00,73.3,252.19,28.46
13-03-2021 05:15,68.23,250.65,28.46
13-03-2021 05:30,68.23,250.65,28.5
13-03-2021 05:45,68.23,250.65,28.52
13-03-2021 06:00,68.53,243.04,28.48
13-03-2021 06:15,72.84,239.04,28.49
13-03-2021 06:30,72.84,239.04,28.46
13-03-2021 06:45,72.84,239.04,28.5
13-03-2021 07:00,73.5,233.56,28.46
13-03-2021 07:15,82.77,230.68,28.46
13-03-2021 07:30,82.77,230.68,28.49
13-03-2021 07:45,82.77,230.68,28.46
13-03-2021 08:00,83.56,250.16,28.47
13-03-2021 08:15,96.95,260.4,28.46
13-03-2021 08:30,96.95,260.4,28.47
13-03-2021 08:45,96.95,260.4,28.48
13-03-2021 09:00,96.68,247.07,28.45
13-03-2021 09:15,92.14,240.07,28.48
13-03-2021 09:30,92.14,240.07,28.52
13-03-2021 09:45,92.14,240.07,28.49
13-03-2021 10:00,92.06,245.45,28.48
13-03-2021 10:15,90.93,248.28,28.48
13-03-2021 10:30,90.93,248.28,28.51
13-03-2021 10:45,90.93,248.28,28.48
13-03-2021 11:00,88.68,229.94,28.5
13-03-2021 11:15,62.47,218.8,28.52
13-03-2021 11:30,62.47,218.8,28.52
13-03-2021 11:45,62.47,218.8,28.48
13-03-2021 12:00,62.03,183.14,28.47
13-03-2021 12:15,54.54,159.36,28.5
13-03-2021 12:30,54.54,159.36,28.47
13-03-2021 12:45,54.54,159.36,28.49
13-03-2021 13:00,54.51,150.77,28.51
13-03-2021 13:15,54.07,145.79,28.47
13-03-2021 13:30,54.07,145.79,28.49
13-03-2021 13:45,54.07,145.79,28.47
13-03-2021 14:00,54.07,119.84,28.47
13-03-2021 14:15,54.05,104.82,28.47
13-03-2021 14:30,54.05,104.82,28.46
13-03-2021 14:45,54.05,104.82,28.47
13-03-2021 15:00,53.5,87.74,28.48
13-03-2021 15:15,44.09,77.85,28.48
13-03-2021 15:30,44.09,77.85,28.47
13-03-2021 15:45,44.09,77.85,28.5
13-03-2021 16:00,44.07,86.44,28.47
13-03-2021 16:15,43.83,91.41,28.4
13-03-2021 16:30,43.83,91.41,28.36
13-03-2021 16:45,43.83,91.41,28.42
13-03-2021 17:00,43.48,73.18,28.47
13-03-2021 17:15,38.61,62.63,28.43
