Temperature,Humidity,Carbon Monoxide,Nitrogen Dioxide,Dust (PM2.5),Dust (PM10),Date
15,54,53,0.09,1000,1000,15-12-2020 15:43
15,54,53,0.09,1000,1000,15-12-2020 15:42
15,54,53,0.09,1000,1000,15-12-2020 15:42
15,54,53,0.09,1000,1000,15-12-2020 15:42
15,54,53,0.09,1000,1000,15-12-2020 15:41
15,54,53,0.09,1000,1000,15-12-2020 15:41
15,54,53,0.09,1000,1000,15-12-2020 15:41
15,54,53,0.09,1000,1000,15-12-2020 15:40
15,54,53,0.09,1000,1000,15-12-2020 15:40
15,54,53,0.09,1000,1000,15-12-2020 15:40
15,54,53,0.09,1000,1000,15-12-2020 15:39
15,54,53,0.09,1000,1000,15-12-2020 15:39
15,54,53,0.09,1000,1000,15-12-2020 15:39
15,54,53,0.09,1000,1000,15-12-2020 15:38
15,54,53,0.09,1000,1000,15-12-2020 15:38
15,54,53,0.09,1000,1000,15-12-2020 15:38
15,54,53,0.09,1000,1000,15-12-2020 15:37
15,54,53,0.09,1000,1000,15-12-2020 15:37
15,54,53,0.09,1000,1000,15-12-2020 15:36
15,54,53,0.09,1000,1000,15-12-2020 15:36
15,54,53,0.09,1000,1000,15-12-2020 15:36
15,54,53,0.09,1000,1000,15-12-2020 15:35
15,54,53,0.09,1000,1000,15-12-2020 15:35
15,54,53,0.09,1000,1000,15-12-2020 15:35
15,54,53,0.09,1000,1000,15-12-2020 15:34
15,54,53,0.09,1000,1000,15-12-2020 15:34
15,54,53,0.09,1000,1000,15-12-2020 15:34
15,55,53,0.09,1000,1000,15-12-2020 15:33
15,55,53,0.09,1000,1000,15-12-2020 15:33
15,55,53,0.09,1000,1000,15-12-2020 15:33
15,55,53,0.09,1000,1000,15-12-2020 15:32
15,55,53,0.09,1000,1000,15-12-2020 15:32
15,55,53,0.09,1000,1000,15-12-2020 15:32
15,55,53,0.09,1000,1000,15-12-2020 15:31
15,55,53,0.09,1000,1000,15-12-2020 15:31
15,55,53,0.09,1000,1000,15-12-2020 15:30
15,55,53,0.09,1000,1000,15-12-2020 15:30
15,55,53,0.09,1000,1000,15-12-2020 15:29
15,54,53,0.09,1000,1000,15-12-2020 15:29
15,54,53,0.09,1000,1000,15-12-2020 15:29
15,54,54,0.09,1000,1000,15-12-2020 15:28
15,54,53,0.09,1000,1000,15-12-2020 15:28
15,54,53,0.09,1000,1000,15-12-2020 15:28
15,54,53,0.09,1000,1000,15-12-2020 15:27
15,54,53,0.09,1000,1000,15-12-2020 15:27
15,54,53,0.09,1000,1000,15-12-2020 15:27
15,54,54,0.09,1000,1000,15-12-2020 15:26
16,54,54,0.09,1000,1000,15-12-2020 15:26
16,54,54,0.09,1000,1000,15-12-2020 15:26
16,54,54,0.09,1000,1000,15-12-2020 15:25
16,54,53,0.09,1000,1000,15-12-2020 15:25
16,54,54,0.09,1000,1000,15-12-2020 15:25
16,54,54,0.09,1000,1000,15-12-2020 15:24
16,54,54,0.09,1000,1000,15-12-2020 15:24
16,54,54,0.09,1000,1000,15-12-2020 15:24
16,54,54,0.09,1000,1000,15-12-2020 15:23
16,54,54,0.09,1000,1000,15-12-2020 15:23
16,54,54,0.09,1000,1000,15-12-2020 15:22
16,54,54,0.09,1000,1000,15-12-2020 15:22
16,54,54,0.09,1000,1000,15-12-2020 15:21
16,54,54,0.09,1000,1000,15-12-2020 15:21
16,54,54,0.09,1000,1000,15-12-2020 15:21
16,54,54,0.09,1000,1000,15-12-2020 15:20
16,54,54,0.09,1000,1000,15-12-2020 15:20
16,54,54,0.09,1000,1000,15-12-2020 15:20
16,54,54,0.09,1000,1000,15-12-2020 15:19
16,54,54,0.09,1000,1000,15-12-2020 15:19
16,54,54,0.09,1000,1000,15-12-2020 15:19
16,54,54,0.09,1000,1000,15-12-2020 15:18
16,54,54,0.09,1000,1000,15-12-2020 15:18
16,54,54,0.09,1000,1000,15-12-2020 15:18
16,54,54,0.09,1000,1000,15-12-2020 15:17
16,54,54,0.09,1000,1000,15-12-2020 15:17
16,54,54,0.09,1000,1000,15-12-2020 15:17
15,54,54,0.09,1000,1000,15-12-2020 15:16
15,54,54,0.09,1000,1000,15-12-2020 15:16
15,54,54,0.09,1000,1000,15-12-2020 15:15
15,54,54,0.09,1000,1000,15-12-2020 15:15
15,54,54,0.09,1000,1000,15-12-2020 15:15
15,54,54,0.09,1000,1000,15-12-2020 15:14
15,54,54,0.09,1000,1000,15-12-2020 15:14
15,54,54,0.09,1000,1000,15-12-2020 15:14
15,54,54,0.09,1000,1000,15-12-2020 15:13
15,54,54,0.09,1000,1000,15-12-2020 15:13
15,54,54,0.09,1000,1000,15-12-2020 15:13
15,54,54,0.08,1000,1000,15-12-2020 15:12
15,54,54,0.09,1000,1000,15-12-2020 15:12
15,54,54,0.09,1000,1000,15-12-2020 15:11
15,54,54,0.09,1000,1000,15-12-2020 15:11
15,54,54,0.09,1000,1000,15-12-2020 15:11
15,54,54,0.08,1000,1000,15-12-2020 15:10
15,54,54,0.09,1000,1000,15-12-2020 15:10
15,54,54,0.09,1000,1000,15-12-2020 15:10
15,54,54,0.08,1000,1000,15-12-2020 15:09
15,54,54,0.09,1000,1000,15-12-2020 15:09
15,54,54,0.09,1000,1000,15-12-2020 15:09
15,54,54,0.08,1000,1000,15-12-2020 15:08
16,54,54,0.08,1000,1000,15-12-2020 15:08
16,54,55,0.08,1000,1000,15-12-2020 15:08
16,54,54,0.08,1000,1000,15-12-2020 15:07
16,54,54,0.08,1000,1000,15-12-2020 15:07
16,54,54,0.09,1000,1000,15-12-2020 15:07
15,54,54,0.08,1000,1000,15-12-2020 15:06
15,54,55,0.08,1000,1000,15-12-2020 15:06
15,54,54,0.08,1000,1000,15-12-2020 15:06
15,54,54,0.08,1000,1000,15-12-2020 15:05
15,54,54,0.08,1000,1000,15-12-2020 15:05
15,54,55,0.08,1000,1000,15-12-2020 15:04
15,54,55,0.08,1000,1000,15-12-2020 15:04
15,54,55,0.08,1000,1000,15-12-2020 15:04
15,54,55,0.08,1000,1000,15-12-2020 15:03
15,54,54,0.08,1000,1000,15-12-2020 15:03
15,54,55,0.08,1000,1000,15-12-2020 15:03
15,54,54,0.08,0,0,15-12-2020 15:02
15,54,55,0.08,0,0,15-12-2020 15:02
15,54,55,0.08,0,0,15-12-2020 15:02
15,54,55,0.08,0,0,15-12-2020 15:01
15,54,55,0.08,0,0,15-12-2020 15:01
15,55,132,0.05,1000,1000,15-12-2020 14:59
15,55,136,0.05,1000,1000,15-12-2020 14:59
15,55,138,0.04,1000,1000,15-12-2020 14:59
15,55,140,0.04,1000,1000,15-12-2020 14:58
15,55,142,0.04,1000,1000,15-12-2020 14:58
15,55,147,0.04,1000,1000,15-12-2020 14:58
15,55,162,0.04,1000,1000,15-12-2020 14:57
15,55,162,0.04,1000,1000,15-12-2020 14:57
15,55,166,0.04,1000,1000,15-12-2020 14:56
15,55,168,0.04,1000,1000,15-12-2020 14:56
15,55,175,0.04,1000,1000,15-12-2020 14:56
15,56,186,0.04,1000,1000,15-12-2020 14:55
15,56,193,0.04,1000,1000,15-12-2020 14:55
15,56,199,0.04,1000,1000,15-12-2020 14:55
15,56,202,0.04,1000,1000,15-12-2020 14:54
15,56,209,0.04,1000,1000,15-12-2020 14:54
15,56,218,0.04,1000,1000,15-12-2020 14:54
15,56,236,0.04,1000,1000,15-12-2020 14:53
15,56,248,0.04,1000,1000,15-12-2020 14:53
15,56,256,0.04,1000,1000,15-12-2020 14:53
15,56,262,0.04,1000,1000,15-12-2020 14:52
15,56,270,0.04,1000,1000,15-12-2020 14:52
16,56,287,0.03,1000,1000,15-12-2020 14:52
16,56,316,0.03,1000,1000,15-12-2020 14:51
16,56,336,0.03,1000,1000,15-12-2020 14:51
16,56,342,0.03,1000,1000,15-12-2020 14:51
16,56,357,0.03,1000,1000,15-12-2020 14:50
16,56,371,0.03,1000,1000,15-12-2020 14:50
16,56,384,0.03,1000,1000,15-12-2020 14:50
16,56,430,0.03,0,0,15-12-2020 14:49
16,56,442,0.03,0,0,15-12-2020 14:49
16,56,465,0.03,0,0,15-12-2020 14:48
16,56,493,0.03,0,0,15-12-2020 14:48
16,56,508,0.03,0,0,15-12-2020 14:48
