15-12-2020, 14:38:45,2107,44,84,95,0.28, ,40.73,89.31,24.16
15-12-2020, 14:38:50,2108,44,84,95,0.28, ,41.15,89.31,24.12
15-12-2020, 14:38:55,2109,44,84,95,0.28, ,41.36,89.5,24.12
15-12-2020, 14:39:00,2110,44,84,95,0.28, ,42.65,89.19,24.12
15-12-2020, 14:39:05,2111,44,84,95,0.27, ,45.32,89.31,24.16
15-12-2020, 14:39:11,2112,44,84,95,0.27, ,46.01,89.25,24.19
15-12-2020, 14:39:16,2113,44,84,95,0.26, ,46.01,89.31,24.12
15-12-2020, 14:39:21,2114,44,84,95,0.26, ,46.01,89.44,24.16
15-12-2020, 14:39:26,2115,44,84,95,0.26, ,46.47,89.56,24.12
15-12-2020, 14:39:31,2116,44,84,95,0.26, ,47.17,89.62,24.19
15-12-2020, 14:39:36,2117,44,84,95,0.26, ,47.64,89.62,24.16
15-12-2020, 14:39:42,2118,44,84,95,0.25, ,48.59,89.62,24.12
15-12-2020, 14:39:47,2119,44,84,95,0.25, ,49.31,89.69,24.16
15-12-2020, 14:39:52,2120,44,84,95,0.25, ,50.54,89.75,24.16
15-12-2020, 14:39:57,2121,44,84,95,0.25, ,51.03,89.69,24.16
15-12-2020, 14:40:02,2122,337,1000,1552,0.24, ,52.55,89.69,24.19
15-12-2020, 14:40:08,2123,337,1000,1552,0.24, ,54.36,89.5,24.22
15-12-2020, 14:40:13,2124,337,1000,1552,0.24, ,57.86,89.44,24.19
15-12-2020, 14:40:18,2125,361,1000,1545,0.22, ,68.26,89.19,24.19
15-12-2020, 14:40:23,2126,361,1000,1545,0.21, ,69.87,89.12,24.19
15-12-2020, 14:40:28,2127,361,1000,1545,0.21, ,70.53,88.94,24.19
15-12-2020, 14:40:34,2128,347,1000,1503,0.2, ,69.87,89,24.19
15-12-2020, 14:40:39,2129,347,1000,1503,0.19, ,67.94,89,24.19
15-12-2020, 14:40:44,2130,347,1000,1503,0.19, ,65.75,89.06,24.19
15-12-2020, 14:40:49,2131,340,1000,1622,0.19, ,65.75,89.19,24.22
15-12-2020, 14:40:54,2132,340,1000,1622,0.18, ,65.75,89.19,24.19
15-12-2020, 14:41:00,2133,340,1000,1622,0.19, ,63.32,89.37,24.22
15-12-2020, 14:41:05,2134,350,1000,1658,0.18, ,62.72,89.5,24.22
15-12-2020, 14:41:10,2135,350,1000,1658,0.18, ,60.39,89.5,24.22
15-12-2020, 14:41:15,2136,350,1000,1658,0.19, ,59.26,89.5,24.22
15-12-2020, 14:41:20,2137,343,1000,1678,0.19, ,57.86,89.56,24.19
15-12-2020, 14:41:25,2138,343,1000,1678,0.19, ,55.95,89.56,24.22
15-12-2020, 14:41:31,2139,343,1000,1678,0.19, ,56.49,89.62,24.22
15-12-2020, 14:41:36,2140,334,1000,1739,0.19, ,55.15,89.56,24.22
15-12-2020, 14:41:41,2141,334,1000,1739,0.19, ,54.89,89.56,24.22
15-12-2020, 14:41:46,2142,334,1000,1739,0.19, ,54.62,89.56,24.19
15-12-2020, 14:41:51,2143,339,1000,1606,0.19, ,54.1,89.56,24.25
15-12-2020, 14:41:57,2144,339,1000,1606,0.19, ,53.84,89.56,24.22
15-12-2020, 14:42:02,2145,339,1000,1606,0.19, ,53.06,89.69,24.25
15-12-2020, 14:42:07,2146,346,1000,1674,0.19, ,52.04,89.62,24.19
15-12-2020, 14:42:12,2147,346,1000,1674,0.19, ,52.04,89.5,24.22
15-12-2020, 14:42:17,2148,346,1000,1674,0.19, ,52.55,89.56,24.19
15-12-2020, 14:42:23,2149,332,1000,1647,0.19, ,53.06,89.62,24.22
15-12-2020, 14:42:28,2150,332,1000,1647,0.18, ,52.8,89.62,24.22
15-12-2020, 14:42:33,2151,332,1000,1647,0.18, ,52.04,89.69,24.25
15-12-2020, 14:42:38,2152,350,1000,1647,0.18, ,52.04,89.75,24.22
15-12-2020, 14:42:43,2153,350,1000,1647,0.18, ,52.29,89.81,24.22
15-12-2020, 14:42:49,2154,350,1000,1647,0.18, ,51.28,89.87,24.22
