Time (ms),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),USB Avg Current (mA),USB Avg Power (mW),USB Avg Voltage (V)
71800.00,0.003,0,0,408.857,1975.5969,4.832
72000.00,-0.011,0,0,398.033,1924.8876,4.836
72200.00,-0.002,0,0,405.882,1961.2217,4.832
72400.00,0,0,0,372.167,1809.476,4.862
72600.00,0.005,0,0,412.633,1992.1921,4.828
72800.00,0.004,0,0,407.664,1968.2018,4.828
73000.00,0,0,0,357.598,1740.0719,4.866
73200.00,0,0,0,414.172,1997.9657,4.824
73400.00,0.002,0,0,408.829,1974.644,4.83
73600.00,-0.016,0,0,357.226,1738.2618,4.866
73800.00,0.012,0,0,411.466,1985.735,4.826
74000.00,-0.002,0,0,411.651,1987.451,4.828
74200.00,0.002,0,0,358.645,1745.8838,4.868
74400.00,0.01,0,0,419.705,2022.9781,4.82
74600.00,-0.007,0,0,596.221,2801.0464,4.698
74800.00,0,0,0,360.761,1755.463,4.866
75000.00,0.004,0,0,410.985,1983.4136,4.826
75200.00,-0.005,0,0,357.435,1739.2788,4.866
75400.00,0.01,0,0,411.816,1987.4242,4.826
75600.00,0.003,0,0,408.332,1972.2435,4.83
75800.00,0.014,0,0,357.053,1735.9917,4.862
76000.00,-0.021,0,0,411.886,1989.4093,4.83
76200.00,0.012,0,0,409.072,1975.8176,4.83
76400.00,0,0,0,359.218,1748.6732,4.868
76600.00,-0.008,0,0,412.318,1990.6713,4.828
76800.00,0.008,0,0,448.939,2162.0901,4.816
77000.00,0.007,0,0,395.415,1911.4362,4.834
77200.00,0.01,0,0,407.541,1967.6079,4.828
77400.00,-0.008,0,0,359.195,1747.1245,4.864
77600.00,-0.006,0,0,422.959,2039.5084,4.822
77800.00,0.003,0,0,406.373,1963.5942,4.832
78000.00,0.01,0,0,452.687,2170.1816,4.794
78200.00,-0.012,0,0,595.084,2796.8945,4.7
78400.00,0.006,0,0,357.973,1741.1805,4.864
78600.00,0,0,0,408.853,1973.9423,4.828
78800.00,0.009,0,0,412.543,1990.1074,4.824
79000.00,0.008,0,0,367.809,1786.0804,4.856
79200.00,0.003,0,0,444.456,2134.2776,4.802
79400.00,-0.009,0,0,465.015,2226.4919,4.788
79600.00,0.006,0,0,357.418,1739.196,4.866
79800.00,-0.003,0,0,414.748,2001.5739,4.826
80000.00,0,0,0,357.067,1737.488,4.866
80200.00,0,0,0,451.572,2165.7393,4.796
80400.00,-0.006,0,0,414.735,2001.5111,4.826
80600.00,0.015,0,0,366.174,1779.6057,4.86
80800.00,0.009,0,0,417.207,2011.7722,4.822
81000.00,0.007,0,0,409.42,1975.8611,4.826
81200.00,0.015,0,0,357.636,1739.5414,4.864
81400.00,-0.003,0,0,409.358,1975.5618,4.826
81600.00,0.011,0,0,357.438,1738.5784,4.864
81800.00,0.005,0,0,408.844,1974.7164,4.83
82000.00,-0.008,0,0,416.323,2008.342,4.824
82200.00,-0.004,0,0,359.887,1751.2102,4.866
82400.00,-0.009,0,0,409.708,1978.0703,4.828
82600.00,-0.002,0,0,407.104,1965.4982,4.828
82800.00,-0.009,0,0,357.104,1736.9539,4.864
83000.00,-0.011,0,0,406.813,1963.2795,4.826
83200.00,-0.007,0,0,357.437,1738.5736,4.864
83400.00,-0.008,0,0,428.656,2062.6926,4.812
83600.00,-0.008,0,0,417.783,2017.0563,4.828
83800.00,-0.004,0,0,358.98,1739.6172,4.846
84000.00,-0.006,0,0,412.954,1992.9161,4.826
84200.00,0.009,0,0,418.956,2020.2058,4.822
84400.00,0.005,0,0,373.875,1813.2937,4.85
84600.00,-0.009,0,0,411.288,1986.521,4.83
84800.00,0.005,0,0,449.606,2164.4033,4.814
85000.00,-0.019,0,0,371.809,1804.7609,4.854
85200.00,-0.013,0,0,411.024,1983.6018,4.826
85400.00,-0.015,0,0,418.947,2019.3246,4.82
85600.00,-0.009,0,0,358.536,1744.6362,4.866
85800.00,0.017,0,0,409.552,1975.6788,4.824
86000.00,0.01,0,0,357.412,1739.1667,4.866
86200.00,0.007,0,0,412.161,1990.7377,4.83
86400.00,-0.007,0,0,407.41,1966.9756,4.828
86600.00,-0.006,0,0,357.171,1737.2797,4.864
86800.00,-0.009,0,0,409.964,1980.126,4.83
87000.00,0.006,0,0,414.641,2001.8867,4.828
87200.00,0.021,0,0,357.203,1738.1499,4.866
87400.00,-0.004,0,0,413.649,1996.2701,4.826
87600.00,-0.017,0,0,449.832,2159.1936,4.8
87800.00,-0.022,0,0,421.856,2033.3459,4.82
88000.00,0.006,0,0,405.295,1956.7644,4.828
88200.00,-0.001,0,0,357.432,1738.5492,4.864
88400.00,0.005,0,0,456.406,2188.9231,4.796
88600.00,0.003,0,0,407.61,1967.941,4.828
88800.00,-0.006,0,0,358.234,1742.4502,4.864
89000.00,-0.01,0,0,408.931,1974.3188,4.828
89200.00,0.012,0,0,412.591,1991.1643,4.826
89400.00,-0.004,0,0,357.512,1738.9382,4.864
89600.00,-0.005,0,0,417.508,2013.2235,4.822
89800.00,0.002,0,0,406.364,1963.5508,4.832
90000.00,0.003,0,0,358.777,1745.809,4.866
90200.00,-0.004,0,0,410.387,1981.3484,4.828
90400.00,-0.004,0,0,357.321,1738.7241,4.866
90600.00,0.009,0,0,413.25,1994.3446,4.826
90800.00,-0.006,0,0,414.324,1997.8704,4.822
91000.00,0.003,0,0,450.038,2161.0825,4.802
91200.00,0,0,0,411.221,1984.5527,4.826
91400.00,-0.007,0,0,412.493,1992.3412,4.83
91600.00,0.014,0,0,358.851,1745.4513,4.864
91800.00,-0.008,0,0,410.399,1982.2271,4.83
