timestamp,Temperature,Humidity,feels_like,temp_min,temp_max,pressure,wind_speed,wind_deg,rain,clouds_all,weather,AQI
2019-03-13 22,17.15,57.25,17.08,17.54,19.0,1017,1.91,353,0.0,20,0,4
2019-03-13 23,17.05,35.07,17.41,15.6,18.0,1017,2.31,347,0.0,20,2,5
2019-03-14 00,16.0,70.88,15.44,16.64,17.12,1017,2.56,354,0.0,20,0,5
2019-03-14 01,15.18,79.85,14.43,15.55,16.26,1016,2.62,3,0.0,20,0,5
2019-03-14 02,15.02,79.65,14.73,13.6,16.0,1016,2.67,8,0.0,20,2,5
2019-03-14 03,14.0,83.5,14.84,13.6,16.0,1016,2.2,20,0.0,20,2,5
2019-03-14 04,13.72,86.47,14.48,13.2,16.0,1016,2.42,22,0.0,40,2,5
2019-03-14 05,13.85,84.5,13.54,13.0,15.5,1016,2.07,23,0.0,40,2,5
2019-03-14 06,14.15,81.32,13.17,13.0,15.27,1016,2.15,28,0.0,40,6,5
2019-03-14 07,14.0,82.88,14.63,13.0,16.65,1017,1.83,35,0.0,40,6,5
2019-03-14 08,15.65,73.62,17.09,16.0,18.0,1018,1.8,17,0.0,40,2,5
2019-03-14 09,18.83,3.2,19.44,16.6,21.0,1018,1.0,20,0.0,40,2,5
2019-03-14 10,22.4,0.85,22.8,21.41,24.6,1014,2.6,30,0.0,40,0,5
2019-03-14 11,25.45,0.9,21.81,21.0,24.6,1015,3.1,340,0.11,75,4,5
2019-03-14 12,23.48,0.85,20.78,21.56,25.0,1014,5.1,350,0.0,40,0,4
2019-03-14 13,23.02,0.4,21.98,21.1,23.25,1017,2.6,310,0.0,75,0,3
2019-03-14 14,22.6,0.32,19.43,20.46,22.31,1017,4.1,320,0.5,90,4,3
2019-03-14 15,21.02,0.3,17.89,19.19,21.0,1016,5.1,320,0.5,90,4,2
2019-03-14 16,21.7,0.3,18.06,16.8,21.0,1016,4.1,290,0.0,90,0,1
2019-03-14 17,20.5,0.25,18.44,16.8,20.4,1016,3.1,290,0.11,90,4,1
2019-03-14 18,19.5,0.2,18.76,16.8,20.99,1016,2.1,320,0.0,75,0,1
2019-03-14 19,19.05,0.23,18.05,17.8,19.37,1016,2.1,320,0.0,75,0,1
2019-03-14 20,18.4,0.3,16.98,17.0,17.82,1016,2.08,339,0.0,40,2,1
2019-03-14 21,17.5,0.35,16.26,16.0,17.55,1017,2.04,335,0.0,40,2,2
2019-03-14 22,16.52,26.23,14.97,13.8,16.0,1017,1.93,326,0.0,20,2,3
2019-03-14 23,15.55,8.43,14.02,13.8,15.0,1017,2.07,325,0.0,20,2,3
2019-03-15 00,14.68,29.18,13.86,13.8,15.0,1018,2.3,329,0.0,20,2,3
2019-03-15 01,14.03,78.45,12.73,13.2,14.0,1018,2.1,270,0.0,20,2,3
2019-03-15 02,13.9,80.12,12.1,13.0,13.62,1017,2.1,270,0.0,20,2,3
2019-03-15 03,13.82,77.22,11.81,12.38,13.2,1017,2.1,270,0.0,20,2,3
2019-03-15 04,13.55,78.85,11.46,12.0,12.81,1017,1.5,270,0.0,20,2,3
2019-03-15 05,13.2,78.47,11.8,12.0,13.85,1018,1.5,270,0.0,20,2,3
2019-03-15 06,12.77,81.1,10.61,11.0,13.88,1018,2.06,280,0.0,0,6,3
2019-03-15 07,12.3,83.55,11.07,11.0,15.4,1019,2.1,280,0.0,1,6,5
2019-03-15 08,13.5,75.42,13.15,11.8,15.58,1020,1.5,320,0.0,1,2,5
2019-03-15 09,16.0,21.62,15.49,15.0,19.0,1021,2.6,280,0.0,1,0,5
2019-03-15 10,19.42,0.2,19.53,19.0,23.33,1017,3.1,290,0.0,1,0,5
2019-03-15 11,21.7,0.2,21.59,22.0,23.05,1021,2.6,320,0.0,1,0,3
2019-03-15 12,23.1,0.2,22.11,22.8,23.37,1020,2.6,20,0.0,1,0,3
2019-03-15 13,24.7,0.2,23.33,24.0,25.56,1015,3.1,320,0.0,1,0,2
2019-03-15 14,25.2,0.2,24.51,24.44,26.05,1014,2.1,320,0.0,20,0,2
2019-03-15 15,25.6,0.2,24.84,24.44,26.0,1013,1.5,320,0.0,40,0,2
2019-03-15 16,25.12,0.2,23.4,23.0,26.0,1013,3.1,270,0.0,20,0,2
2019-03-15 17,25.03,0.2,24.53,23.0,25.0,1013,1.5,290,0.0,20,0,1
2019-03-15 18,23.73,0.2,23.77,22.0,24.44,1013,1.0,270,0.0,1,0,1
2019-03-15 19,21.92,0.2,22.35,21.0,22.22,1017,1.0,270,0.0,1,0,1
2019-03-15 20,20.5,0.2,21.19,19.4,20.14,1018,1.0,270,0.0,0,2,1
2019-03-15 21,19.52,0.2,20.98,19.4,20.0,1018,1.0,270,0.0,0,2,2
2019-03-15 22,18.8,0.2,19.57,17.6,19.0,1018,1.0,290,0.0,0,2,2
2019-03-15 23,18.1,0.2,18.8,17.51,18.0,1019,1.0,290,0.0,0,2,2
2019-03-16 00,17.78,0.2,15.83,17.0,17.3,1018,3.1,280,0.0,1,2,2
2019-03-16 01,17.38,0.2,17.19,15.6,17.0,1018,1.0,290,0.0,0,2,3
2019-03-16 02,16.75,0.2,17.13,15.52,17.0,1017,1.0,290,0.0,0,2,3
2019-03-16 03,16.12,0.2,15.18,13.68,15.6,1017,1.0,290,0.0,1,2,3
2019-03-16 04,15.45,0.2,12.22,13.0,13.27,1017,2.1,260,0.0,20,2,2
2019-03-16 05,14.72,0.2,13.0,12.0,14.22,1017,1.0,290,0.0,3,2,3
2019-03-16 06,14.48,0.2,13.33,13.0,14.2,1017,1.54,270,0.0,20,2,3
2019-03-16 07,13.8,44.67,14.49,13.0,16.4,1017,1.54,270,0.0,20,2,3
2019-03-16 08,15.53,46.03,15.38,15.0,15.8,1018,1.5,290,0.0,40,2,4
2019-03-16 09,18.2,1.65,16.29,15.2,17.0,1019,1.5,290,0.0,40,2,4
2019-03-16 10,20.35,3.85,22.27,20.0,24.44,1014,1.03,350,0.0,20,0,4
2019-03-16 11,21.93,27.7,21.2,22.0,25.0,1013,4.1,290,0.0,20,0,3
2019-03-16 12,23.45,26.62,22.05,23.2,25.0,1013,4.12,270,0.0,20,0,3
2019-03-16 13,24.42,23.18,22.64,24.0,25.79,1012,4.12,270,0.0,20,0,2
2019-03-16 14,25.4,20.6,24.58,25.56,26.32,1011,3.1,270,0.0,40,0,2
2019-03-16 15,25.7,21.1,25.18,24.88,26.0,1011,1.5,300,0.0,40,0,2
2019-03-16 16,25.62,21.48,24.88,23.8,26.0,1010,1.5,290,0.0,40,0,2
2019-03-16 17,25.23,23.3,24.62,23.8,26.0,1010,1.54,290,0.0,40,0,2
2019-03-16 18,24.2,26.23,21.57,23.0,24.01,1014,3.1,260,0.0,40,0,2
2019-03-16 19,22.62,29.62,19.94,21.0,22.5,1016,2.6,270,0.0,40,0,2
2019-03-16 20,20.85,38.62,20.9,19.8,21.0,1016,2.04,300,0.0,20,0,2
2019-03-16 21,19.62,44.05,20.11,19.77,20.19,1016,2.13,305,0.0,20,0,2
2019-03-16 22,18.23,54.4,19.5,17.2,20.0,1016,2.0,309,0.0,20,2,3
2019-03-16 23,18.57,57.12,18.82,17.18,19.0,1016,1.84,317,0.0,20,2,3
2019-03-17 00,16.83,68.22,18.87,17.19,19.0,1015,1.78,323,0.0,20,2,3
2019-03-17 01,16.33,49.62,17.43,15.8,18.0,1014,1.93,328,0.0,20,2,4
2019-03-17 02,17.85,0.57,16.69,15.78,17.0,1014,1.91,327,0.0,20,2,4
2019-03-17 03,16.02,20.83,16.74,15.37,17.0,1014,1.63,335,0.0,20,2,4
2019-03-17 04,16.82,0.25,15.82,14.61,17.0,1014,2.25,308,0.0,75,6,4
2019-03-17 05,16.82,0.2,15.22,14.78,16.0,1014,1.83,285,0.0,75,6,4
2019-03-17 06,15.57,0.5,14.09,14.0,15.23,1015,1.8,278,0.0,75,6,4
2019-03-17 07,15.43,0.4,14.56,15.0,16.51,1016,2.53,276,0.0,75,6,5
2019-03-17 08,16.82,0.2,16.82,16.0,18.0,1017,1.0,270,0.0,40,0,5
2019-03-17 09,18.55,0.2,18.69,16.4,19.0,1017,1.03,270,0.0,40,7,5
2019-03-17 10,21.4,0.2,21.65,22.0,25.0,1012,4.1,270,0.0,40,7,5
2019-03-17 11,23.45,0.2,22.45,24.0,25.19,1013,4.1,270,0.0,40,0,5
2019-03-17 12,24.62,0.2,24.07,24.2,27.0,1013,3.1,230,0.0,40,0,3
2019-03-17 13,25.65,0.2,24.06,25.56,27.3,1011,4.1,270,0.0,40,0,2
2019-03-17 14,26.75,0.3,26.34,26.6,28.0,1014,2.6,230,0.0,40,0,2
2019-03-17 15,27.38,0.28,25.82,25.56,28.0,1009,2.6,230,0.0,20,0,2
2019-03-17 16,27.45,0.25,24.93,24.8,28.0,1009,3.1,250,0.0,1,0,2
2019-03-17 17,26.98,0.2,24.03,25.0,26.67,1009,4.1,270,0.0,1,0,2
2019-03-17 18,25.7,0.2,24.11,24.0,25.34,1013,2.1,290,0.0,1,0,2
2019-03-17 19,23.67,0.2,22.91,22.38,24.0,1013,2.1,290,0.0,1,0,2
2019-03-17 20,21.75,0.2,22.66,20.2,22.0,1014,1.0,320,0.0,0,0,2
2019-03-17 21,19.43,0.2,22.47,19.01,22.17,1015,1.0,320,0.0,0,0,2
2019-03-17 22,18.88,0.2,19.6,17.02,21.0,1015,2.81,340,0.0,0,2,3
2019-03-17 23,17.92,0.23,18.53,16.36,20.0,1014,2.78,345,0.0,0,2,3
2019-03-18 00,17.7,0.38,17.9,16.22,19.0,1014,2.68,336,0.0,0,2,3
2019-03-18 01,17.35,49.17,17.53,14.94,19.0,1014,2.36,337,0.0,0,2,3
2019-03-18 02,16.27,75.53,16.04,14.46,17.0,1014,2.24,352,0.0,0,2,4
2019-03-18 03,15.48,55.48,15.61,12.94,17.0,1013,2.09,348,0.0,0,2,4
2019-03-18 04,15.3,76.5,15.2,12.83,16.0,1014,1.0,270,0.0,0,2,3
2019-03-18 05,,,14.94,13.4,15.0,1014,1.0,270,0.0,0,2,6
2019-03-18 06,,,13.5,14.0,14.31,1014,2.17,328,0.0,0,6,6
2019-03-18 07,,,14.83,13.6,18.4,1015,2.08,335,0.0,1,6,6
2019-03-18 08,,,17.68,16.29,18.4,1016,1.05,336,0.0,1,2,6
2019-03-18 09,,,18.46,13.6,21.0,1016,1.5,240,0.0,1,0,6
2019-03-18 10,,,22.91,22.91,25.56,1013,2.1,250,0.0,1,0,6
2019-03-18 11,,,25.54,24.0,26.0,1013,1.5,270,0.0,1,0,6
2019-03-18 12,25.45,0.23,26.37,25.56,26.21,1012,1.5,340,0.0,1,0,2
2019-03-18 13,26.8,0.3,26.01,26.0,28.13,1011,3.1,300,0.0,1,0,3
2019-03-18 14,27.57,0.28,27.25,27.4,28.89,1014,2.36,292,0.0,10,0,3
2019-03-18 15,27.65,0.23,25.95,26.67,28.0,1010,3.08,300,0.0,52,0,2
2019-03-18 16,27.75,0.2,25.86,25.0,28.0,1010,3.01,304,0.0,100,0,2
2019-03-18 17,27.23,0.2,26.07,25.0,27.0,1010,2.1,270,0.0,40,0,1
2019-03-18 18,26.1,0.2,24.59,24.0,25.29,1013,1.5,270,0.0,40,0,2
2019-03-18 19,24.4,0.2,24.14,23.74,24.11,1013,1.5,270,0.0,40,0,2
2019-03-18 20,22.68,0.2,22.31,21.14,23.2,1013,2.57,317,0.0,40,0,2
2019-03-18 21,20.05,0.25,20.98,20.83,23.2,1013,2.41,324,0.0,40,0,2
