timestamp,Temperature,Humidity,feels_like,temp_min,temp_max,pressure,wind_speed,wind_deg,rain,clouds_all,weather,AQI
2019-03-13 22,19.17,61.92,17.08,17.54,19.0,1017,1.91,353,0.0,20,0,5
2019-03-13 23,18.65,64.62,17.41,15.6,18.0,1017,2.31,347,0.0,20,2,5
2019-03-14 00,16.85,72.25,15.44,16.64,17.12,1017,2.56,354,0.0,20,0,5
2019-03-14 01,14.0,88.38,14.43,15.55,16.26,1016,2.62,3,0.0,20,0,5
2019-03-14 02,13.6,91.55,14.73,13.6,16.0,1016,2.67,8,0.0,20,2,5
2019-03-14 03,13.4,92.35,14.84,13.6,16.0,1016,2.2,20,0.0,20,2,5
2019-03-14 04,13.07,94.67,14.48,13.2,16.0,1016,2.42,22,0.0,40,2,5
2019-03-14 05,12.68,96.2,13.54,13.0,15.5,1016,2.07,23,0.0,40,2,5
2019-03-14 06,13.22,96.77,13.17,13.0,15.27,1016,2.15,28,0.0,40,6,5
2019-03-14 07,15.22,86.9,14.63,13.0,16.65,1017,1.83,35,0.0,40,6,5
2019-03-14 08,16.77,77.92,17.09,16.0,18.0,1018,1.8,17,0.0,40,2,5
2019-03-14 09,19.98,61.67,19.44,16.6,21.0,1018,1.0,20,0.0,40,2,5
2019-03-14 10,22.33,49.88,22.8,21.41,24.6,1014,2.6,30,0.0,40,0,5
2019-03-14 11,23.9,39.95,21.81,21.0,24.6,1015,3.1,340,0.11,75,4,5
2019-03-14 12,20.6,64.6,20.78,21.56,25.0,1014,5.1,350,0.0,40,0,4
2019-03-14 13,21.95,52.3,21.98,21.1,23.25,1017,2.6,310,0.0,75,0,3
2019-03-14 14,20.93,53.12,19.43,20.46,22.31,1017,4.1,320,0.5,90,4,2
2019-03-14 15,20.48,51.5,17.89,19.19,21.0,1016,5.1,320,0.5,90,4,2
2019-03-14 16,20.05,56.83,18.06,16.8,21.0,1016,4.1,290,0.0,90,0,1
2019-03-14 17,19.17,61.0,18.44,16.8,20.4,1016,3.1,290,0.11,90,4,2
2019-03-14 18,18.73,61.7,18.76,16.8,20.99,1016,2.1,320,0.0,75,0,2
2019-03-14 19,18.43,59.9,18.05,17.8,19.37,1016,2.1,320,0.0,75,0,2
2019-03-14 20,17.48,65.55,16.98,17.0,17.82,1016,2.08,339,0.0,40,2,3
2019-03-14 21,15.6,76.57,16.26,16.0,17.55,1017,2.04,335,0.0,40,2,3
2019-03-14 22,13.52,88.53,14.97,13.8,16.0,1017,1.93,326,0.0,20,2,3
2019-03-14 23,12.65,93.03,14.02,13.8,15.0,1017,2.07,325,0.0,20,2,3
2019-03-15 00,12.2,95.4,13.86,13.8,15.0,1018,2.3,329,0.0,20,2,3
2019-03-15 01,12.17,95.03,12.73,13.2,14.0,1018,2.1,270,0.0,20,2,3
2019-03-15 02,11.95,92.78,12.1,13.0,13.62,1017,2.1,270,0.0,20,2,3
2019-03-15 03,11.4,95.85,11.81,12.38,13.2,1017,2.1,270,0.0,20,2,3
2019-03-15 04,10.47,96.77,11.46,12.0,12.81,1017,1.5,270,0.0,20,2,3
2019-03-15 05,10.15,97.2,11.8,12.0,13.85,1018,1.5,270,0.0,20,2,3
2019-03-15 06,10.05,97.2,10.61,11.0,13.88,1018,2.06,280,0.0,0,6,4
2019-03-15 07,10.05,97.2,11.07,11.0,15.4,1019,2.1,280,0.0,1,6,3
2019-03-15 08,11.72,97.15,13.15,11.8,15.58,1020,1.5,320,0.0,1,2,4
2019-03-15 09,16.67,77.85,15.49,15.0,19.0,1021,2.6,280,0.0,1,0,5
2019-03-15 10,21.12,58.5,19.53,19.0,23.33,1017,3.1,290,0.0,1,0,4
2019-03-15 11,23.27,50.62,21.59,22.0,23.05,1021,2.6,320,0.0,1,0,3
2019-03-15 12,25.05,41.52,22.11,22.8,23.37,1020,2.6,20,0.0,1,0,2
2019-03-15 13,25.95,37.05,23.33,24.0,25.56,1015,3.1,320,0.0,1,0,2
2019-03-15 14,26.65,35.55,24.51,24.44,26.05,1014,2.1,320,0.0,20,0,1
2019-03-15 15,26.65,34.4,24.84,24.44,26.0,1013,1.5,320,0.0,40,0,1
2019-03-15 16,26.5,36.3,23.4,23.0,26.0,1013,3.1,270,0.0,20,0,1
2019-03-15 17,25.3,38.78,24.53,23.0,25.0,1013,1.5,290,0.0,20,0,1
2019-03-15 18,22.9,47.6,23.77,22.0,24.44,1013,1.0,270,0.0,1,0,1
2019-03-15 19,20.88,54.95,22.35,21.0,22.22,1017,1.0,270,0.0,1,0,1
2019-03-15 20,19.12,62.78,21.19,19.4,20.14,1018,1.0,270,0.0,0,2,2
2019-03-15 21,17.38,72.78,20.98,19.4,20.0,1018,1.0,270,0.0,0,2,2
2019-03-15 22,17.38,73.85,19.57,17.6,19.0,1018,1.0,290,0.0,0,2,3
2019-03-15 23,15.83,80.83,18.8,17.51,18.0,1019,1.0,290,0.0,0,2,3
2019-03-16 00,14.45,87.57,15.83,17.0,17.3,1018,3.1,280,0.0,1,2,3
2019-03-16 01,13.68,89.28,17.19,15.6,17.0,1018,1.0,290,0.0,0,2,4
2019-03-16 02,13.33,88.3,17.13,15.52,17.0,1017,1.0,290,0.0,0,2,4
2019-03-16 03,12.62,89.27,15.18,13.68,15.6,1017,1.0,290,0.0,1,2,3
2019-03-16 04,12.15,90.97,12.22,13.0,13.27,1017,2.1,260,0.0,20,2,4
2019-03-16 05,11.57,92.72,13.0,12.0,14.22,1017,1.0,290,0.0,3,2,4
2019-03-16 06,12.1,91.97,13.33,13.0,14.2,1017,1.54,270,0.0,20,2,4
2019-03-16 07,12.4,89.28,14.49,13.0,16.4,1017,1.54,270,0.0,20,2,4
2019-03-16 08,15.83,74.12,15.38,15.0,15.8,1018,1.5,290,0.0,40,2,3
2019-03-16 09,19.02,61.97,16.29,15.2,17.0,1019,1.5,290,0.0,40,2,3
2019-03-16 10,21.95,51.88,22.27,20.0,24.44,1014,1.03,350,0.0,20,0,3
2019-03-16 11,24.1,44.55,21.2,22.0,25.0,1013,4.1,290,0.0,20,0,2
2019-03-16 12,25.65,37.83,22.05,23.2,25.0,1013,4.12,270,0.0,20,0,2
2019-03-16 13,26.52,34.02,22.64,24.0,25.79,1012,4.12,270,0.0,20,0,2
2019-03-16 14,26.7,30.9,24.58,25.56,26.32,1011,3.1,270,0.0,40,0,6
2019-03-16 15,26.77,27.83,25.18,24.88,26.0,1011,1.5,300,0.0,40,0,6
2019-03-16 16,26.45,30.55,24.88,23.8,26.0,1010,1.5,290,0.0,40,0,1
2019-03-16 17,25.45,34.52,24.62,23.8,26.0,1010,1.54,290,0.0,40,0,1
2019-03-16 18,22.27,43.53,21.57,23.0,24.01,1014,3.1,260,0.0,40,0,1
2019-03-16 19,19.5,55.22,19.94,21.0,22.5,1016,2.6,270,0.0,40,0,1
2019-03-16 20,18.73,58.58,20.9,19.8,21.0,1016,2.04,300,0.0,20,0,2
2019-03-16 21,19.3,56.65,20.11,19.77,20.19,1016,2.13,305,0.0,20,0,3
2019-03-16 22,20.02,53.33,19.5,17.2,20.0,1016,2.0,309,0.0,20,2,4
2019-03-16 23,18.32,62.78,18.82,17.18,19.0,1016,1.84,317,0.0,20,2,3
2019-03-17 00,16.45,71.28,18.87,17.19,19.0,1015,1.78,323,0.0,20,2,3
2019-03-17 01,16.6,70.22,17.43,15.8,18.0,1014,1.93,328,0.0,20,2,4
2019-03-17 02,18.02,60.5,16.69,15.78,17.0,1014,1.91,327,0.0,20,2,3
2019-03-17 03,15.05,77.88,16.74,15.37,17.0,1014,1.63,335,0.0,20,2,3
2019-03-17 04,15.12,77.5,15.82,14.61,17.0,1014,2.25,308,0.0,75,6,3
2019-03-17 05,14.35,82.47,15.22,14.78,16.0,1014,1.83,285,0.0,75,6,4
2019-03-17 06,13.43,87.75,14.09,14.0,15.23,1015,1.8,278,0.0,75,6,5
2019-03-17 07,13.32,88.88,14.56,15.0,16.51,1016,2.53,276,0.0,75,6,5
2019-03-17 08,15.25,78.28,16.82,16.0,18.0,1017,1.0,270,0.0,40,0,5
2019-03-17 09,19.33,60.58,18.69,16.4,19.0,1017,1.03,270,0.0,40,7,5
2019-03-17 10,23.12,44.42,21.65,22.0,25.0,1012,4.1,270,0.0,40,7,5
2019-03-17 11,25.85,36.83,22.45,24.0,25.19,1013,4.1,270,0.0,40,0,3
2019-03-17 12,27.15,31.93,24.07,24.2,27.0,1013,3.1,230,0.0,40,0,3
2019-03-17 13,27.8,29.02,24.06,25.56,27.3,1011,4.1,270,0.0,40,0,2
2019-03-17 14,27.47,28.0,26.34,26.6,28.0,1014,2.6,230,0.0,40,0,2
2019-03-17 15,28.6,26.95,25.82,25.56,28.0,1009,2.6,230,0.0,20,0,1
2019-03-17 16,28.23,26.55,24.93,24.8,28.0,1009,3.1,250,0.0,1,0,1
2019-03-17 17,27.25,28.27,24.03,25.0,26.67,1009,4.1,270,0.0,1,0,1
2019-03-17 18,24.15,37.17,24.11,24.0,25.34,1013,2.1,290,0.0,1,0,1
2019-03-17 19,20.55,52.65,22.91,22.38,24.0,1013,2.1,290,0.0,1,0,1
2019-03-17 20,19.88,56.0,22.66,20.2,22.0,1014,1.0,320,0.0,0,0,2
2019-03-17 21,21.1,54.97,22.47,19.01,22.17,1015,1.0,320,0.0,0,0,4
2019-03-17 22,21.15,54.83,19.6,17.02,21.0,1015,2.81,340,0.0,0,2,4
