timestamp,Temperature,Humidity,feels_like,temp_min,temp_max,pressure,wind_speed,wind_deg,rain,clouds_all,weather,AQI
2019-03-13 22,15.02,87.47,17.08,17.54,19.0,1017,1.91,353,0.0,20,0,3
2019-03-13 23,15.1,85.1,17.41,15.6,18.0,1017,2.31,347,0.0,20,2,3
2019-03-14 00,14.43,87.47,15.44,16.64,17.12,1017,2.56,354,0.0,20,0,4
2019-03-14 01,13.38,92.42,14.43,15.55,16.26,1016,2.62,3,0.0,20,0,4
2019-03-14 02,12.3,95.65,14.73,13.6,16.0,1016,2.67,8,0.0,20,2,4
2019-03-14 03,11.68,98.25,14.84,13.6,16.0,1016,2.2,20,0.0,20,2,4
2019-03-14 04,11.35,99.18,14.48,13.2,16.0,1016,2.42,22,0.0,40,2,4
2019-03-14 05,11.32,99.07,13.54,13.0,15.5,1016,2.07,23,0.0,40,2,4
2019-03-14 06,12.0,97.93,13.17,13.0,15.27,1016,2.15,28,0.0,40,6,4
2019-03-14 07,12.88,95.43,14.63,13.0,16.65,1017,1.83,35,0.0,40,6,5
2019-03-14 08,16.23,84.18,17.09,16.0,18.0,1018,1.8,17,0.0,40,2,5
2019-03-14 09,19.77,65.5,19.44,16.6,21.0,1018,1.0,20,0.0,40,2,5
2019-03-14 10,22.75,48.85,22.8,21.41,24.6,1014,2.6,30,0.0,40,0,5
2019-03-14 11,24.02,40.77,21.81,21.0,24.6,1015,3.1,340,0.11,75,4,4
2019-03-14 12,22.25,55.65,20.78,21.56,25.0,1014,5.1,350,0.0,40,0,3
2019-03-14 13,23.35,51.02,21.98,21.1,23.25,1017,2.6,310,0.0,75,0,3
2019-03-14 14,22.65,49.85,19.43,20.46,22.31,1017,4.1,320,0.5,90,4,3
2019-03-14 15,21.27,53.17,17.89,19.19,21.0,1016,5.1,320,0.5,90,4,2
2019-03-14 16,21.77,51.1,18.06,16.8,21.0,1016,4.1,290,0.0,90,0,1
2019-03-14 17,19.62,65.55,18.44,16.8,20.4,1016,3.1,290,0.11,90,4,1
2019-03-14 18,19.02,63.8,18.76,16.8,20.99,1016,2.1,320,0.0,75,0,1
2019-03-14 19,18.75,60.88,18.05,17.8,19.37,1016,2.1,320,0.0,75,0,1
2019-03-14 20,17.32,67.1,16.98,17.0,17.82,1016,2.08,339,0.0,40,2,2
2019-03-14 21,15.85,77.9,16.26,16.0,17.55,1017,2.04,335,0.0,40,2,2
2019-03-14 22,15.75,76.8,14.97,13.8,16.0,1017,1.93,326,0.0,20,2,2
2019-03-14 23,12.78,93.93,14.02,13.8,15.0,1017,2.07,325,0.0,20,2,2
2019-03-15 00,11.8,98.1,13.86,13.8,15.0,1018,2.3,329,0.0,20,2,2
2019-03-15 01,11.35,98.9,12.73,13.2,14.0,1018,2.1,270,0.0,20,2,2
2019-03-15 02,11.3,99.2,12.1,13.0,13.62,1017,2.1,270,0.0,20,2,2
2019-03-15 03,12.88,95.73,11.81,12.38,13.2,1017,2.1,270,0.0,20,2,3
2019-03-15 04,13.15,91.22,11.46,12.0,12.81,1017,1.5,270,0.0,20,2,3
2019-03-15 05,11.2,97.05,11.8,12.0,13.85,1018,1.5,270,0.0,20,2,3
2019-03-15 06,13.15,89.22,10.61,11.0,13.88,1018,2.06,280,0.0,0,6,4
2019-03-15 07,13.4,87.8,11.07,11.0,15.4,1019,2.1,280,0.0,1,6,5
2019-03-15 08,15.68,77.58,13.15,11.8,15.58,1020,1.5,320,0.0,1,2,5
2019-03-15 09,18.5,66.25,15.49,15.0,19.0,1021,2.6,280,0.0,1,0,5
2019-03-15 10,21.47,54.23,19.53,19.0,23.33,1017,3.1,290,0.0,1,0,5
2019-03-15 11,23.67,49.55,21.59,22.0,23.05,1021,2.6,320,0.0,1,0,4
2019-03-15 12,25.3,40.35,22.11,22.8,23.37,1020,2.6,20,0.0,1,0,3
2019-03-15 13,26.65,34.98,23.33,24.0,25.56,1015,3.1,320,0.0,1,0,2
2019-03-15 14,26.88,34.38,24.51,24.44,26.05,1014,2.1,320,0.0,20,0,2
2019-03-15 15,27.05,34.12,24.84,24.44,26.0,1013,1.5,320,0.0,40,0,1
2019-03-15 16,26.55,36.0,23.4,23.0,26.0,1013,3.1,270,0.0,20,0,1
2019-03-15 17,25.5,40.55,24.53,23.0,25.0,1013,1.5,290,0.0,20,0,1
2019-03-15 18,23.77,45.0,23.77,22.0,24.44,1013,1.0,270,0.0,1,0,2
2019-03-15 19,22.4,51.27,22.35,21.0,22.22,1017,1.0,270,0.0,1,0,2
2019-03-15 20,21.47,56.45,21.19,19.4,20.14,1018,1.0,270,0.0,0,2,2
2019-03-15 21,20.38,61.38,20.98,19.4,20.0,1018,1.0,270,0.0,0,2,2
2019-03-15 22,20.15,62.23,19.57,17.6,19.0,1018,1.0,290,0.0,0,2,3
2019-03-15 23,19.62,64.03,18.8,17.51,18.0,1019,1.0,290,0.0,0,2,2
2019-03-16 00,18.98,64.22,15.83,17.0,17.3,1018,3.1,280,0.0,1,2,3
2019-03-16 01,18.28,63.95,17.19,15.6,17.0,1018,1.0,290,0.0,0,2,3
2019-03-16 02,17.58,65.92,17.13,15.52,17.0,1017,1.0,290,0.0,0,2,3
2019-03-16 03,17.03,67.35,15.18,13.68,15.6,1017,1.0,290,0.0,1,2,3
2019-03-16 04,16.18,71.38,12.22,13.0,13.27,1017,2.1,260,0.0,20,2,2
2019-03-16 05,15.65,74.28,13.0,12.0,14.22,1017,1.0,290,0.0,3,2,3
2019-03-16 06,15.55,74.7,13.33,13.0,14.2,1017,1.54,270,0.0,20,2,3
2019-03-16 07,15.6,74.8,14.49,13.0,16.4,1017,1.54,270,0.0,20,2,4
2019-03-16 08,18.2,62.73,15.38,15.0,15.8,1018,1.5,290,0.0,40,2,4
2019-03-16 09,19.78,56.25,16.29,15.2,17.0,1019,1.5,290,0.0,40,2,4
2019-03-16 10,22.12,48.8,22.27,20.0,24.44,1014,1.03,350,0.0,20,0,4
2019-03-16 11,24.15,41.05,21.2,22.0,25.0,1013,4.1,290,0.0,20,0,4
2019-03-16 12,25.88,33.33,22.05,23.2,25.0,1013,4.12,270,0.0,20,0,3
2019-03-16 13,26.98,29.45,22.64,24.0,25.79,1012,4.12,270,0.0,20,0,2
2019-03-16 14,27.05,27.95,24.58,25.56,26.32,1011,3.1,270,0.0,40,0,2
2019-03-16 15,27.2,28.25,25.18,24.88,26.0,1011,1.5,300,0.0,40,0,2
2019-03-16 16,26.48,30.67,24.88,23.8,26.0,1010,1.5,290,0.0,40,0,2
2019-03-16 17,25.68,30.85,24.62,23.8,26.0,1010,1.54,290,0.0,40,0,2
2019-03-16 18,24.52,34.17,21.57,23.0,24.01,1014,3.1,260,0.0,40,0,2
2019-03-16 19,22.85,42.7,19.94,21.0,22.5,1016,2.6,270,0.0,40,0,2
2019-03-16 20,21.43,47.75,20.9,19.8,21.0,1016,2.04,300,0.0,20,0,2
2019-03-16 21,20.35,52.58,20.11,19.77,20.19,1016,2.13,305,0.0,20,0,3
2019-03-16 22,20.0,54.9,19.5,17.2,20.0,1016,2.0,309,0.0,20,2,3
2019-03-16 23,18.57,64.3,18.82,17.18,19.0,1016,1.84,317,0.0,20,2,3
2019-03-17 00,15.05,84.83,18.87,17.19,19.0,1015,1.78,323,0.0,20,2,3
2019-03-17 01,15.48,82.2,17.43,15.8,18.0,1014,1.93,328,0.0,20,2,3
2019-03-17 02,17.4,72.08,16.69,15.78,17.0,1014,1.91,327,0.0,20,2,3
2019-03-17 03,14.68,88.25,16.74,15.37,17.0,1014,1.63,335,0.0,20,2,3
2019-03-17 04,15.6,83.22,15.82,14.61,17.0,1014,2.25,308,0.0,75,6,3
