timestamp,Temperature,Humidity,feels_like,temp_min,temp_max,pressure,wind_speed,wind_deg,rain,clouds_all,weather,AQI
2019-03-13 22,19.65,52.6,17.08,17.54,19.0,1017,1.91,353,0.0,20,0,5
2019-03-13 23,18.82,52.62,17.41,15.6,18.0,1017,2.31,347,0.0,20,2,5
2019-03-14 00,18.2,51.38,15.44,16.64,17.12,1017,2.56,354,0.0,20,0,5
2019-03-14 01,17.28,53.92,14.43,15.55,16.26,1016,2.62,3,0.0,20,0,5
2019-03-14 02,16.42,58.08,14.73,13.6,16.0,1016,2.67,8,0.0,20,2,5
2019-03-14 03,16.02,60.3,14.84,13.6,16.0,1016,2.2,20,0.0,20,2,5
2019-03-14 04,15.85,61.85,14.48,13.2,16.0,1016,2.42,22,0.0,40,2,5
2019-03-14 05,15.47,62.7,13.54,13.0,15.5,1016,2.07,23,0.0,40,2,5
2019-03-14 06,15.8,63.4,13.17,13.0,15.27,1016,2.15,28,0.0,40,6,6
2019-03-14 07,15.5,64.22,14.63,13.0,16.65,1017,1.83,35,0.0,40,6,6
2019-03-14 08,16.8,63.5,17.09,16.0,18.0,1018,1.8,17,0.0,40,2,6
2019-03-14 09,20.77,53.45,19.44,16.6,21.0,1018,1.0,20,0.0,40,2,6
2019-03-14 10,23.93,42.4,22.8,21.41,24.6,1014,2.6,30,0.0,40,0,5
2019-03-14 11,26.98,32.2,21.81,21.0,24.6,1015,3.1,340,0.11,75,4,5
2019-03-14 12,25.43,34.58,20.78,21.56,25.0,1014,5.1,350,0.0,40,0,3
2019-03-14 13,23.77,44.75,21.98,21.1,23.25,1017,2.6,310,0.0,75,0,3
2019-03-14 14,23.5,42.0,19.43,20.46,22.31,1017,4.1,320,0.5,90,4,3
2019-03-14 15,21.05,46.45,17.89,19.19,21.0,1016,5.1,320,0.5,90,4,2
2019-03-14 16,21.88,42.35,18.06,16.8,21.0,1016,4.1,290,0.0,90,0,1
2019-03-14 17,20.75,45.05,18.44,16.8,20.4,1016,3.1,290,0.11,90,4,1
2019-03-14 18,19.75,48.33,18.76,16.8,20.99,1016,2.1,320,0.0,75,0,2
2019-03-14 19,19.03,48.72,18.05,17.8,19.37,1016,2.1,320,0.0,75,0,2
2019-03-14 20,18.25,50.38,16.98,17.0,17.82,1016,2.08,339,0.0,40,2,2
2019-03-14 21,17.05,55.62,16.26,16.0,17.55,1017,2.04,335,0.0,40,2,3
2019-03-14 22,16.55,56.05,14.97,13.8,16.0,1017,1.93,326,0.0,20,2,3
2019-03-14 23,16.38,55.67,14.02,13.8,15.0,1017,2.07,325,0.0,20,2,3
2019-03-15 00,16.0,57.6,13.86,13.8,15.0,1018,2.3,329,0.0,20,2,4
2019-03-15 01,15.35,59.38,12.73,13.2,14.0,1018,2.1,270,0.0,20,2,5
2019-03-15 02,14.85,62.48,12.1,13.0,13.62,1017,2.1,270,0.0,20,2,5
2019-03-15 03,14.8,63.1,11.81,12.38,13.2,1017,2.1,270,0.0,20,2,5
2019-03-15 04,14.38,64.05,11.46,12.0,12.81,1017,1.5,270,0.0,20,2,3
2019-03-15 05,14.05,64.1,11.8,12.0,13.85,1018,1.5,270,0.0,20,2,3
2019-03-15 06,14.22,63.07,10.61,11.0,13.88,1018,2.06,280,0.0,0,6,3
2019-03-15 07,14.1,62.92,11.07,11.0,15.4,1019,2.1,280,0.0,1,6,4
2019-03-15 08,17.25,58.4,13.15,11.8,15.58,1020,1.5,320,0.0,1,2,4
2019-03-15 09,20.52,48.45,15.49,15.0,19.0,1021,2.6,280,0.0,1,0,4
2019-03-15 10,22.5,43.62,19.53,19.0,23.33,1017,3.1,290,0.0,1,0,4
2019-03-15 11,24.35,40.17,21.59,22.0,23.05,1021,2.6,320,0.0,1,0,3
2019-03-15 12,26.45,36.45,22.11,22.8,23.37,1020,2.6,20,0.0,1,0,3
2019-03-15 13,27.2,31.98,23.33,24.0,25.56,1015,3.1,320,0.0,1,0,3
2019-03-15 14,27.6,29.38,24.51,24.44,26.05,1014,2.1,320,0.0,20,0,2
2019-03-15 15,27.65,29.77,24.84,24.44,26.0,1013,1.5,320,0.0,40,0,2
2019-03-15 16,27.05,30.4,23.4,23.0,26.0,1013,3.1,270,0.0,20,0,2
2019-03-15 17,25.85,33.58,24.53,23.0,25.0,1013,1.5,290,0.0,20,0,2
2019-03-15 18,24.15,37.38,23.77,22.0,24.44,1013,1.0,270,0.0,1,0,2
2019-03-15 19,22.58,40.53,22.35,21.0,22.22,1017,1.0,270,0.0,1,0,2
2019-03-15 20,21.47,45.8,21.19,19.4,20.14,1018,1.0,270,0.0,0,2,2
2019-03-15 21,20.88,48.2,20.98,19.4,20.0,1018,1.0,270,0.0,0,2,2
2019-03-15 22,20.33,50.45,19.57,17.6,19.0,1018,1.0,290,0.0,0,2,3
2019-03-15 23,19.73,53.02,18.8,17.51,18.0,1019,1.0,290,0.0,0,2,3
