timestamp,Temperature,Humidity,feels_like,temp_min,temp_max,pressure,wind_speed,wind_deg,rain,clouds_all,weather,AQI
2019-03-13 22,18.0,68.47,17.08,17.54,19.0,1017,1.91,353,0.0,20,0,5
2019-03-13 23,18.75,60.48,17.41,15.6,18.0,1017,2.31,347,0.0,20,2,5
2019-03-14 00,16.82,69.5,15.44,16.64,17.12,1017,2.56,354,0.0,20,0,5
2019-03-14 01,14.9,81.28,14.43,15.55,16.26,1016,2.62,3,0.0,20,0,5
2019-03-14 02,14.48,83.72,14.73,13.6,16.0,1016,2.67,8,0.0,20,2,5
2019-03-14 03,14.38,85.53,14.84,13.6,16.0,1016,2.2,20,0.0,20,2,5
2019-03-14 04,15.15,81.88,14.48,13.2,16.0,1016,2.42,22,0.0,40,2,5
2019-03-14 05,14.65,85.58,13.54,13.0,15.5,1016,2.07,23,0.0,40,2,5
2019-03-14 06,15.07,84.38,13.17,13.0,15.27,1016,2.15,28,0.0,40,6,6
2019-03-14 07,15.43,83.57,14.63,13.0,16.65,1017,1.83,35,0.0,40,6,6
2019-03-14 08,16.65,77.27,17.09,16.0,18.0,1018,1.8,17,0.0,40,2,6
2019-03-14 09,19.23,65.15,19.44,16.6,21.0,1018,1.0,20,0.0,40,2,5
2019-03-14 10,22.65,50.4,22.8,21.41,24.6,1014,2.6,30,0.0,40,0,5
2019-03-14 11,25.38,38.73,21.81,21.0,24.6,1015,3.1,340,0.11,75,4,5
2019-03-14 12,23.38,48.67,20.78,21.56,25.0,1014,5.1,350,0.0,40,0,3
2019-03-14 13,23.57,52.77,21.98,21.1,23.25,1017,2.6,310,0.0,75,0,3
2019-03-14 14,22.65,50.65,19.43,20.46,22.31,1017,4.1,320,0.5,90,4,3
2019-03-14 15,20.5,57.0,17.89,19.19,21.0,1016,5.1,320,0.5,90,4,2
2019-03-14 16,21.88,49.88,18.06,16.8,21.0,1016,4.1,290,0.0,90,0,1
2019-03-14 17,19.98,57.03,18.44,16.8,20.4,1016,3.1,290,0.11,90,4,1
2019-03-14 18,19.32,59.85,18.76,16.8,20.99,1016,2.1,320,0.0,75,0,1
2019-03-14 19,18.77,59.27,18.05,17.8,19.37,1016,2.1,320,0.0,75,0,2
2019-03-14 20,18.0,63.73,16.98,17.0,17.82,1016,2.08,339,0.0,40,2,2
2019-03-14 21,17.15,68.08,16.26,16.0,17.55,1017,2.04,335,0.0,40,2,2
2019-03-14 22,16.45,68.55,14.97,13.8,16.0,1017,1.93,326,0.0,20,2,2
2019-03-14 23,15.3,76.1,14.02,13.8,15.0,1017,2.07,325,0.0,20,2,3
2019-03-15 00,14.25,83.0,13.86,13.8,15.0,1018,2.3,329,0.0,20,2,3
2019-03-15 01,13.3,88.72,12.73,13.2,14.0,1018,2.1,270,0.0,20,2,3
2019-03-15 02,14.43,83.55,12.1,13.0,13.62,1017,2.1,270,0.0,20,2,4
2019-03-15 03,14.12,84.6,11.81,12.38,13.2,1017,2.1,270,0.0,20,2,3
2019-03-15 04,13.72,84.28,11.46,12.0,12.81,1017,1.5,270,0.0,20,2,3
2019-03-15 05,13.82,81.5,11.8,12.0,13.85,1018,1.5,270,0.0,20,2,3
2019-03-15 06,13.93,79.93,10.61,11.0,13.88,1018,2.06,280,0.0,0,6,3
2019-03-15 07,13.65,82.25,11.07,11.0,15.4,1019,2.1,280,0.0,1,6,3
2019-03-15 08,15.9,72.57,13.15,11.8,15.58,1020,1.5,320,0.0,1,2,3
2019-03-15 09,18.68,64.75,15.49,15.0,19.0,1021,2.6,280,0.0,1,0,3
2019-03-15 10,21.05,55.55,19.53,19.0,23.33,1017,3.1,290,0.0,1,0,3
2019-03-15 11,22.98,52.28,21.59,22.0,23.05,1021,2.6,320,0.0,1,0,3
2019-03-15 12,24.6,44.8,22.11,22.8,23.37,1020,2.6,20,0.0,1,0,2
2019-03-15 13,26.05,37.88,23.33,24.0,25.56,1015,3.1,320,0.0,1,0,2
2019-03-15 14,26.1,35.65,24.51,24.44,26.05,1014,2.1,320,0.0,20,0,2
2019-03-15 15,26.57,33.95,24.84,24.44,26.0,1013,1.5,320,0.0,40,0,1
2019-03-15 16,26.2,36.78,23.4,23.0,26.0,1013,3.1,270,0.0,20,0,1
2019-03-15 17,25.23,40.83,24.53,23.0,25.0,1013,1.5,290,0.0,20,0,1
2019-03-15 18,23.73,45.17,23.77,22.0,24.44,1013,1.0,270,0.0,1,0,1
2019-03-15 19,21.92,51.75,22.35,21.0,22.22,1017,1.0,270,0.0,1,0,1
2019-03-15 20,20.95,56.85,21.19,19.4,20.14,1018,1.0,270,0.0,0,2,2
2019-03-15 21,20.3,59.83,20.98,19.4,20.0,1018,1.0,270,0.0,0,2,2
2019-03-15 22,19.57,64.28,19.57,17.6,19.0,1018,1.0,290,0.0,0,2,2
2019-03-15 23,19.07,67.53,18.8,17.51,18.0,1019,1.0,290,0.0,0,2,2
2019-03-16 00,18.65,66.67,15.83,17.0,17.3,1018,3.1,280,0.0,1,2,2
