timestamp,feels_like,temp_min,temp_max,humidity,pressure,wind_speed,wind_deg,rain,clouds_all,weather
2019-10-22 12,27.93,28.0,29.98,45,1008,3.6,250,0.0,40,0
2019-10-22 13,29.4,29.0,31.42,45,1010,3.1,260,0.0,40,0
2019-10-22 14,29.28,29.4,31.82,37,1009,3.6,250,0.0,40,0
2019-10-22 15,28.71,28.71,31.0,35,1005,3.1,270,0.0,40,0
2019-10-22 16,27.99,27.0,31.0,33,1005,3.1,270,0.0,40,0
2019-10-22 17,28.2,26.44,29.0,39,1005,1.5,270,0.0,40,0
2019-10-22 18,28.43,26.0,29.07,51,1005,1.0,250,0.0,40,0
2019-10-22 19,27.45,25.3,28.83,51,1009,1.0,250,0.0,40,0
2019-10-22 20,23.23,21.99,25.56,50,1010,2.6,300,0.0,1,0
2019-10-22 21,21.96,21.28,23.0,56,1010,2.45,288,0.0,1,0
2019-10-22 22,21.62,19.2,22.0,82,1010,2.62,290,0.0,20,2
2019-10-22 23,21.52,18.93,22.0,82,1010,2.55,300,0.0,20,2
2019-10-23 00,21.53,18.79,22.0,82,1010,2.48,309,0.0,20,2
2019-10-23 01,20.42,17.78,21.0,86,1010,2.4,317,0.0,0,2
2019-10-23 02,19.6,17.33,20.0,86,1010,2.44,323,0.0,0,2
2019-10-23 03,19.42,16.57,20.0,86,1009,2.31,301,0.0,0,2
2019-10-23 04,19.24,16.75,19.0,85,1009,1.0,230,0.0,0,2
2019-10-23 05,19.55,17.4,19.0,85,1009,1.0,230,0.0,0,2
2019-10-23 06,18.51,17.4,19.0,82,1010,2.1,260,0.0,0,2
2019-10-23 07,19.89,18.0,21.0,82,1011,2.1,260,0.0,1,2
2019-10-23 08,21.1,19.6,21.0,72,1011,1.5,250,0.0,1,0
2019-10-23 09,22.67,21.0,24.0,57,1012,2.6,250,0.0,1,0
2019-10-23 10,26.48,25.0,28.33,45,1008,2.6,250,0.0,1,7
2019-10-23 11,28.39,27.0,29.79,45,1011,2.6,250,0.0,1,7
2019-10-23 12,29.05,27.8,31.0,40,1007,2.6,250,0.0,1,7
2019-10-23 13,29.79,29.6,31.9,37,1009,3.1,240,0.0,1,0
2019-10-23 14,31.56,31.0,32.19,38,1008,2.6,290,0.0,1,0
2019-10-23 15,31.17,28.33,32.0,38,1004,1.5,270,0.0,1,0
2019-10-23 16,30.49,27.4,32.0,35,1004,1.5,340,0.0,1,0
2019-10-23 17,29.52,27.4,29.2,45,1004,1.5,270,0.0,1,0
2019-10-23 18,28.58,26.4,29.2,54,1005,2.37,40,0.0,1,0
2019-10-23 19,26.67,24.62,27.0,54,1009,2.28,65,0.0,1,0
2019-10-23 20,25.07,21.34,25.0,74,1010,2.14,87,0.0,1,0
2019-10-23 21,25.08,21.06,25.0,74,1010,2.04,105,0.0,0,0
2019-10-23 22,24.11,19.66,24.0,85,1011,1.9,119,0.0,0,2
2019-10-23 23,23.35,19.56,23.0,85,1011,2.0,133,0.0,0,2
2019-10-24 00,23.47,20.2,23.0,85,1010,2.26,143,0.0,0,2
2019-10-24 01,22.03,18.6,22.0,88,1010,2.26,153,0.0,0,2
2019-10-24 02,22.15,18.6,22.0,88,1010,1.75,150,0.0,0,2
2019-10-24 03,21.55,17.54,22.0,88,1010,1.59,92,0.0,0,2
2019-10-24 04,21.76,17.46,21.0,92,1010,1.0,270,0.0,0,2
2019-10-24 05,21.39,18.2,20.0,92,1010,1.0,270,0.0,0,2
2019-10-24 06,19.68,18.2,20.0,77,1011,2.14,95,0.0,0,2
2019-10-24 07,20.8,19.2,20.79,77,1012,1.79,102,0.0,1,2
2019-10-24 08,23.57,19.2,23.0,82,1012,1.11,112,0.0,1,2
2019-10-24 09,25.55,19.2,25.0,78,1013,1.09,119,0.0,1,2
2019-10-24 10,29.84,26.58,28.33,57,1009,0.87,123,0.0,1,7
2019-10-24 11,30.46,27.8,30.0,45,1009,1.0,90,0.0,1,7
2019-10-24 12,31.38,29.36,31.0,40,1011,1.0,0,0.0,1,0
2019-10-24 13,32.67,30.86,31.63,45,1010,1.5,90,0.0,1,7
2019-10-24 14,31.27,29.8,31.52,40,1009,1.5,20,0.0,1,7
2019-10-24 15,30.24,28.83,32.0,35,1005,1.5,340,0.0,1,7
2019-10-24 16,31.18,28.78,31.0,45,1005,1.5,340,0.0,1,7
2019-10-24 17,30.64,28.23,29.4,54,1005,1.95,5,0.0,1,7
2019-10-24 18,29.39,26.8,29.4,61,1006,2.11,24,0.0,1,7
2019-10-24 19,27.12,25.0,27.0,61,1010,2.2,58,0.0,1,7
2019-10-24 20,26.41,22.6,25.0,81,1011,2.04,90,0.0,13,2
2019-10-24 21,25.89,22.6,24.0,81,1011,1.85,110,0.0,8,2
2019-10-24 22,24.96,21.0,24.0,85,1012,2.0,120,0.0,5,2
2019-10-24 23,24.15,20.93,23.0,85,1012,1.95,123,0.0,8,2
2019-10-25 00,23.23,20.26,22.0,85,1012,1.94,119,0.0,9,2
2019-10-25 01,23.48,19.45,22.0,90,1012,1.0,90,0.0,7,2
2019-10-25 02,23.48,19.6,22.0,90,1011,1.0,90,0.0,5,2
2019-10-25 03,22.66,19.07,21.0,90,1011,1.0,90,0.0,2,2
2019-10-25 04,21.54,19.08,21.0,86,1012,2.01,143,0.0,2,2
2019-10-25 05,20.49,20.0,20.54,72,1012,1.67,146,0.0,1,7
2019-10-25 06,21.16,19.89,20.09,82,1012,1.62,150,0.0,3,2
2019-10-25 07,22.13,20.0,21.6,82,1013,1.52,140,0.0,1,2
2019-10-25 08,23.42,20.6,22.0,82,1013,1.0,70,0.0,1,2
2019-10-25 09,24.32,20.6,25.0,61,1014,1.5,120,0.0,1,0
2019-10-25 10,27.39,25.94,27.2,54,1014,2.6,100,0.0,1,7
2019-10-25 11,28.46,28.0,29.0,48,1009,3.1,50,0.0,1,7
2019-10-25 12,30.97,28.33,30.0,48,1008,1.0,140,0.0,1,7
2019-10-25 13,31.3,28.33,30.62,48,1008,1.0,60,0.0,1,7
2019-10-25 14,30.71,28.33,31.0,43,1007,1.5,90,0.0,1,7
2019-10-25 15,30.01,27.63,30.0,42,1007,1.0,340,0.0,1,7
2019-10-25 16,30.5,27.86,30.0,45,1007,1.0,60,0.0,1,7
2019-10-25 17,30.06,26.0,29.44,58,1007,1.62,76,0.0,1,7
2019-10-25 18,28.77,26.0,29.2,65,1011,1.88,96,0.0,1,7
2019-10-25 19,27.4,24.23,26.0,65,1011,2.03,109,0.0,1,7
2019-10-25 20,25.07,21.82,24.0,83,1012,1.92,114,0.0,1,2
2019-10-25 21,25.13,22.0,24.0,83,1013,1.99,120,0.0,1,2
2019-10-25 22,24.55,20.2,24.0,83,1013,1.89,128,0.0,0,2
2019-10-25 23,23.66,20.2,23.0,83,1013,1.94,132,0.0,0,2
2019-10-26 00,23.03,20.2,22.0,83,1013,1.9,131,0.0,0,2
2019-10-26 01,22.59,18.7,22.0,88,1013,1.81,133,0.0,1,2
2019-10-26 02,22.46,18.7,22.0,88,1013,1.75,139,0.0,1,2
2019-10-26 03,21.54,18.7,21.0,88,1012,1.58,143,0.0,1,2
2019-10-26 04,21.13,18.4,20.0,89,1013,1.0,110,0.0,0,2
2019-10-26 05,20.2,19.19,20.0,72,1013,1.53,161,0.0,1,0
2019-10-26 06,21.23,18.4,20.0,89,1014,1.0,110,0.0,0,2
2019-10-26 07,21.09,19.0,20.56,88,1015,1.78,168,0.0,1,2
2019-10-26 08,23.27,19.8,23.0,88,1015,1.45,175,0.0,1,2
2019-10-26 09,24.65,19.8,25.0,73,1016,1.41,182,0.0,1,2
2019-10-26 10,29.39,26.78,28.4,54,1016,1.0,160,0.0,1,0
2019-10-26 11,30.53,28.0,30.0,48,1015,1.0,160,0.0,1,0
2019-10-26 12,30.5,28.4,29.0,51,1014,1.5,90,0.0,40,0
2019-10-26 13,31.34,28.8,30.15,48,1013,1.0,60,0.0,40,7
2019-10-26 14,31.79,28.8,30.19,48,1013,1.0,70,0.0,40,7
2019-10-26 15,30.75,27.85,30.0,45,1008,1.0,60,0.0,1,7
2019-10-26 16,30.75,27.6,30.0,48,1008,1.0,40,0.0,20,7
2019-10-26 17,30.75,27.6,29.22,58,1008,1.59,54,0.0,20,7
2019-10-26 18,29.97,26.0,29.54,69,1009,1.79,83,0.0,20,7
2019-10-26 19,28.55,25.52,27.93,69,1013,1.82,102,0.0,20,7
2019-10-26 20,26.52,22.2,25.0,82,1013,1.81,127,0.0,20,2
2019-10-26 21,25.35,21.47,24.0,82,1014,1.76,162,0.0,20,2
2019-10-26 22,24.94,20.17,24.0,88,1014,1.64,185,0.0,0,2
2019-10-26 23,24.12,20.18,23.0,88,1014,1.69,205,0.0,0,2
2019-10-27 00,23.45,20.37,22.0,88,1014,1.72,222,0.0,0,2
2019-10-27 01,22.32,19.28,21.0,92,1013,1.75,239,0.0,1,2
2019-10-27 02,22.32,19.41,21.0,92,1013,1.79,252,0.0,1,2
2019-10-27 03,21.78,18.55,21.0,92,1013,2.15,254,0.0,1,2
2019-10-27 04,22.08,18.6,21.0,90,1013,1.0,230,0.0,0,2
2019-10-27 05,20.61,19.92,20.22,82,1013,2.51,262,0.0,1,2
2019-10-27 06,21.29,19.0,20.21,82,1013,1.0,230,0.0,0,2
2019-10-27 07,21.35,18.8,21.12,82,1014,1.0,230,0.0,1,2
2019-10-27 08,21.28,18.8,21.69,77,1015,2.1,230,0.0,1,2
2019-10-27 09,21.92,18.8,24.0,60,1015,3.1,230,0.0,1,7
2019-10-27 10,26.56,24.0,28.89,54,1011,2.6,230,0.0,1,7
2019-10-27 11,26.72,26.0,29.52,45,1010,3.6,270,0.0,1,7
2019-10-27 12,28.69,28.0,30.1,42,1009,2.6,310,0.0,1,7
2019-10-27 13,29.57,29.0,31.61,40,1012,3.1,290,0.0,1,7
2019-10-27 14,29.4,31.0,31.82,35,1011,4.1,320,0.0,1,0
2019-10-27 15,30.05,29.0,31.0,37,1011,2.6,260,0.0,1,0
2019-10-27 16,29.93,28.33,30.0,40,1007,1.5,280,0.0,1,0
2019-10-27 17,29.08,26.4,29.0,45,1007,1.0,250,0.0,1,0
2019-10-27 18,27.81,26.0,28.89,54,1008,2.69,5,0.0,1,0
2019-10-27 19,26.05,24.83,26.0,54,1012,2.49,13,0.0,1,0
2019-10-27 20,25.94,22.0,25.0,77,1013,1.78,21,0.0,0,2
2019-10-27 21,27.03,22.0,25.0,77,1013,0.8,21,0.0,0,2
2019-10-27 22,25.66,20.6,24.0,79,1013,0.57,207,0.0,0,2
2019-10-27 23,23.64,19.68,23.0,79,1013,1.18,225,0.0,0,2
2019-10-28 00,22.56,19.95,22.0,79,1013,1.65,240,0.0,0,2
2019-10-28 01,21.25,19.29,21.0,82,1013,1.85,241,0.0,0,2
2019-10-28 02,19.8,19.0,19.4,82,1012,1.89,238,0.0,0,2
2019-10-28 03,19.65,18.04,19.4,82,1012,1.61,260,0.0,0,2
2019-10-28 04,19.9,18.04,19.0,82,1013,1.0,230,0.0,0,2
2019-10-28 05,20.12,18.73,19.04,82,1013,1.0,230,0.0,0,2
2019-10-28 06,20.68,18.72,20.0,82,1014,1.0,230,0.0,0,2
2019-10-28 07,19.83,18.8,20.46,77,1014,1.5,250,0.0,1,2
2019-10-28 08,20.84,18.8,21.12,77,1015,2.1,250,0.0,1,2
2019-10-28 09,22.5,18.8,24.0,60,1015,2.1,230,0.0,1,7
2019-10-28 10,26.36,24.0,27.78,51,1012,2.1,220,0.0,1,7
2019-10-28 11,28.01,26.0,28.79,48,1012,1.5,230,0.0,1,7
2019-10-28 12,29.56,27.78,30.0,42,1011,1.5,210,0.0,1,7
2019-10-28 13,28.87,29.0,30.51,40,1013,3.1,270,0.0,20,7
2019-10-28 14,29.24,29.0,30.59,40,1013,2.6,230,0.0,20,7
2019-10-28 15,29.26,27.5,30.0,40,1009,1.5,230,0.0,20,7
2019-10-28 16,29.92,27.5,30.0,40,1009,0.5,220,0.0,20,7
2019-10-28 17,27.52,26.4,30.0,39,1009,2.6,230,0.0,20,7
2019-10-28 18,28.56,26.0,30.0,40,1009,0.5,240,0.0,20,7
2019-10-28 19,28.21,25.06,30.0,40,1009,0.5,240,0.0,20,7
2019-10-28 20,26.47,22.8,25.0,79,1014,1.9,107,0.0,83,2
2019-10-28 21,26.31,22.8,25.0,79,1014,1.96,129,0.0,85,2
2019-10-28 22,26.16,21.0,25.0,87,1014,1.82,156,0.0,20,2
2019-10-28 23,24.25,20.62,23.0,87,1014,1.86,183,0.0,20,2
2019-10-29 00,23.42,20.81,22.0,87,1014,2.09,202,0.0,20,2
2019-10-29 01,22.77,20.0,22.0,86,1014,1.98,211,0.0,20,2
2019-10-29 02,22.65,20.0,22.0,86,1013,2.17,221,0.0,20,2
2019-10-29 03,22.4,19.03,22.0,86,1013,2.04,248,0.0,20,2
2019-10-29 04,22.14,19.34,21.0,84,1013,1.0,110,0.0,20,2
2019-10-29 05,22.28,19.4,21.0,84,1013,1.0,110,0.0,20,2
2019-10-29 06,22.07,19.4,21.0,82,1014,1.0,80,0.0,40,2
2019-10-29 07,22.79,19.8,22.0,82,1015,1.0,80,0.0,40,2
2019-10-29 08,22.8,19.8,22.0,77,1016,1.0,70,0.0,40,2
2019-10-29 09,23.79,19.8,23.0,68,1016,1.0,280,0.0,40,7
2019-10-29 10,26.77,24.0,26.5,69,1016,1.0,270,0.0,40,7
2019-10-29 11,27.48,24.0,27.68,65,1016,1.0,230,0.0,40,7
2019-10-29 12,29.06,25.4,28.37,61,1012,1.0,270,0.0,75,7
2019-10-29 13,29.6,27.0,29.68,57,1010,1.0,250,0.0,75,7
2019-10-29 14,29.65,27.0,29.72,54,1010,1.5,200,0.0,75,7
2019-10-29 15,29.81,26.92,29.0,54,1010,1.0,200,0.0,75,7
2019-10-29 16,29.98,26.94,28.0,61,1009,1.29,342,0.0,75,7
2019-10-29 17,29.74,26.0,27.78,69,1009,1.33,48,0.0,75,7
2019-10-29 18,29.1,25.92,26.59,73,1013,1.52,92,0.0,40,2
2019-10-29 19,28.95,24.5,27.22,73,1009,1.59,100,0.0,40,2
2019-10-29 20,27.36,23.2,25.0,84,1014,1.74,107,0.0,20,2
2019-10-29 21,27.51,23.2,25.0,84,1014,1.55,135,0.0,20,2
2019-10-29 22,25.12,20.0,24.0,84,1014,1.41,158,0.0,40,2
2019-10-29 23,24.89,20.0,24.0,84,1014,1.53,177,0.0,40,2
2019-10-30 00,25.0,20.0,24.0,83,1014,1.45,197,0.0,40,2
2019-10-30 01,25.66,21.13,24.0,88,1014,1.55,214,0.0,40,2
2019-10-30 02,24.87,20.87,23.0,88,1013,1.46,225,0.0,40,2
2019-10-30 03,24.83,20.96,23.0,88,1013,1.69,237,0.0,40,2
2019-10-30 04,23.85,21.04,22.0,81,1013,1.0,230,0.0,40,2
2019-10-30 05,23.92,21.2,22.0,81,1013,1.0,230,0.0,40,2
2019-10-30 06,23.89,21.0,22.0,83,1014,1.0,230,0.0,40,2
2019-10-30 07,23.59,20.6,22.0,82,1015,1.0,230,0.0,40,2
2019-10-30 08,22.82,20.6,22.0,68,1015,1.0,230,0.0,40,7
2019-10-30 09,24.55,20.6,24.0,68,1015,1.0,230,0.0,40,7
2019-10-30 10,26.59,25.0,27.22,61,1011,2.1,250,0.0,40,7
2019-10-30 11,27.89,25.0,28.38,54,1011,1.5,340,0.0,40,7
2019-10-30 12,29.96,27.0,30.0,54,1009,1.5,230,0.0,40,7
2019-10-30 13,30.74,28.6,31.03,45,1012,1.5,250,0.0,40,7
2019-10-30 14,31.04,28.6,31.2,43,1011,2.1,270,0.0,40,7
2019-10-30 15,30.06,27.22,31.0,43,1007,2.1,250,0.0,40,7
2019-10-30 16,31.08,27.22,30.0,48,1007,1.0,260,0.0,40,7
2019-10-30 17,30.6,27.14,29.0,61,1007,1.86,312,0.0,40,7
2019-10-30 18,30.21,25.6,28.6,73,1007,2.08,332,0.0,40,7
2019-10-30 19,28.88,25.18,26.0,73,1011,1.43,322,0.0,40,7
2019-10-30 20,28.89,22.8,27.22,84,1007,1.48,302,0.0,20,7
2019-10-30 21,27.21,22.8,25.0,84,1012,1.84,317,0.0,20,7
2019-10-30 22,26.08,20.0,26.67,88,1008,1.78,331,0.0,2,2
2019-10-30 23,23.66,20.0,23.0,88,1013,2.19,338,0.0,0,2
2019-10-31 00,22.89,19.78,22.0,88,1012,2.31,344,0.0,0,2
2019-10-31 01,21.36,18.6,21.0,90,1012,2.38,347,0.0,0,2
2019-10-31 02,21.54,18.6,21.0,90,1012,2.1,348,0.0,0,2
2019-10-31 03,21.99,18.6,21.0,90,1012,1.34,12,0.0,0,2
2019-10-31 04,21.63,18.0,21.0,92,1012,1.68,5,0.0,20,2
2019-10-31 05,21.54,18.0,21.0,92,1013,1.92,358,0.0,20,2
2019-10-31 06,20.88,18.0,21.0,88,1013,1.68,347,0.0,20,2
2019-10-31 07,21.93,18.0,22.0,88,1014,1.04,339,0.0,20,2
2019-10-31 08,23.33,19.0,24.0,88,1014,1.0,349,0.0,20,2
2019-10-31 09,24.07,19.4,25.0,73,1014,1.62,358,0.0,20,7
2019-10-31 10,28.12,25.0,27.44,61,1011,1.0,240,0.0,20,7
2019-10-31 11,28.7,27.0,28.76,48,1010,1.5,260,0.0,20,7
2019-10-31 12,28.21,27.0,30.0,42,1009,2.6,250,0.0,20,7
2019-10-31 13,30.58,30.0,31.52,40,1012,2.6,250,0.0,20,7
2019-10-31 14,31.28,29.2,31.9,40,1011,2.1,250,0.0,20,7
2019-10-31 15,30.91,29.11,32.0,35,1010,1.5,250,0.0,20,7
2019-10-31 16,30.76,27.78,30.0,51,1007,2.47,315,0.0,20,7
2019-10-31 17,30.04,26.6,29.0,61,1007,2.45,312,0.0,20,7
2019-10-31 18,28.67,26.6,28.2,61,1007,2.51,327,0.0,20,7
2019-10-31 19,27.4,25.0,27.0,61,1011,2.44,334,0.0,20,7
2019-10-31 20,25.62,21.2,24.0,88,1011,2.35,329,0.0,20,2
2019-10-31 21,25.65,21.2,24.0,88,1012,2.18,326,0.0,20,2
2019-10-31 22,24.79,19.8,24.0,90,1012,2.21,325,0.0,0,2
2019-10-31 23,22.85,19.8,22.0,90,1012,2.43,314,0.0,0,2
2019-11-01 00,22.72,19.8,22.0,90,1012,2.45,288,0.0,0,2
2019-11-01 01,22.54,19.0,21.0,92,1012,1.0,200,0.0,0,7
2019-11-01 02,22.42,18.85,21.0,92,1012,1.0,200,0.0,0,7
2019-11-01 03,22.28,18.43,21.0,92,1012,1.0,200,0.0,0,7
2019-11-01 04,21.69,18.0,21.0,93,1012,1.4,271,0.0,12,6
2019-11-01 05,22.24,18.0,21.0,93,1012,1.11,356,0.0,23,6
2019-11-01 06,20.71,18.0,20.78,93,1013,1.84,14,0.0,0,6
2019-11-01 07,20.53,18.0,20.86,93,1013,2.09,25,0.0,1,6
2019-11-01 08,22.72,18.0,22.0,88,1014,1.17,38,0.0,1,6
2019-11-01 09,26.2,18.0,27.22,78,1011,1.06,60,0.0,90,6
2019-11-01 10,29.28,26.0,27.8,61,1014,0.72,63,0.0,1,7
2019-11-01 11,30.5,27.8,29.45,51,1013,1.5,70,0.0,1,7
2019-11-01 12,31.63,27.8,30.0,48,1012,1.0,0,0.0,1,7
2019-11-01 13,33.43,30.81,31.62,48,1012,1.0,0,0.0,1,7
2019-11-01 14,33.44,30.95,32.0,46,1011,1.5,20,0.0,20,7
2019-11-01 15,32.73,27.78,31.0,52,1006,1.0,0,0.0,20,7
2019-11-01 16,32.23,26.6,31.0,58,1006,1.5,20,0.0,20,7
2019-11-01 17,31.54,26.6,29.0,69,1007,2.06,16,0.0,75,7
2019-11-01 18,30.46,26.6,28.6,69,1008,2.01,21,0.0,75,7
2019-11-01 19,29.47,25.96,27.78,69,1008,2.34,5,0.0,75,7
2019-11-01 20,27.36,24.18,26.0,61,1012,1.0,290,0.0,40,7
2019-11-01 21,26.55,23.81,25.4,61,1012,1.0,290,0.0,40,7
2019-11-01 22,26.36,22.65,25.0,79,1013,1.91,0,0.0,40,7
2019-11-01 23,25.2,22.13,24.0,79,1012,2.28,351,0.0,40,7
2019-11-02 00,25.72,22.22,24.0,79,1012,1.68,310,0.0,40,7
2019-11-02 01,23.87,20.33,23.0,85,1012,2.04,303,0.0,40,7
2019-11-02 02,23.39,20.37,22.0,85,1012,1.69,304,0.0,40,7
2019-11-02 03,23.27,19.87,22.0,85,1012,1.59,307,0.0,40,7
2019-11-02 04,22.6,19.61,21.0,86,1012,1.0,230,0.0,40,2
2019-11-02 05,22.24,20.0,21.34,86,1012,1.0,230,0.0,40,2
2019-11-02 06,22.06,20.0,21.25,88,1013,1.34,289,0.0,40,2
2019-11-02 07,22.32,20.0,21.87,88,1014,2.08,301,0.0,40,2
2019-11-02 08,23.51,20.2,22.0,82,1015,1.0,270,0.0,40,6
2019-11-02 09,24.8,20.2,23.0,78,1015,1.0,290,0.0,40,6
2019-11-02 10,27.61,24.0,27.78,69,1012,1.5,250,0.0,40,7
2019-11-02 11,28.46,26.0,27.66,61,1011,2.01,327,0.0,40,7
2019-11-02 12,29.85,27.0,28.29,58,1011,1.0,340,0.0,40,7
2019-11-02 13,30.26,27.0,29.93,54,1010,1.5,290,0.0,40,7
2019-11-02 14,29.35,27.78,29.95,54,1010,3.1,290,0.0,40,7
2019-11-02 15,28.06,24.06,29.0,51,1010,2.6,270,0.0,40,7
2019-11-02 16,26.93,24.77,27.78,61,1010,3.6,250,0.0,40,7
2019-11-02 17,26.3,25.0,27.78,61,1011,4.1,250,0.0,75,7
2019-11-02 18,25.98,23.0,26.23,69,1015,2.1,290,0.0,40,7
2019-11-02 19,25.53,23.0,25.01,69,1015,2.1,290,0.0,40,7
2019-11-02 20,24.92,22.77,23.21,76,1015,1.5,340,0.0,20,6
2019-11-02 21,24.73,22.23,23.0,76,1015,1.5,340,0.0,20,6
2019-11-02 22,25.07,21.41,23.0,82,1015,1.0,230,0.0,20,6
2019-11-02 23,24.31,21.24,22.2,82,1015,1.0,230,0.0,20,6
2019-11-03 00,23.76,21.0,22.2,82,1015,1.0,230,0.0,20,6
2019-11-03 01,22.89,20.6,21.09,87,1014,1.53,303,0.0,20,6
2019-11-03 02,21.68,20.0,20.87,87,1014,2.16,313,0.0,20,6
2019-11-03 03,21.04,19.3,20.6,87,1014,2.47,325,0.0,20,6
2019-11-03 04,19.43,19.0,19.81,96,1014,4.1,270,0.0,40,6
2019-11-03 05,19.63,19.0,20.27,96,1015,4.1,270,0.0,40,6
2019-11-03 06,21.58,19.4,20.22,88,1015,1.5,270,0.0,75,6
2019-11-03 07,21.95,20.0,20.72,88,1016,1.5,270,0.0,75,6
2019-11-03 08,22.91,20.2,21.0,88,1016,1.5,270,0.0,75,6
2019-11-03 09,23.32,20.2,23.0,78,1017,2.1,250,0.0,75,6
2019-11-03 10,24.06,22.0,25.6,78,1017,3.1,250,0.0,75,6
2019-11-03 11,25.82,23.0,27.22,73,1013,3.1,250,0.0,75,7
2019-11-03 12,26.31,24.0,27.22,69,1012,3.1,230,0.0,75,7
2019-11-03 13,26.54,24.0,28.03,65,1011,3.6,230,0.0,75,7
2019-11-03 14,27.47,26.0,28.7,60,1010,3.1,250,0.0,40,7
2019-11-03 15,26.88,26.87,27.48,54,1013,3.6,250,0.0,40,7
2019-11-03 16,28.35,26.6,27.78,57,1009,2.1,240,0.0,40,7
2019-11-03 17,28.83,26.0,27.45,65,1009,1.0,250,0.0,40,7
2019-11-03 18,27.92,24.0,27.78,78,1010,2.49,283,0.0,60,7
2019-11-03 19,26.36,24.0,25.53,78,1014,2.44,277,0.0,56,7
2019-11-03 20,26.36,23.2,24.0,76,1015,1.0,250,0.0,40,2
2019-11-03 21,25.5,22.99,23.47,76,1015,1.0,250,0.0,40,2
2019-11-03 22,25.44,20.8,23.0,88,1015,1.0,230,0.0,40,2
2019-11-03 23,24.66,20.8,22.81,88,1015,1.0,230,0.0,40,2
2019-11-04 00,24.63,20.8,22.58,88,1015,1.0,230,0.0,40,2
2019-11-04 01,24.21,19.6,22.0,92,1014,1.0,230,0.0,40,2
2019-11-04 02,23.29,19.6,21.22,92,1014,1.0,230,0.0,40,2
2019-11-04 03,22.99,19.6,21.0,92,1014,1.0,230,0.0,40,2
2019-11-04 04,22.05,19.2,20.0,93,1014,1.0,250,0.0,40,6
2019-11-04 05,21.51,19.0,20.35,93,1014,1.0,250,0.0,40,6
2019-11-04 06,21.35,19.0,20.13,93,1015,1.0,240,0.0,40,6
2019-11-04 07,21.65,19.0,21.6,93,1016,1.0,240,0.0,40,6
2019-11-04 08,21.98,19.0,21.6,86,1016,1.0,270,0.0,40,6
2019-11-04 09,23.32,19.4,23.0,73,1017,1.5,270,0.0,20,6
2019-11-04 10,26.22,24.0,27.22,65,1013,2.6,270,0.0,20,7
2019-11-04 11,27.08,26.0,27.73,57,1013,3.1,320,0.0,20,7
2019-11-04 12,27.54,27.0,28.03,51,1015,3.1,270,0.0,20,7
2019-11-04 13,28.56,28.0,30.09,48,1014,3.6,270,0.0,20,7
2019-11-04 14,28.6,28.0,30.38,45,1014,3.1,270,0.0,20,7
2019-11-04 15,28.48,27.57,29.2,42,1013,2.6,270,0.0,1,7
2019-11-04 16,28.24,26.67,29.0,45,1009,2.1,280,0.0,1,7
2019-11-04 17,28.17,26.0,27.55,54,1010,1.0,270,0.0,1,0
2019-11-04 18,27.55,24.0,27.4,65,1010,1.0,270,0.0,1,0
2019-11-04 19,26.52,24.0,25.27,65,1013,1.0,270,0.0,1,0
2019-11-04 20,24.54,20.8,23.0,78,1014,1.0,250,0.0,0,2
2019-11-04 21,23.83,20.8,22.7,78,1014,1.0,250,0.0,0,2
2019-11-04 22,22.47,20.4,22.0,77,1014,2.1,270,0.0,0,2
2019-11-04 23,22.44,20.4,22.0,77,1014,2.1,270,0.0,0,2
2019-11-05 00,21.71,20.4,21.38,77,1013,2.1,270,0.0,0,2
2019-11-05 01,21.49,19.8,20.2,81,1013,1.0,270,0.0,0,2
2019-11-05 02,21.49,19.8,20.21,81,1013,1.0,270,0.0,0,2
2019-11-05 03,25.05,18.31,29.0,81,1007,1.0,270,0.0,0,2
2019-11-05 04,17.43,18.0,18.49,77,1012,2.79,299,0.0,1,2
2019-11-05 05,19.01,18.0,19.38,77,1012,1.5,250,0.0,0,2
2019-11-05 06,19.4,18.0,19.27,77,1012,1.0,250,0.0,0,6
2019-11-05 07,19.37,17.0,20.4,77,1013,1.0,250,0.0,1,6
2019-11-05 08,18.96,19.0,20.4,72,1013,3.1,250,0.0,1,7
2019-11-05 09,21.19,20.2,23.0,64,1014,2.6,250,0.0,1,7
2019-11-05 10,23.49,24.0,26.11,57,1010,4.6,250,0.0,1,7
2019-11-05 11,25.55,26.0,28.03,51,1009,4.1,250,0.0,0,7
2019-11-05 12,26.37,26.11,29.0,45,1008,4.1,260,0.0,1,7
2019-11-05 13,27.0,28.0,30.38,40,1011,5.1,250,0.0,1,0
2019-11-05 14,26.34,28.8,30.81,37,1011,6.2,270,0.0,1,0
2019-11-05 15,27.05,26.67,31.0,33,1006,3.6,250,0.0,1,0
2019-11-05 16,28.68,26.2,28.37,48,1005,1.0,250,0.0,0,0
2019-11-05 17,25.2,26.0,27.34,41,1005,2.6,260,0.0,1,0
2019-11-05 18,27.03,25.0,28.0,48,1006,1.0,250,0.0,0,0
2019-11-05 19,24.43,23.79,27.22,47,1004,2.25,276,0.0,1,0
2019-11-05 20,23.18,20.6,23.0,78,1011,2.22,271,0.0,1,2
2019-11-05 21,22.44,20.6,22.16,78,1011,2.39,275,0.0,1,2
2019-11-05 22,21.67,18.6,22.0,82,1011,2.37,282,0.0,1,2
2019-11-05 23,21.66,18.6,22.0,82,1011,2.31,291,0.0,3,2
