timestamp,feels_like,temp_min,temp_max,humidity,pressure,wind_speed,wind_deg,rain,clouds_all,weather
2020-07-20 07,31.87,27.0,28.6,79,999,2.1,270,0.0,40,2
2020-07-20 08,32.84,28.0,28.84,79,999,2.1,270,0.0,40,2
2020-07-20 09,32.97,28.0,29.44,79,999,2.1,270,0.0,40,2
2020-07-20 10,33.37,28.0,29.95,77,999,1.5,270,0.0,75,2
2020-07-20 11,33.92,28.0,30.72,77,999,1.5,270,0.0,75,2
2020-07-20 12,34.44,28.4,31.3,77,999,1.5,270,0.0,75,2
2020-07-20 13,34.33,28.0,31.9,74,999,1.0,270,0.0,75,0
2020-07-20 14,35.26,28.0,32.19,74,997,1.0,270,0.0,75,0
2020-07-20 15,34.94,28.0,31.47,74,997,1.0,270,0.0,75,0
2020-07-20 16,37.37,30.77,32.4,69,992,1.0,250,0.0,40,0
2020-07-20 17,37.96,31.0,32.4,69,992,1.0,250,0.0,40,0
2020-07-20 18,38.28,31.75,32.4,69,992,1.0,250,0.0,40,0
2020-07-20 19,37.6,30.2,31.13,81,998,1.5,110,0.0,40,2
2020-07-20 20,36.88,28.86,31.67,81,993,1.5,110,0.0,40,2
2020-07-20 21,35.19,29.0,30.2,81,999,1.5,110,0.0,40,2
2020-07-20 22,33.99,26.83,29.4,82,999,2.1,110,1.0,75,5
2020-07-20 23,34.87,26.41,32.22,82,994,2.1,110,2.0,75,5
2020-07-21 00,31.12,26.0,29.4,82,999,2.1,110,0.0,75,5
2020-07-21 01,31.18,24.66,26.0,98,1000,1.0,110,0.0,75,8
2020-07-21 02,30.23,24.6,25.07,98,999,1.0,110,0.0,75,8
2020-07-21 03,30.43,24.8,25.1,98,999,1.0,110,0.0,75,8
2020-07-21 04,30.4,24.8,25.05,98,999,1.0,160,0.0,75,2
2020-07-21 05,30.47,24.6,25.68,98,999,1.0,160,0.0,75,2
2020-07-21 06,30.59,24.8,25.56,98,1000,1.0,160,0.0,75,2
2020-07-21 07,30.71,25.0,26.6,92,1001,1.0,110,0.0,75,2
2020-07-21 08,32.0,25.0,27.0,92,1001,1.0,110,0.0,75,2
2020-07-21 09,32.99,25.0,28.0,92,1001,1.0,110,0.0,75,2
2020-07-21 10,32.92,27.44,31.8,66,997,2.6,140,0.0,40,0
2020-07-21 11,33.68,28.2,31.8,66,998,2.6,140,0.0,40,0
2020-07-21 12,34.4,28.2,31.8,66,997,2.6,140,0.0,40,0
2020-07-21 13,31.52,26.8,31.0,66,1002,4.6,320,0.0,90,0
2020-07-21 14,28.5,24.0,28.94,100,1002,6.2,320,1.0,90,5
2020-07-21 15,28.06,24.0,29.0,100,1001,6.2,320,10.0,90,5
2020-07-21 16,32.43,25.0,26.85,98,1000,1.0,50,0.0,40,2
2020-07-21 17,33.61,26.2,28.0,98,1000,1.0,50,0.0,40,2
2020-07-21 18,34.99,26.8,28.53,98,1000,1.0,50,0.0,40,2
2020-07-21 19,33.53,25.8,27.98,98,1001,1.0,90,0.0,40,2
2020-07-21 20,32.35,25.8,26.88,98,1001,1.0,90,0.0,40,2
2020-07-21 21,32.29,25.8,26.96,98,1002,1.0,90,0.0,40,2
2020-07-21 22,32.39,25.41,26.32,98,1003,0.31,203,0.0,40,2
2020-07-21 23,32.18,25.6,26.32,98,1003,0.68,256,0.0,40,2
2020-07-22 00,31.89,25.6,26.25,98,1003,1.12,246,0.0,40,2
2020-07-22 01,30.88,24.8,26.26,98,1003,2.1,230,1.5,90,5
2020-07-22 02,29.65,24.0,26.23,98,1003,2.1,230,1.5,90,5
2020-07-22 03,30.0,24.8,26.13,98,1002,2.1,230,1.5,90,5
2020-07-22 04,30.49,24.6,26.05,100,1002,1.5,230,0.0,75,2
2020-07-22 05,30.71,24.6,26.8,100,1002,1.5,230,0.0,75,2
2020-07-22 06,31.65,24.6,26.69,100,1003,1.5,230,0.0,75,2
2020-07-22 07,32.4,26.0,27.6,96,1003,1.5,110,0.0,75,2
2020-07-22 08,32.99,26.2,27.6,96,1002,1.5,110,0.0,75,2
2020-07-22 09,33.01,26.2,27.6,96,1003,1.5,110,0.0,75,2
2020-07-22 10,32.71,27.0,28.0,98,1003,3.1,250,9.0,90,4
2020-07-22 11,32.68,25.0,30.0,98,999,3.1,250,33.0,90,4
2020-07-22 12,33.16,26.0,30.0,98,998,3.1,250,9.0,90,4
2020-07-22 13,32.59,26.2,28.15,98,1002,2.6,270,0.0,75,2
2020-07-22 14,33.08,26.2,28.34,98,1001,2.6,270,0.0,75,2
2020-07-22 15,34.66,26.2,30.03,98,997,2.6,270,0.0,75,2
2020-07-22 16,32.13,26.8,28.81,87,1000,2.1,250,0.0,75,2
2020-07-22 17,31.88,26.8,27.92,87,1000,2.1,250,0.0,75,2
2020-07-22 18,32.58,26.8,28.0,87,1000,2.1,250,0.0,75,2
2020-07-22 19,31.67,26.0,27.44,90,1001,1.5,270,0.0,40,2
2020-07-22 20,31.43,25.8,26.95,90,1001,1.5,270,0.0,40,2
2020-07-22 21,31.41,26.0,26.77,90,1001,1.5,270,0.0,40,2
2020-07-22 22,30.43,25.0,26.03,94,1002,1.5,250,0.0,20,2
2020-07-22 23,30.57,25.0,25.93,94,1002,1.5,250,0.0,20,2
2020-07-23 00,30.32,25.0,25.8,94,1002,1.5,250,0.0,20,2
2020-07-23 01,30.59,25.0,25.4,96,1001,1.0,250,0.0,20,2
2020-07-23 02,30.51,24.8,25.48,96,1001,1.0,250,0.0,20,2
2020-07-23 03,30.58,25.0,25.46,96,1001,1.0,250,0.0,20,2
2020-07-23 04,30.55,24.8,25.49,98,1001,1.04,246,0.0,20,2
2020-07-23 05,30.92,24.6,27.04,98,1001,1.14,232,0.0,20,2
2020-07-23 06,31.62,24.8,27.02,98,1001,1.5,237,0.0,20,2
2020-07-23 07,31.89,26.0,28.0,90,1001,2.1,250,0.0,20,2
2020-07-23 08,32.7,27.0,28.44,90,1001,2.1,250,0.0,20,2
2020-07-23 09,34.42,27.0,29.44,90,997,2.1,250,0.0,20,2
2020-07-23 10,34.69,30.0,30.98,70,997,2.1,290,0.0,40,0
2020-07-23 11,36.06,30.6,32.87,66,1002,2.1,340,0.0,40,0
2020-07-23 12,36.03,30.6,32.57,66,1001,2.1,340,0.0,40,0
2020-07-23 13,36.89,32.0,34.4,59,1001,2.6,250,0.0,40,0
2020-07-23 14,37.11,32.6,33.37,61,1000,2.6,270,0.0,40,0
2020-07-23 15,36.5,32.74,33.0,59,1000,3.1,280,0.0,40,0
2020-07-23 16,36.28,32.97,33.25,59,999,3.6,290,0.0,40,0
2020-07-23 17,37.58,32.0,34.0,62,999,2.6,270,0.0,40,0
2020-07-23 18,36.94,32.0,33.0,66,999,2.6,270,0.0,40,0
2020-07-23 19,37.05,31.29,32.0,66,1001,1.4,69,0.0,40,0
2020-07-23 20,35.49,29.12,30.4,79,1001,2.1,340,0.0,40,2
2020-07-23 21,36.49,29.64,31.0,79,1002,2.1,340,0.0,40,2
2020-07-23 22,36.62,29.0,30.0,89,1002,1.5,50,0.0,40,2
2020-07-23 23,35.37,28.6,29.0,89,1003,1.5,50,0.0,40,2
2020-07-24 00,35.53,28.55,29.0,89,1003,1.5,50,0.0,40,2
2020-07-24 01,34.31,28.11,29.0,87,1003,2.1,70,0.0,40,2
2020-07-24 02,34.1,27.94,29.0,87,1003,2.1,70,0.0,40,2
2020-07-24 03,33.3,27.59,28.2,87,1003,2.1,70,0.0,40,2
2020-07-24 04,34.3,27.4,28.33,93,998,1.5,70,0.0,40,2
2020-07-24 05,34.38,27.4,28.65,93,998,1.5,70,0.0,40,2
2020-07-24 06,34.73,27.4,28.89,93,999,1.5,70,0.0,40,2
2020-07-24 07,35.06,28.88,29.44,83,1000,1.5,70,0.0,40,0
2020-07-24 08,34.92,29.0,30.0,81,999,2.1,110,0.0,40,2
2020-07-24 09,34.65,29.0,31.0,74,1001,3.1,90,0.0,40,0
2020-07-24 10,37.1,30.71,32.6,74,1005,3.1,90,0.0,40,0
2020-07-24 11,38.2,32.0,34.4,67,1004,3.1,180,0.0,40,0
2020-07-24 12,39.51,32.17,34.0,67,1005,2.1,90,0.0,75,0
2020-07-24 13,39.07,32.53,34.0,67,1004,3.1,70,0.0,75,0
2020-07-24 14,39.78,32.68,35.8,63,1003,2.6,70,0.0,75,0
2020-07-24 15,39.25,32.1,35.0,63,1003,2.6,70,0.0,75,0
2020-07-24 16,38.26,30.6,34.0,67,1003,2.6,70,0.0,75,0
2020-07-24 17,36.67,29.0,34.0,67,1002,2.1,70,0.0,75,0
2020-07-24 18,30.92,24.0,30.81,70,1003,2.1,240,0.0,75,5
2020-07-24 19,31.23,26.0,30.02,70,1004,2.1,240,0.0,75,5
2020-07-24 20,33.79,27.0,29.06,95,1004,2.1,270,0.0,40,2
2020-07-24 21,33.47,27.0,28.84,95,1004,2.1,270,0.0,40,2
2020-07-24 22,33.04,26.8,28.31,95,1005,2.1,50,0.0,40,2
2020-07-24 23,32.9,26.8,28.25,95,1005,2.1,50,0.0,40,2
2020-07-25 00,32.87,26.8,27.93,95,1005,2.1,50,0.0,40,2
2020-07-25 01,31.75,25.8,27.35,94,1005,2.6,90,0.0,40,2
2020-07-25 02,31.48,25.8,27.14,94,1005,2.6,90,0.0,40,2
2020-07-25 03,31.61,25.8,27.0,94,1006,2.6,90,0.0,40,2
2020-07-25 04,31.84,26.4,27.0,94,1006,2.6,50,0.0,40,2
2020-07-25 05,31.86,26.2,27.73,94,1005,2.6,50,0.0,40,2
2020-07-25 06,32.55,26.4,28.0,94,1006,2.6,50,0.0,40,2
2020-07-25 07,34.25,27.0,29.8,94,1006,2.1,70,0.0,75,2
2020-07-25 08,35.19,28.0,29.8,92,1007,1.5,70,0.0,40,2
2020-07-25 09,37.02,28.0,31.0,84,1003,1.0,120,0.0,75,2
2020-07-25 10,38.09,30.4,32.0,79,1007,1.5,70,0.0,75,2
2020-07-25 11,38.81,30.4,33.4,75,1007,1.5,50,0.0,75,0
2020-07-25 12,39.2,30.4,34.0,71,1007,1.5,50,0.0,75,0
2020-07-25 13,40.37,32.2,35.0,67,1006,1.5,50,0.0,75,0
2020-07-25 14,41.12,32.18,35.4,67,1005,1.0,50,0.0,75,0
2020-07-25 15,41.02,32.2,35.0,67,1004,1.0,90,0.0,75,0
2020-07-25 16,40.24,31.2,35.0,67,1004,1.0,90,0.0,75,0
2020-07-25 17,40.79,31.2,34.4,75,1003,1.0,90,0.0,75,2
2020-07-25 18,41.14,31.2,32.39,89,1004,1.0,90,0.0,75,2
2020-07-25 19,40.27,31.0,32.0,89,1004,1.0,90,0.0,75,2
2020-07-25 20,38.54,30.0,30.4,95,1005,1.5,90,0.0,40,2
2020-07-25 21,37.44,29.0,30.4,95,1005,1.5,90,0.0,40,2
2020-07-25 22,37.09,29.05,30.0,89,1006,1.0,70,0.0,40,2
2020-07-25 23,36.4,29.0,29.4,89,1006,1.0,70,0.0,40,2
2020-07-26 00,36.18,28.82,29.4,89,1006,1.0,70,0.0,40,2
2020-07-26 01,35.3,28.0,29.0,88,1006,1.0,70,0.0,40,2
2020-07-26 02,34.37,27.69,28.4,88,1006,1.0,70,0.0,40,2
2020-07-26 03,34.27,27.38,28.4,88,1006,1.0,70,0.0,40,2
2020-07-26 04,34.41,27.13,28.2,90,1006,1.0,70,0.0,40,2
2020-07-26 05,34.9,27.0,30.0,90,1001,1.0,70,0.0,40,2
2020-07-26 06,34.79,27.78,29.0,89,1007,1.0,120,0.0,20,2
2020-07-26 07,36.18,28.34,30.0,89,1003,1.0,120,0.0,20,2
2020-07-26 08,37.27,28.48,31.6,84,1003,1.0,180,0.0,20,2
2020-07-26 09,36.27,29.12,32.0,74,1004,2.1,210,0.0,40,2
2020-07-26 10,39.31,31.2,34.0,67,1007,2.1,40,0.0,40,0
2020-07-26 11,39.94,32.72,35.0,63,1006,1.5,340,0.0,40,0
2020-07-26 12,40.79,32.8,35.0,63,1006,1.5,120,0.0,40,0
2020-07-26 13,40.91,33.52,36.0,60,1006,2.1,80,0.0,40,0
2020-07-26 14,40.32,33.48,36.0,60,1004,2.6,110,0.0,40,0
2020-07-26 15,38.26,33.0,35.0,63,1004,4.1,330,0.0,75,0
2020-07-26 16,39.75,32.2,34.16,75,1003,2.6,70,0.0,40,0
2020-07-26 17,41.18,33.68,35.0,67,1002,1.5,70,0.0,40,0
2020-07-26 18,41.73,33.94,34.19,71,1003,1.0,60,0.0,40,0
2020-07-26 19,40.68,32.57,34.0,71,1003,1.0,60,0.0,40,0
2020-07-26 20,39.9,31.18,32.4,81,1003,1.0,70,0.0,20,2
2020-07-26 21,39.83,31.0,32.4,81,1004,1.0,70,0.0,20,2
2020-07-26 22,38.86,29.91,31.0,89,1004,1.24,166,0.0,20,2
2020-07-26 23,38.49,29.8,31.0,89,1004,1.3,184,0.0,20,2
2020-07-27 00,36.9,29.95,30.35,84,1004,1.3,204,0.0,40,2
2020-07-27 01,38.21,29.41,30.2,93,1003,1.0,180,0.0,40,2
2020-07-27 02,37.57,29.0,30.2,93,1003,1.0,180,0.0,40,2
2020-07-27 03,37.88,28.52,30.2,93,1003,1.0,180,0.0,40,2
2020-07-27 04,35.11,28.1,29.4,88,1003,2.1,230,0.0,40,2
2020-07-27 05,35.81,28.88,30.0,88,1003,2.1,230,0.0,40,2
2020-07-27 06,36.57,28.99,30.0,89,1004,1.33,286,0.0,40,2
2020-07-27 07,37.49,30.0,31.4,84,1004,1.7,242,0.0,40,2
2020-07-27 08,37.35,30.25,32.2,75,1004,2.1,250,0.0,20,2
2020-07-27 09,37.47,30.47,33.0,70,1005,3.1,260,0.0,40,0
2020-07-27 10,37.7,32.6,35.0,63,1004,4.1,250,0.0,20,0
2020-07-27 11,39.38,33.83,35.4,63,1003,4.1,250,0.0,40,0
2020-07-27 12,39.75,34.15,36.0,60,1003,4.1,240,0.0,75,0
2020-07-27 13,40.69,35.0,37.0,56,1002,3.1,260,0.0,75,0
2020-07-27 14,40.5,35.0,37.0,56,1001,4.1,270,0.0,75,0
2020-07-27 15,40.19,34.85,37.0,56,1001,3.6,260,0.0,75,0
2020-07-27 16,39.72,34.58,37.0,56,1000,4.1,280,0.0,75,0
2020-07-27 17,40.4,34.5,37.0,56,999,3.1,270,0.0,40,0
2020-07-27 18,40.3,34.0,36.4,60,1000,2.6,270,0.0,40,0
2020-07-27 19,39.55,33.0,36.0,60,1000,2.6,270,0.0,40,0
2020-07-27 20,36.08,32.0,32.39,67,1001,3.6,230,0.0,40,0
2020-07-27 21,37.3,31.44,32.0,70,1001,2.1,240,0.0,40,0
2020-07-27 22,38.6,30.51,31.4,88,1002,2.1,250,0.0,40,2
2020-07-27 23,35.95,30.0,30.79,78,1002,2.1,250,0.0,20,2
2020-07-28 00,36.91,30.0,30.67,84,1002,1.5,230,0.0,40,2
2020-07-28 01,37.93,29.33,30.6,92,1001,1.5,270,0.0,40,2
2020-07-28 02,37.39,29.0,30.6,92,1001,1.5,270,0.0,40,2
2020-07-28 03,36.37,28.96,29.14,94,1001,1.5,230,0.0,40,2
2020-07-28 04,34.86,29.0,29.17,94,1000,3.73,255,0.0,40,2
2020-07-28 05,37.28,29.0,29.92,95,1000,1.5,250,0.0,20,2
2020-07-28 06,38.07,29.8,30.04,95,1001,1.5,250,0.0,20,2
2020-07-28 07,37.24,30.0,31.0,84,998,2.1,240,0.0,40,2
2020-07-28 08,37.0,30.0,32.2,79,1001,2.6,250,0.0,40,2
2020-07-28 09,35.24,30.8,32.0,70,996,4.6,260,0.0,40,0
2020-07-28 10,39.3,33.0,35.0,67,1002,3.1,250,0.0,20,0
2020-07-28 11,40.6,33.2,36.0,67,1001,3.6,250,0.0,20,0
2020-07-28 12,41.81,34.47,36.0,67,1001,3.1,280,0.0,20,0
2020-07-28 13,41.37,35.0,36.0,63,1001,3.1,260,0.0,20,0
2020-07-28 14,42.79,35.4,37.0,60,999,2.6,270,0.0,40,0
2020-07-28 15,42.29,34.63,37.0,60,999,2.6,270,0.0,40,0
2020-07-28 16,42.17,34.9,37.0,60,998,3.1,270,0.0,40,0
2020-07-28 17,42.91,35.25,37.0,60,997,2.1,270,0.0,40,0
2020-07-28 18,41.11,34.0,36.6,63,998,2.6,270,0.0,40,0
2020-07-28 19,40.5,33.48,36.0,63,998,2.6,270,0.0,40,0
2020-07-28 20,39.38,31.59,34.4,69,999,2.6,270,0.0,40,0
2020-07-28 21,38.49,30.77,34.4,69,999,2.6,270,0.0,40,0
2020-07-28 22,38.84,29.66,33.33,73,995,2.1,200,0.0,40,0
2020-07-28 23,38.49,29.21,33.33,73,994,2.1,200,0.0,40,0
2020-07-29 00,38.59,29.53,33.2,73,994,2.1,200,0.0,40,0
2020-07-29 01,39.17,29.06,33.0,79,994,1.5,230,0.0,40,0
2020-07-29 02,37.77,28.79,32.22,79,994,1.5,230,0.0,40,0
2020-07-29 03,36.81,28.43,32.0,79,994,1.5,230,0.0,40,0
2020-07-29 04,36.48,28.47,30.2,85,999,1.5,140,0.0,40,2
2020-07-29 05,36.01,29.0,30.2,85,999,1.5,140,0.0,40,2
2020-07-29 06,35.63,29.0,31.0,79,1000,1.5,130,0.0,90,0
2020-07-29 07,36.65,28.0,32.78,79,997,1.5,130,0.0,90,0
2020-07-29 08,39.21,30.25,33.33,80,997,1.0,90,0.0,40,2
2020-07-29 09,39.33,30.3,34.0,67,997,1.0,150,0.0,75,0
2020-07-29 10,40.53,31.66,36.0,63,998,1.0,200,0.0,40,0
2020-07-29 11,40.99,31.8,36.4,60,998,1.0,70,0.0,75,0
2020-07-29 12,41.72,31.8,36.0,63,1001,1.0,120,0.0,75,0
2020-07-29 13,43.47,30.0,35.0,94,997,2.1,120,1.0,75,4
2020-07-29 14,39.16,28.0,33.33,94,997,1.5,120,2.0,75,5
2020-07-29 14,39.16,28.0,33.33,94,997,1.5,120,2.0,75,2
2020-07-29 15,36.15,29.0,30.6,89,1000,1.5,110,0.0,75,2
2020-07-29 16,35.61,28.0,32.78,88,997,1.5,110,0.0,75,2
2020-07-29 17,34.38,26.2,32.78,88,997,1.5,70,1.5,75,5
2020-07-29 17,34.38,26.2,32.78,88,997,1.5,70,1.5,75,2
2020-07-29 18,34.27,26.0,32.78,94,998,2.1,70,0.0,75,2
2020-07-29 19,34.34,26.0,33.33,94,998,2.1,70,0.0,75,2
2020-07-29 20,31.86,26.4,28.96,84,1003,2.1,180,0.0,40,2
2020-07-29 21,31.98,27.0,28.76,84,1003,2.1,180,0.0,40,2
2020-07-29 22,31.26,26.0,27.84,87,1003,2.1,70,0.0,40,2
2020-07-29 23,31.38,26.0,28.06,87,1003,2.1,70,0.0,40,2
2020-07-30 00,31.27,26.0,27.85,87,1003,2.1,70,0.0,40,2
2020-07-30 01,32.34,25.96,28.0,90,1003,1.0,70,0.0,40,2
2020-07-30 02,31.81,24.8,28.0,90,1003,1.0,70,0.0,40,2
2020-07-30 03,32.47,26.0,28.0,90,1002,1.0,70,0.0,40,2
2020-07-30 04,31.77,26.0,27.0,88,1003,1.0,140,0.0,40,2
2020-07-30 05,32.09,26.0,27.77,88,1003,1.0,140,0.0,40,2
2020-07-30 06,32.83,27.0,27.78,88,1003,1.0,150,0.0,75,2
2020-07-30 07,33.27,27.0,29.6,88,1003,1.0,150,0.0,75,2
2020-07-30 08,33.34,27.2,29.6,83,1004,2.6,110,0.0,75,2
2020-07-30 09,34.25,29.14,30.0,74,1004,2.6,160,0.0,75,2
2020-07-30 10,33.27,28.0,30.08,74,1005,2.6,210,0.0,75,0
2020-07-30 11,34.91,28.4,32.78,72,1000,2.6,250,0.0,40,0
2020-07-30 12,32.83,28.0,31.0,70,1005,3.6,250,0.0,75,0
2020-07-30 13,34.53,29.0,31.92,70,1004,2.6,290,0.0,75,0
2020-07-30 14,35.17,29.8,32.55,70,1002,2.6,320,0.0,75,0
2020-07-30 15,36.17,31.0,32.13,70,1002,2.1,50,0.0,75,0
2020-07-30 16,35.32,29.6,31.98,70,1001,2.1,270,0.0,40,0
2020-07-30 17,34.71,29.6,31.57,68,1000,2.6,200,0.0,40,0
2020-07-30 18,34.34,29.6,31.4,68,1000,2.6,200,0.0,40,0
2020-07-30 19,35.03,29.62,30.26,78,1001,2.6,180,0.0,40,2
2020-07-30 20,34.0,29.0,30.0,78,1001,2.6,180,0.0,40,2
2020-07-30 21,33.15,28.0,30.0,78,1002,2.6,180,0.0,40,2
2020-07-30 22,33.2,28.0,29.0,84,1003,2.6,230,0.0,40,2
2020-07-30 23,33.08,27.8,29.0,84,1003,2.6,230,0.0,40,2
2020-07-31 00,33.01,27.62,29.0,84,1003,2.6,230,0.0,40,2
2020-07-31 01,33.22,27.09,28.6,86,1003,2.1,90,0.0,40,2
2020-07-31 02,32.98,26.83,28.6,86,1002,2.1,90,0.0,40,2
2020-07-31 03,33.14,26.88,28.6,86,1002,2.1,90,0.0,40,2
2020-07-31 04,33.22,26.92,28.4,90,1002,2.6,70,0.0,40,2
2020-07-31 05,33.65,27.73,28.43,90,1002,2.6,70,0.0,40,2
2020-07-31 06,34.74,27.72,29.0,89,1003,2.1,50,0.0,90,2
2020-07-31 07,34.97,27.6,29.6,89,1003,2.1,50,0.0,90,2
2020-07-31 08,36.17,27.6,30.0,94,1003,2.1,50,0.0,75,2
2020-07-31 09,38.28,27.6,32.78,89,1000,1.5,50,0.0,75,2
2020-07-31 10,37.78,30.1,33.0,70,1001,2.1,30,0.0,75,0
2020-07-31 11,39.06,31.78,33.8,67,1000,1.5,70,0.0,40,0
2020-07-31 12,39.9,32.15,34.0,67,1003,1.0,60,0.0,75,0
2020-07-31 13,39.09,31.0,34.3,67,1002,1.0,60,0.0,75,0
2020-07-31 14,39.39,31.0,34.2,73,1001,1.5,140,0.0,40,0
2020-07-31 15,40.62,32.43,33.14,75,1000,1.0,70,0.0,75,0
2020-07-31 16,40.79,32.84,34.0,71,1000,1.0,120,0.0,75,0
2020-07-31 17,38.42,31.0,33.4,75,999,2.1,140,0.0,75,0
2020-07-31 18,38.72,31.0,33.4,74,999,1.0,200,0.0,75,0
2020-07-31 19,35.81,30.0,33.15,75,1000,3.1,130,0.0,75,0
2020-07-31 20,37.04,29.0,32.0,84,1000,1.5,160,0.0,40,2
2020-07-31 21,36.17,29.0,30.71,84,1001,1.5,160,0.0,40,2
2020-07-31 22,35.61,29.0,29.89,88,1002,2.1,140,0.0,40,2
2020-07-31 23,35.48,28.8,29.71,88,1002,2.1,140,0.0,40,2
2020-08-01 00,35.51,28.95,29.6,88,1002,2.1,140,0.0,40,2
2020-08-01 01,35.82,28.53,29.2,90,1002,1.5,160,0.0,40,2
2020-08-01 02,35.59,28.32,29.2,90,1002,1.5,160,0.0,40,2
2020-08-01 03,35.02,27.55,29.2,90,1001,1.5,160,0.0,40,2
2020-08-01 04,35.42,27.63,28.6,95,1001,1.0,90,0.0,40,2
2020-08-01 05,35.74,28.17,28.6,95,1001,1.0,90,0.0,40,2
2020-08-01 06,34.96,28.2,29.0,89,1001,1.5,90,0.0,75,2
2020-08-01 07,37.27,29.0,32.78,89,998,1.5,90,0.0,75,2
2020-08-01 08,35.7,29.0,32.78,82,998,3.1,50,0.0,40,2
2020-08-01 09,35.94,29.0,32.22,82,997,3.1,50,0.0,40,2
2020-08-01 10,37.02,29.0,34.0,67,997,2.1,90,0.0,40,0
2020-08-01 11,37.2,29.0,34.0,67,1002,2.1,90,0.0,40,0
2020-08-01 12,37.34,29.0,34.0,67,1002,2.1,90,0.0,40,0
2020-08-01 13,37.67,31.6,33.4,70,1001,3.1,140,0.0,90,1
2020-08-01 14,37.62,31.6,33.4,75,1000,4.1,220,1.5,90,4
2020-08-01 15,36.11,30.55,32.0,74,1000,4.1,220,1.5,90,4
2020-08-01 16,36.63,29.99,32.0,79,999,1.5,210,0.0,75,2
2020-08-01 17,36.23,27.6,32.0,86,999,1.0,250,0.0,40,2
2020-08-01 18,35.61,27.6,32.0,83,999,1.5,240,0.0,75,2
2020-08-01 19,36.57,28.2,30.8,92,1000,1.0,230,0.0,40,2
2020-08-01 20,36.05,28.2,29.8,92,1000,1.0,230,0.0,40,2
2020-08-01 21,36.34,28.76,29.24,92,1001,1.0,230,0.0,40,2
2020-08-01 22,35.39,28.0,29.0,92,1001,1.0,230,0.0,20,2
2020-08-01 23,34.57,27.0,28.42,92,1001,1.0,230,0.0,20,2
2020-08-02 00,34.12,27.0,28.34,92,1001,1.0,230,0.0,20,2
2020-08-02 01,33.83,27.0,27.8,93,1001,1.0,200,0.0,20,2
2020-08-02 02,33.9,27.0,27.8,93,1001,1.0,200,0.0,20,2
2020-08-02 03,33.9,27.02,27.8,93,1001,1.0,200,0.0,20,2
2020-08-02 04,33.52,26.89,27.42,95,1001,1.0,230,0.0,20,2
2020-08-02 05,33.79,27.0,28.11,95,1001,1.0,230,0.0,20,2
2020-08-02 06,32.05,27.0,28.0,88,1001,2.6,240,0.0,40,2
2020-08-02 07,34.42,28.0,31.8,88,1002,2.6,240,0.0,40,2
2020-08-02 08,34.78,28.44,32.22,79,998,3.6,250,0.0,20,2
2020-08-02 09,35.97,28.8,32.0,70,998,2.1,250,0.0,26,0
2020-08-02 10,37.23,31.0,33.19,70,1002,2.1,250,0.0,29,0
2020-08-02 11,38.56,32.6,34.27,63,1001,3.1,270,0.0,40,0
2020-08-02 12,39.29,32.6,35.0,59,1001,2.1,300,0.0,40,0
2020-08-02 13,40.52,34.6,36.24,59,999,2.6,250,0.0,40,0
2020-08-02 14,41.57,35.18,36.0,58,998,2.1,320,0.0,40,0
2020-08-02 15,42.69,34.6,36.0,63,998,1.5,250,0.0,75,0
2020-08-02 16,39.22,34.0,36.0,60,996,5.1,260,0.0,75,0
2020-08-02 17,40.44,34.0,37.0,60,995,4.1,270,0.0,40,0
2020-08-02 18,42.34,34.0,36.0,63,995,1.5,270,0.0,40,0
2020-08-02 19,41.65,32.75,36.0,63,996,1.5,270,0.0,40,0
2020-08-02 20,38.49,31.47,32.2,74,995,1.5,180,0.0,40,0
2020-08-02 21,37.96,30.88,32.2,74,996,1.5,180,0.0,40,0
2020-08-02 22,36.25,29.2,31.0,77,996,1.29,236,0.0,40,0
2020-08-02 23,36.21,29.2,31.0,77,996,1.29,244,0.0,40,0
2020-08-03 00,36.23,29.2,31.0,77,996,1.29,252,0.0,40,0
2020-08-03 01,35.79,28.6,31.13,82,996,1.33,243,0.0,40,0
2020-08-03 02,34.62,28.38,29.43,82,996,1.62,226,0.0,40,0
2020-08-03 03,34.62,28.6,29.4,82,996,1.65,225,0.0,40,0
2020-08-03 04,33.85,28.4,29.4,82,996,2.6,200,0.0,75,0
2020-08-03 05,34.85,29.4,29.89,82,987,2.6,200,0.0,75,0
2020-08-03 06,35.16,28.4,31.0,82,991,2.6,200,0.0,75,0
2020-08-03 07,35.41,30.0,31.4,79,993,3.6,220,0.0,75,0
2020-08-03 08,35.57,30.0,32.2,79,994,4.1,230,0.0,75,2
2020-08-03 09,34.66,30.0,32.2,74,994,5.1,230,0.0,75,2
2020-08-03 10,35.98,32.0,33.2,70,997,5.1,230,0.0,75,0
2020-08-03 11,38.4,33.06,34.2,66,996,3.6,230,0.0,40,0
2020-08-03 12,39.72,33.2,36.0,63,997,3.6,230,0.0,75,0
2020-08-03 13,41.68,34.23,36.0,63,995,2.6,230,0.0,75,0
2020-08-03 14,41.03,34.8,37.0,60,994,4.1,250,0.0,75,0
2020-08-03 15,41.1,33.79,37.0,60,994,3.6,250,0.0,75,0
2020-08-03 16,40.82,34.05,37.0,60,992,3.6,250,0.0,75,0
2020-08-03 17,41.57,34.71,37.0,60,992,2.6,250,0.0,75,0
2020-08-03 18,41.66,34.19,35.0,67,992,2.1,250,0.0,75,0
2020-08-03 19,41.34,33.55,35.0,67,993,2.1,250,0.0,75,0
