timestamp,Temperature,Humidity,Carbon Monoxide,Nitrogen Dioxide,Dust (PM2.5),Dust (PM10)
2019-09-13 11,20.725490196078432,45.537254901960786,5.070588235294117,19.407705882352946,20.037254901960786,28.037254901960786
2019-09-13 12,21.696304529035842,45.59599888858016,4.78438455126424,19.420436232286743,21.483467629897195,29.678799666574047
2019-09-13 13,22.167315175097276,43.55530850472485,5.362701500833796,19.429824902723734,22.079766536964982,30.736798221234018
2019-09-13 14,21.734926368435676,44.159766601833844,4.6499027507641015,19.423295359822173,24.09891636565713,33.70102806335093
2019-09-13 15,19.27757710475132,53.91997777160322,6.149763823284245,19.404690191719926,27.768824673520424,38.673520422339536
2019-09-13 16,17.96941896024465,60.386433138726716,6.420350291909925,19.3942035029191,31.622185154295245,44.281345565749234
2019-09-13 17,16.83528102392877,67.2838063439065,5.83889816360601,19.388491930996107,37.35698386199221,51.96188091263217
2019-09-13 18,16.9221140472879,66.68623087621697,6.09624478442281,19.394731571627258,26.527955493741306,37.096801112656465
2019-09-13 19,16.422018348623855,63.66527661940506,5.652210175145955,19.389716430358632,22.11759799833194,31.031693077564636
2019-09-13 20,15.732147818838566,66.31536537927202,5.86774103917755,19.385365379272017,22.424840233398164,31.339538760766878
2019-09-13 21,15.89633129516398,67.78126737076154,5.83296275708727,19.37344913841023,25.56225680933852,35.68204558087827
2019-09-13 22,15.744645340751044,69.88511821974966,6.006675938803895,19.380717663421418,28.418915159944365,39.52767732962448
2019-09-13 23,15.245136186770427,71.7153974430239,6.5225125069483045,19.377576431350747,37.28154530294608,51.884658143413006
2019-09-14 00,15.477184195882026,73.83082915971063,6.582637729549249,19.38809682804674,36.500278241513634,50.83889816360601
2019-09-14 01,15.111419838844123,75.55709919422061,6.130869686023895,19.38988330091692,32.916643512086694,45.77465962767435
2019-09-14 02,14.948817802503477,76.99360222531294,6.28817802503477,19.382361613351875,37.18887343532684,51.9221140472879
2019-09-14 03,15.280311457174639,76.76056729699667,5.978587319243604,19.387689098998887,36.27614015572859,50.62235817575083
