timestamp,Temperature,Humidity,Carbon Monoxide,Nitrogen Dioxide,Dust (PM2.5),Dust (PM10)
2019-09-13 05,23.0,89.0,15.756532066508314,19.248931116389553,28.33729216152019,39.30760095011876
2019-09-13 06,23.123679822123403,87.31017231795443,16.184269038354643,19.256092273485272,31.92912729294052,44.29738743746526
2019-09-13 07,24.171253822629968,83.17625799277175,16.24381428968585,19.259068668334724,55.38087294968029,77.60911871003614
2019-09-13 08,25.483592880978865,76.45800889877641,16.151835372636263,19.260547830923247,43.24582869855395,60.154060066740826
2019-09-13 09,27.764378994165046,66.83828841344818,16.37149208113365,19.24920533481523,46.96776882467352,65.31286468463462
2019-09-13 10,29.45492487479132,59.81218697829716,17.27267668336116,19.247849193099608,41.074290484140235,57.136894824707845
2019-09-13 11,30.121245828698555,56.55533926585095,17.209955506117907,19.257066184649613,29.96996662958843,41.88737486095662
2019-09-13 12,30.812673707615343,54.445525291828794,16.956920511395218,19.26200667037243,31.855197331851027,44.44219010561423
2019-09-13 13,31.873678352810238,50.446577629382304,17.02838063439065,19.26004451864218,31.8347245409015,44.44685587089594
2019-09-13 14,31.435241801000554,50.79099499722068,17.04113396331295,19.251222901612007,23.488326848249027,32.76486937187326
2019-09-13 15,30.650528658875903,55.59571508069004,17.110740122426265,19.258825820812465,26.975514746800222,37.5189204229271
2019-09-13 16,28.651992266494812,66.72827173937199,16.669125980577345,19.2922613835863,93.42447609946888,129.67085935243006
2019-09-13 17,26.611389521640092,74.59613311850659,16.5567753764098,19.292283904661375,40.87724873604089,56.8315684204678
2019-09-13 18,26.58472598782168,70.04697986577182,16.556313613938396,19.25587459442642,47.87755011333837,67.3768723054358
2019-09-13 19,25.62385688093783,70.66208122673481,15.625112506250348,19.2737184288016,39.18783265736985,54.86592588477138
2019-09-13 20,25.583174994722047,73.66209984777271,15.621509605875751,19.236726224207477,19.220940698023266,27.284787270686802
2019-09-13 21,25.591092937463888,74.68607493666386,16.546068714165074,19.245742255211347,22.04019067514112,31.038990621805414
2019-09-13 22,25.564870991399427,76.6939240393804,15.628475231682112,19.236987799186615,21.24004933662244,29.35349023268218
2019-09-13 23,24.614671763189474,78.70773145473132,15.63251700075559,19.3106008044802,22.579892439663986,30.850537801680076
2019-09-14 00,24.617806864520716,82.59076211957911,15.631640351559462,19.236939188213203,29.131490349892776,40.2218135757064
2019-09-14 01,24.599557767950397,84.59010200226672,15.613613635858574,19.22792450943354,36.649636658592414,51.46733260739128
2019-09-14 02,23.65388291251778,86.54531916785206,16.54540807254623,19.20904038495733,37.890547208392604,52.84947323968706
