f1_score_train,prec_score_train,rec_score_train,f1_score_uw_train,prec_score_uw_train,rec_score_uw_train,spec_score_train,f1_score_test,prec_score_test,rec_score_test,f1_score_uw_test,prec_score_uw_test,rec_score_uw_test,spec_score_test,train,test
0.8932205342595566,0.8931494480358769,0.8940275085387243,0.8758618603825357,0.8819347612236624,0.8710608390602872,0.9732266507112088,0.7732454699970256,0.7717650950209346,0.7758397932816538,0.7362505824143571,0.7415295838206488,0.7328187801868392,0.9434800411240687,0.7,0.3
