f1_score_train,prec_score_train,rec_score_train,f1_score_uw_train,prec_score_uw_train,rec_score_uw_train,spec_score_train,f1_score_test,prec_score_test,rec_score_test,f1_score_uw_test,prec_score_uw_test,rec_score_uw_test,spec_score_test,train,test
0.9998161900709147,0.9998162319146299,0.9998161933645805,0.9998267638070267,0.9998411167563785,0.9998124601335355,0.9999521163776027,0.7535079179556552,0.7508724791154862,0.7577186963979416,0.7100407687707492,0.7128156419607533,0.709163919825021,0.9391307683395353,0.7,0.3
