f1_score_train,prec_score_train,rec_score_train,f1_score_uw_train,prec_score_uw_train,rec_score_uw_train,spec_score_train,f1_score_test,prec_score_test,rec_score_test,f1_score_uw_test,prec_score_uw_test,rec_score_uw_test,spec_score_test,train,test
0.9445131169115738,0.9465615250689454,0.944483594929758,0.94197769703317,0.9548781843258711,0.9316415589232303,0.9850694592788471,0.6675503954694086,0.6654005081305886,0.6751372013068825,0.6146014940040306,0.6267728296122034,0.6100854808187595,0.9159903007042608,0.7,0.3
