f1_score_train,prec_score_train,rec_score_train,f1_score_uw_train,prec_score_uw_train,rec_score_uw_train,spec_score_train,f1_score_test,prec_score_test,rec_score_test,f1_score_uw_test,prec_score_uw_test,rec_score_uw_test,spec_score_test,train,test
0.9611240264372444,0.9619042786833146,0.961050577329647,0.9607467827790908,0.9677911369171982,0.9545865193484275,0.9895375545528762,0.6651743922821692,0.6621439635678867,0.6709118937507411,0.6139524658092947,0.6212839503064647,0.6108204216080846,0.9152670988656869,0.7,0.3
