f1_score_train,prec_score_train,rec_score_train,spec_score_train,f1_score_test,prec_score_test,rec_score_test,spec_score_test
1.0,1.0,1.0,1.0,0.2157620367840245,0.31060071179388865,0.2503948790423144,0.8148604028715921
0.9980119947127416,0.9980168807499502,0.9980119284294234,0.9994479201305746,0.23922593197089348,0.3134212165303365,0.2559647518496966,0.8145863738274258
0.99124926951041,0.9913878213513038,0.9912410195846866,0.9975069333850509,0.3173094720639682,0.36234066816958693,0.3479923518164436,0.831833910012327
0.9889504937924924,0.9890812993562288,0.9889484978540772,0.9967911618100022,0.37607505668231267,0.41452319839333923,0.3844874885692909,0.8420829714195358
0.9823823439633426,0.9826690765024613,0.982371260149038,0.9948095174445017,0.42758248811132216,0.45640667782627026,0.4307091196275667,0.8537093681127418
0.9777118344618909,0.9780274689711864,0.977697792559856,0.9934560244548429,0.44830163589339134,0.4716017370520086,0.44908138664893177,0.8584157371210654
0.9733482777181739,0.9736914181053287,0.9733361692254148,0.9921660303753776,0.47165313360192795,0.4810096156951564,0.4719428048881869,0.8642487635696423
0.9677241520060106,0.9682621868867841,0.9676858523211689,0.9908029470692709,0.5022144020496534,0.5159285669042235,0.5065258957519329,0.8732690138876384
0.9623626636927957,0.9631651592935345,0.9623342960823521,0.9896563996218675,0.5133550917058226,0.5361889658754039,0.5200764818355641,0.8765115474896934
0.961188349283453,0.962063432204078,0.9611699311805187,0.9896477575174467,0.5378481990960884,0.5696119980677644,0.557070413168177,0.8856806970815547
0.9628521435216328,0.9636467292561787,0.9628709025943762,0.9902386032290721,0.5600237224267444,0.5884994008389992,0.574278826170089,0.8899630337062476
0.9630091213452183,0.9637705070167649,0.9630372807017544,0.9903283701449089,0.5820348905196316,0.6059343458679297,0.5942306093607116,0.8949505074969814
0.9584802566666718,0.9593922870769691,0.9584970456037574,0.9891546206280575,0.6144608193186014,0.628688374665718,0.6256546678859423,0.9023330700336343
0.9526593364672216,0.9538248365875074,0.9526492516077628,0.987655172763432,0.6451534206722289,0.6529648629475379,0.6549172832321889,0.9101151778520024
0.946596582502035,0.9482032746920355,0.9465627189598134,0.9859705545655476,0.6673721654894189,0.6733133135653028,0.6767811123119128,0.9160349570302238
0.9425765308843282,0.9446862813403551,0.9425512490663126,0.9846704828994406,0.6793232682448697,0.6864730357997267,0.6887521822262864,0.9190624505222402
0.9386606227095733,0.9409339842093178,0.9386476812947401,0.9835261949879863,0.7009126791462486,0.7062330898485001,0.710117216726245,0.9252404718522769
