f1_score_train,prec_score_train,rec_score_train,spec_score_train,f1_score_test,prec_score_test,rec_score_test,spec_score_test,num_test_dev,rand_exp_id
0.6907486514550584,0.6940304095118034,0.6998324035915829,0.9218366074442118,0.6204664237509347,0.6179053252756599,0.6394411606663084,0.9062986832696447,1,0
0.6907451322087075,0.6940250933925283,0.6998243071467318,0.9218346851427552,0.6204664237509347,0.6179053252756599,0.6394411606663084,0.9062986832696447,1,1
0.7183888076131737,0.7214407628859619,0.7232459079161482,0.928785379856795,0.6172942270086467,0.6316077724303151,0.624610759153871,0.9037383956901606,1,2
0.706512089939616,0.7066690132044979,0.7123411314126802,0.92535700375942,0.6060327990690874,0.6221143548507638,0.6136091639596513,0.902076906376735,1,3
0.7007921953382314,0.700418197099014,0.7093118778389872,0.9248894928733622,0.7018972756029572,0.7076876768238638,0.7068391515266812,0.9248549209906572,1,4
0.7147666579222248,0.7146331573296584,0.7205080489846334,0.9281070626882018,0.7035135388558923,0.7157375384806232,0.7003787226717163,0.9235109822854508,1,5
0.6944126034830421,0.6949562017905305,0.7049284268539517,0.9233279535112227,0.6924412297773693,0.713606998443209,0.6947494852436513,0.9211537016112988,1,6
0.6942621250421587,0.6948228035177416,0.7049121694670015,0.9233211497872993,0.6931751586897069,0.7141352328524129,0.6956074124914208,0.9213689188563974,1,7
0.6928952112007439,0.6932753090050813,0.70691757437815,0.9236020692801621,0.718444231221168,0.7154345655070425,0.7280603928969718,0.9292583506121902,1,8
0.7707372982025017,0.7735337166485002,0.7766256333636482,0.942112084763056,0.6045625389896009,0.6266371211448596,0.6091973969631237,0.9011485381434859,1,9
0.7243892547935541,0.7237321658047872,0.7338597514469021,0.9307737602109478,0.6508822752533497,0.652753647309399,0.662233126721763,0.9129641642519953,2,0
0.7178669165166588,0.7200513264845148,0.7236747062243442,0.9288266378360474,0.6691232642255852,0.6681042107222833,0.6803592531316474,0.9167584361187936,2,1
0.7218283802079148,0.720940896459781,0.7283951718662183,0.929753588215862,0.6457910988600132,0.643672753842132,0.6555526036131775,0.9115371805532956,2,2
0.6747724314316456,0.6815986246425287,0.6909619177936133,0.9194164122496209,0.6796316899340694,0.700700106153579,0.6889882969590168,0.9190914027700317,2,3
0.7039298049396235,0.7092537392249849,0.7119794729245736,0.9248095564294261,0.6439230458849416,0.6483963582239798,0.6559393804323601,0.9110545049064275,2,4
0.7160026851683181,0.7168103811885733,0.7249846261969604,0.9286602832031889,0.6567557779464602,0.6572974218211388,0.6683935338417998,0.9140446377331504,2,5
0.7383248260047547,0.7385955616899501,0.743891605724797,0.9334485588639587,0.654474330713498,0.6585275182748499,0.6615874655647382,0.9129046912395358,2,6
0.7065219560375199,0.7096136581693645,0.7219728145654072,0.9269925476147594,0.6275322330893124,0.6260516093634564,0.6467805988130828,0.9079684857950246,2,7
0.7062941189861982,0.705661857864337,0.7178216049824612,0.926588832148532,0.6779550993406178,0.6823833296398011,0.6818756815703381,0.9178173149396109,2,8
0.7035086457226154,0.7047900622226058,0.7128267756951451,0.9254802359305773,0.658124706354332,0.6574075701173374,0.6723557359656811,0.9148637241506334,2,9
0.7347647521580474,0.7353702657273482,0.7397612941408562,0.9332229989223337,0.6750428047781238,0.6763048197993018,0.678950055560561,0.9174539888590971,3,0
0.7091643208848162,0.7101022527802445,0.717853593253363,0.9268020251696806,0.6978985175205471,0.6990484052692528,0.7046527105517909,0.9236651844591419,3,1
0.6966403422887134,0.6956632121254577,0.7033456214787508,0.9238444021247199,0.6880703991818524,0.6882003352603534,0.6927845349315471,0.921319955262906,3,2
0.6966403422887134,0.6956632121254577,0.7033456214787508,0.9238444021247199,0.6880703991818524,0.6882003352603534,0.6927845349315471,0.921319955262906,3,3
0.7381765315118503,0.7390630432275995,0.744604027922651,0.9339228924589401,0.6700798289833625,0.6737112337572517,0.6723758327852916,0.9157425313676988,3,4
0.7128190193442575,0.7131868868220059,0.7219019887489105,0.927739770015895,0.6792852207263314,0.6754939064112913,0.6915067192737845,0.9199812019617791,3,5
0.7355056686058411,0.7339872398318549,0.7431272400558611,0.9333730498633747,0.6072420374473952,0.6216376724056625,0.6155824039653036,0.9022088195090229,3,6
0.6964284267529458,0.6972814799276771,0.7048534556251286,0.9233607990271508,0.6689353094865994,0.6763275482009073,0.6735732238092319,0.9146272899787915,3,7
0.7332727098710382,0.7332825848297432,0.7376514818221813,0.9325820558990493,0.6868861211198538,0.6830330783010927,0.6960046156065195,0.9215937760879072,3,8
0.7170148586499823,0.7149379384412154,0.7227134594647584,0.9286935876866671,0.6302386050923826,0.6348987373274108,0.6341567943184253,0.9060530998653332,3,9
0.7260168140843026,0.7298149142460442,0.7318442037543161,0.9304413836991585,0.6482250546268652,0.6519463733344828,0.6555084560590831,0.9113952492238344,4,0
0.7401616957993492,0.7411567931187271,0.7427021763253844,0.933871982017652,0.6663749501064732,0.6638460404641694,0.6736837564437159,0.9159787607229835,4,1
0.7346077687949888,0.7374547722880057,0.7401450468638974,0.9324670499732447,0.6557211842664756,0.6574585249682171,0.6623131084840056,0.9125962564530111,4,2
0.7158529219722395,0.7184591132460985,0.7223883903844024,0.9283966509340089,0.6763893217475128,0.6753154821421501,0.6886977278357016,0.9194744082608901,4,3
0.7183790869450308,0.7242710139075826,0.7218186132170337,0.927945270064644,0.6686346432330819,0.6724925821303216,0.6740524149880875,0.9158880508159634,4,4
0.7187695674122848,0.7207670316602918,0.7279105706647415,0.9289252808125079,0.616886141239318,0.6282366113667731,0.6262112718898014,0.904183238808764,4,5
0.7399565241796553,0.7429839997030095,0.7504182560396172,0.9349730204692241,0.631420727777932,0.6308034820289721,0.6467047246718053,0.9088138431315691,4,6
0.724292452276014,0.7271712403258304,0.7270048623092608,0.929550870567039,0.6504809897992888,0.6474008734201635,0.6596358352231445,0.9119053237261928,4,7
0.7019920603396276,0.7021128405119069,0.7111232019587174,0.9254434858517431,0.6579561284169047,0.6594457886611292,0.6615291889099363,0.9126227668302322,4,8
0.7376660044353059,0.7378965762671259,0.7426656673943975,0.9335716813969654,0.6491439907277043,0.6491671994904428,0.6553860596104201,0.910682335691844,4,9
0.7405614792762549,0.7393996813416294,0.7467180970748956,0.9343374363213778,0.6546861832748511,0.6507500886644687,0.6633510245685564,0.9131283491106987,5,0
0.6907226455543835,0.6901304977209973,0.7013745794100003,0.9223430391520399,0.6592753693184301,0.6584184242252527,0.6690115346816324,0.9140532897146901,5,1
0.6924600578051455,0.6951974274439214,0.70000912420652,0.922542413849132,0.6754990892614227,0.6781909522461496,0.6799579005486732,0.9174370265127345,5,2
0.7177583050089136,0.7211066828096245,0.7251370399373531,0.928572819092609,0.6437744938864489,0.6444981982020505,0.656072644721907,0.9105647032967046,5,3
0.6904521504125647,0.6936312806647688,0.7060038783761518,0.9231353165802954,0.6589702463394069,0.6624797385258986,0.6686865789379325,0.913197800276121,5,4
0.7208767441550625,0.7197192733021457,0.7290118870728083,0.9295970334772653,0.6451037091448186,0.6467756115027795,0.6540794183652652,0.9098897741076092,5,5
0.7035504976894098,0.7048245842719559,0.7107617487191491,0.9249157321688222,0.659714591417266,0.6683615716545513,0.6613933362180874,0.9126866608046752,5,6
