f1_score_train,prec_score_train,rec_score_train,spec_score_train,f1_score_test,prec_score_test,rec_score_test,spec_score_test,num_test_dev,rand_exp_id
0.9494915127158982,0.95078889420231,0.9493943597572789,0.9864118285941228,0.6067634135679338,0.601359219029583,0.6208304378040306,0.9025722654040926,1,0
0.9494915127158982,0.95078889420231,0.9493943597572789,0.9864118285941228,0.6067634135679338,0.601359219029583,0.6208304378040306,0.9025722654040926,1,1
0.9477885880681366,0.94912190763321,0.947706072868205,0.9859562390882818,0.6528728320418151,0.6631475679325588,0.6542048151915903,0.912491947784309,1,2
0.9503624787902556,0.951451616082443,0.9503122788665662,0.9866679780206645,0.5851307375301952,0.6009246659209669,0.5939071842080289,0.8971665868773974,1,3
0.9493942842484904,0.9506454357868995,0.949307500778089,0.9864354028184934,0.7022482393469647,0.7067083415306182,0.7096184221464793,0.9256395832058816,1,4
0.9496027170615918,0.9508627321327725,0.9495462344054467,0.9864751287456377,0.6705129279210422,0.6764568020409008,0.6772874424944624,0.9171024174943471,1,5
0.9489898276153865,0.9501631972438469,0.9489453052081389,0.9863305443497996,0.6931125254931885,0.7110379177738345,0.6923462148401636,0.9214032993971362,1,6
0.9489898276153865,0.9501631972438469,0.9489453052081389,0.9863305443497996,0.6931125254931885,0.7110379177738345,0.6923462148401636,0.9214032993971362,1,7
0.9519690121451236,0.9530545516786171,0.9518664582020706,0.987043617871891,0.5827590016809956,0.5991763648917023,0.5884070058381985,0.8963126779876245,1,8
0.949911703519854,0.951135328521976,0.9498183628542314,0.986579590505049,0.6931941741943211,0.7067487635516596,0.6913971323774591,0.9207856586087135,1,9
0.9547484163862622,0.9556682047293311,0.9547221916322883,0.9878591975197356,0.6534673735652373,0.655387883519923,0.6588888888888889,0.912478078223365,2,0
0.9518265738962737,0.9530905156106686,0.9517628858969128,0.9870316742240629,0.6610261734312702,0.6633908917752634,0.6625474870093009,0.9135717676936714,2,1
0.9554548545387862,0.9564138153733841,0.9553829999830643,0.9880070178182969,0.6357168462691649,0.6375500798728774,0.6435983077265642,0.908723115900745,2,2
0.9530290641405138,0.9541868481530897,0.9529465157301639,0.9873976066523016,0.6725806794645687,0.6782445578732509,0.6801026633567552,0.9178372075026031,2,3
0.9540582847988508,0.9551049182627416,0.9539781124789625,0.9876294291475908,0.5768651902504922,0.5885241554731045,0.5853762342526387,0.8944889332300736,2,4
0.9519510622345836,0.9531291515912456,0.9518794417330251,0.9870772771498558,0.6859714690909899,0.689562287667479,0.6868975967001978,0.9200592500562547,2,5
0.9547484163862622,0.9556682047293311,0.9547221916322883,0.9878591975197356,0.6534673735652373,0.655387883519923,0.6588888888888889,0.912478078223365,2,6
0.9554231687692504,0.9564448476470996,0.9553307326274274,0.9880488128827632,0.6936008708350504,0.6945095320883016,0.6960357949318391,0.9217148591233542,2,7
0.9529198778698994,0.9540328902827158,0.9528580251149386,0.9873369198142384,0.6448724618805232,0.645230702992967,0.6479866471938244,0.9094199351555993,2,8
0.9537079144796456,0.9547983535509416,0.9536356488445235,0.9875901650660193,0.6599681324332995,0.6559496332762537,0.6722314260226838,0.9154302287893135,2,9
0.9578788332642886,0.958865417037739,0.957813242139261,0.9886972670707866,0.6546452537229704,0.652630045339494,0.6650982170696448,0.9136631206956076,3,0
0.9606843193408052,0.9615507890936044,0.9605876954842657,0.9893836943193224,0.6630755922998809,0.658895306388292,0.6718145643765479,0.9155198020425616,3,1
0.9602716913467357,0.9611087844131005,0.9602210997808063,0.9893367038119167,0.6788348069036182,0.6773117575010237,0.683062410511244,0.9184799242322453,3,2
0.9602716913467357,0.9611087844131005,0.9602210997808063,0.9893367038119167,0.6788348069036182,0.6773117575010237,0.683062410511244,0.9184799242322453,3,3
0.9622897283297646,0.9629726026853765,0.962223853072899,0.9897935211031476,0.6137362082547877,0.6155498441546976,0.6234058076754706,0.9034603081847585,3,4
0.960111451799116,0.960935093914859,0.9600205461861142,0.9892157256440136,0.6218999008827704,0.6227266006180379,0.6306041784302654,0.9054705709669613,3,5
0.9589909269810811,0.9598715974231494,0.9589200994050757,0.9888796817419125,0.5893131697108994,0.6133161978368517,0.5926800128216336,0.897498363080631,3,6
0.9586770442091114,0.9595589317941225,0.9585806722528678,0.9888031924428498,0.6441951449554308,0.6503889231716917,0.6445047110464954,0.9092866910739948,3,7
0.9620077588472502,0.9627787388888785,0.9619320005285911,0.9897343462111522,0.6266985178813488,0.6227799794413629,0.6356806426445517,0.9064149704275752,3,8
0.9575334504915513,0.9585230729522437,0.9574434037746505,0.9884945683953836,0.658458932842067,0.6643002706601298,0.6597890074022265,0.9129356156498192,3,9
0.9671402722559546,0.967653264938002,0.967069749649339,0.991130259022658,0.6374202906377006,0.6382959594634515,0.6426433539329471,0.9083455705360587,4,0
0.9658026264059736,0.9664313170845547,0.965735548451339,0.990711537588636,0.6118880374199507,0.6109471509895052,0.6214557859294702,0.9028736767407883,4,1
0.9645685553219001,0.9652268209094477,0.9645249422462262,0.990446338898084,0.6532294300679261,0.6489730537374668,0.6625573770491803,0.912996771981437,4,2
0.964485047729755,0.9653097321795053,0.9644092142363143,0.9904507116687615,0.6638230626595126,0.6619234025280204,0.67352461128769,0.9158193087650138,4,3
0.9647099990303253,0.9653817537335961,0.9646634795349782,0.9905463222828914,0.6645445875597625,0.664893627279835,0.6655755823839483,0.914030553471618,4,4
0.9647250543250896,0.9653232264075657,0.96467486632153,0.9905177539864878,0.6471786592942558,0.6486502496019609,0.6510972461273666,0.9104521350277078,4,5
0.9641195507106287,0.9647901065428597,0.9640584367534197,0.9902776854320301,0.592269311462101,0.6011126220344137,0.6004221888533438,0.8982020119589885,4,6
0.9644941385772812,0.9652909872851249,0.964411070220596,0.9904587353734048,0.6643159903016749,0.6646510427986582,0.6696181040596592,0.914906784396033,4,7
0.9647129643401571,0.965371033960302,0.9646396105294903,0.9904932912207318,0.6422676050485291,0.6488534327514186,0.6442511267162772,0.9087268873334955,4,8
0.9619456951371962,0.9628537314438075,0.9618717504332756,0.9897449211078613,0.6567824463217492,0.6530369277617021,0.6651513542219862,0.9135850185177514,4,9
0.9699421058623223,0.9704324690023942,0.9698845332464618,0.991885905761207,0.647822047350453,0.6436619999896193,0.6564819310536173,0.9114801104323856,5,0
0.9694901679832022,0.9700154856414226,0.9694621530748744,0.9917525601569297,0.6590768258470949,0.658257162146476,0.6621677957269411,0.9131711948646236,5,1
0.9718682797991114,0.9722956579822377,0.9718249392831735,0.992385728477843,0.6486718270780806,0.6487294025373739,0.6509665723531505,0.9105108649327642,5,2
0.9700109685204896,0.9705821947043767,0.9699330493000609,0.9918809419200738,0.6402580864035815,0.641393774176873,0.6429390914227984,0.9083828547407613,5,3
0.9691251283679613,0.9697230182175071,0.9690433023766357,0.9915934360894092,0.6558625637396889,0.6588891902240095,0.6570424429945517,0.911983950692445,5,4
