f1_score_train,prec_score_train,rec_score_train,f1_score_uw_train,prec_score_uw_train,rec_score_uw_train,spec_score_train,f1_score_test,prec_score_test,rec_score_test,f1_score_uw_test,prec_score_uw_test,rec_score_uw_test,spec_score_test,train,test
0.9537117938990549,0.9548380179207777,0.9536448084931131,0.9526015232116501,0.9614511238460054,0.9450952163210122,0.9875903646941729,0.6757424795920061,0.6731384632113074,0.6812231736744325,0.624475976074697,0.6321721283566237,0.6209962374869036,0.9180558353528557,0.7,0.3
