f1_score_train,prec_score_train,rec_score_train,spec_score_train,f1_score_test,prec_score_test,rec_score_test,spec_score_test,train_dev,test_dev
1.0,1.0,1.0,1.0,0.6348150907201058,0.6305042607009,0.6447996183206107,0.9073165792636531,[3],[1]
0.9997193149683649,0.9997196562093122,0.9997193376368229,0.999925456578457,0.600443452441245,0.6289283385324198,0.5946713256169469,0.8975595934506971,[4],[2]
0.9997193149683649,0.9997196562093122,0.9997193376368229,0.999925456578457,0.689289788700321,0.7065322803765459,0.6867019620056057,0.9228918538203976,[4],[3]
1.0,1.0,1.0,1.0,0.625327483361093,0.6328733600468428,0.6401908504069604,0.9084329023486681,[3],[4]
