f1_score_train,prec_score_train,rec_score_train,spec_score_train,f1_score_test,prec_score_test,rec_score_test,spec_score_test
0.7322773404290284,0.7359519912428224,0.7342506987744571,0.9306228223270294,0.30091273401998553,0.311746590416691,0.3289984799864888,0.8199013020197097
0.3282374191932512,0.3678455458422037,0.42212026080656845,0.8442812847835446,0.30320827578361637,0.29150888887534926,0.34867421043742614,0.8258104072939974
0.546435744092031,0.5589961339273671,0.572312490567936,0.8856259738879807,0.3453410811640473,0.3451616337367457,0.3629454484039858,0.8303711502795785
0.5648429081223397,0.58620797529003,0.5995369519679541,0.8896496353170431,0.3764244758386418,0.38577015950006344,0.39275460226313125,0.8406656738658299
0.4807677445853313,0.45846051694084766,0.5277817454649336,0.8668338213285885,0.38504880206149056,0.3792704765209893,0.41454146259077856,0.8437755822765594
0.6292526956633168,0.6372097128753625,0.6545668273186788,0.9048092628420417,0.42258735793855373,0.43387643628650624,0.4446883972301976,0.8529101724946944
0.6412483145777429,0.6401296309955434,0.6583491366403833,0.9052974268041366,0.4351069703839631,0.4330422346678856,0.4565107245397737,0.8560469256709219
0.6480745236757446,0.6488913681121784,0.6620024500077641,0.9088160746004827,0.5540757064594833,0.5697920881699144,0.577351798682655,0.8899024990910107
0.6871239329958281,0.6905443464774028,0.7004622401812226,0.920741489596001,0.5666871839019136,0.5878728529521161,0.5840229690930586,0.891644396286911
0.6892977763428604,0.6933201522055716,0.7056061974761162,0.9231138935686974,0.5727521496610412,0.5944415685622194,0.5917919270393515,0.893587968738961
0.6936113396867987,0.6968365870200272,0.7037023278850917,0.9248039791344345,0.5963379724548991,0.6123894008594446,0.6090187468333051,0.8985581476131059
0.7211752885342153,0.7226929934883765,0.7280395214624762,0.9308071866296179,0.6174183876604761,0.6356276609819753,0.6298767100152002,0.9030270077046229
0.7006993284444846,0.7018855639335646,0.7097840272807645,0.9258279323350692,0.6467841245376461,0.6641408599195792,0.6582502955581827,0.910261292836277
0.7135874247860693,0.7173768117254145,0.7189999108124981,0.9285775364692229,0.6707109251150993,0.6841779990331496,0.6796993751055564,0.9162888966700183
0.7554517177813427,0.7578454028568319,0.7563533608190114,0.9385881884707606,0.6903253684080299,0.6951088016502468,0.693717277486911,0.9210750587798197
0.7159594293396674,0.716856502657422,0.7209356786011657,0.9288719516968632,0.7114071369962153,0.7141272299236742,0.7186286100320892,0.9273713163024999
0.7283883563874688,0.729258231967761,0.7345463426547808,0.931177897843739,0.7291231790854698,0.7327018882735944,0.7386421212633001,0.9321856133861708
