f1_score_train,prec_score_train,rec_score_train,f1_score_uw_train,prec_score_uw_train,rec_score_uw_train,spec_score_train,f1_score_test,prec_score_test,rec_score_test,f1_score_uw_test,prec_score_uw_test,rec_score_uw_test,spec_score_test,train,test
0.9995404753011381,0.9995407611263493,0.9995404834114512,0.9995740631285885,0.99959849560043,0.9995499296408996,0.9998806978058058,0.7340959362454511,0.7311167018586353,0.7407804459691252,0.689721727006426,0.6948540242995769,0.6889491565252234,0.9345233768751487,0.7,0.3
