f1_score_train,prec_score_train,rec_score_train,f1_score_uw_train,prec_score_uw_train,rec_score_uw_train,spec_score_train,f1_score_test,prec_score_test,rec_score_test,f1_score_uw_test,prec_score_uw_test,rec_score_uw_test,spec_score_test,train,test
0.7657690927512767,0.7655009653739204,0.7719466829040882,0.7242305845504398,0.7425938024151494,0.7156497757588752,0.9409772366933051,0.6966446855564937,0.6941975610958276,0.7039092503385354,0.6463473812963132,0.6585860326889755,0.6416042121425037,0.9235724149293423,0.7,0.3
