f1_score_train,prec_score_train,rec_score_train,f1_score_uw_train,prec_score_uw_train,rec_score_uw_train,spec_score_train,f1_score_test,prec_score_test,rec_score_test,f1_score_uw_test,prec_score_uw_test,rec_score_uw_test,spec_score_test,train,test
0.9515590132539998,0.9529873616116563,0.9515368352577654,0.9495708363104415,0.9603925108570694,0.9405871752223423,0.9869486687158201,0.6614673030896939,0.6583823055996091,0.6696312107197913,0.6077761345675652,0.6189808420907331,0.6039687777803702,0.9144566298728216,0.7,0.3
