f1_score_train,prec_score_train,rec_score_train,f1_score_test,prec_score_test,rec_score_test,train_dev,test_dev
0.8708877548623558,0.8763373312931303,0.8688727658821448,0.7119891167638898,0.7240567129683788,0.7065868263473054,"[2, 3, 4]",[1]
0.8851129882775383,0.8903956755977109,0.8832798900595511,0.6697351397915802,0.7034105000701024,0.6617711530030689,"[1, 3, 4]",[2]
0.8684960854907428,0.8715184766679586,0.8681103964829439,0.7440871732172121,0.7502380666736398,0.7398246712586098,"[1, 2, 4]",[3]
0.8722881112345482,0.8793251222134548,0.8706730366272735,0.675570336481059,0.6840982773083363,0.6776649746192893,"[1, 2, 3]",[4]
