f1_score_train,prec_score_train,rec_score_train,f1_score_uw_train,prec_score_uw_train,rec_score_uw_train,spec_score_train,f1_score_test,prec_score_test,rec_score_test,f1_score_uw_test,prec_score_uw_test,rec_score_uw_test,spec_score_test,train,test
0.772534887190281,0.7727170792583349,0.7774760535890446,0.7321726370869581,0.7502443733484675,0.7235521718978042,0.9424558555170289,0.6958046984931847,0.694036558782755,0.7017127017127017,0.6463432583836939,0.6586558257011278,0.6415061833548574,0.9230395860029414,0.7,0.3
