f1_score_train,prec_score_train,rec_score_train,spec_score_train,f1_score_test,prec_score_test,rec_score_test,spec_score_test,train,test
0.724963469240828,0.722843859590771,0.7330667436203983,0.9310321699130633,0.6743554676498786,0.6709975935263842,0.6829549826856484,0.9181091832711867,0.7,0.3
0.7553218791184624,0.7543172730140301,0.7606091986485497,0.938240239519615,0.6885867698659978,0.6866837365343763,0.6942132623923072,0.9211080179603999,0.7,0.3
0.7554904109644974,0.7550926027840817,0.759146309123503,0.9383021198700572,0.7004521906992212,0.6994407278571736,0.7044352044352045,0.9241476049477464,0.7,0.3
0.8165150477110612,0.8173126980191768,0.8182541217944584,0.9532165457963113,0.7097430819523959,0.7094505234087116,0.7123583107633664,0.926006799638532,0.7,0.3
0.8377547333175572,0.8378882149471442,0.838990151803689,0.9587207417679489,0.7192491949562446,0.7184589532166735,0.7212065813528337,0.9286073416950232,0.7,0.3
