f1_score_train,prec_score_train,rec_score_train,spec_score_train,f1_score_test,prec_score_test,rec_score_test,spec_score_test
0.6004217919014428,0.5974456699716418,0.652050919377652,0.6926907251618314,0.2667492235519368,0.2970610972436595,0.2864746399499061,0.8183875414843257
0.8931714267336432,0.8972278494538356,0.8951201747997086,0.9711942489585189,0.42182315283233485,0.5945036960022589,0.4627426424546024,0.8600251406573275
0.9547169878877079,0.9551029903912084,0.9550675675675676,0.988001758542538,0.48446547115903577,0.5977998703091084,0.48215403882279273,0.8697340775097926
0.9430149022676029,0.942983874852649,0.9435626102292769,0.9844502586001361,0.5451009307780247,0.5722094384585352,0.5544771446462117,0.8853933372164058
0.9232154673238032,0.9229392992716101,0.9239093095156303,0.9794125692296911,0.5932301889955661,0.598948015708122,0.6055103318722604,0.8938136890314103
0.856029306436382,0.8553470186797136,0.8578962789334896,0.9620342121161665,0.6693363475210563,0.6715448609540222,0.6690670006261741,0.9173937427940008
0.8708004504303078,0.8699562849188653,0.87264936919781,0.9670000202190332,0.7273945419550971,0.7253291492649906,0.730745147150908,0.9312788592754707
0.8982323738416852,0.8988620754322841,0.8993552617200306,0.9743444296933145,0.7540399984042739,0.7541456199583995,0.7554790231684408,0.9382381781318994
0.8155622016756333,0.8149183031552373,0.8188518633862764,0.9539046524018492,0.7478581149456585,0.7462583683651357,0.7514088916718847,0.9365026442507933
0.874017537769219,0.8740135800309919,0.8753524550315994,0.9684497442167433,0.7547798683274982,0.7529402547116026,0.7573575453976206,0.938343725496568
0.7994973723096092,0.7981056867754931,0.804988268010776,0.9503924652252485,0.7459076118739418,0.742975058856226,0.754539762053851,0.9365241625034091
0.9031036513580011,0.9040035639322603,0.9035251974273386,0.9758040836841116,0.7450228490546823,0.7447891052739954,0.7460864120225422,0.935652860795224
